"Drum Machine","Duration","Equal Loudness","RMS","Temporal Centroid","Spectral Centroid","Spectral Centroid 1","Spectral Centroid 2","Spectral Kurtosis","Pitch Salience"
"Lel' UDS","0.6049281934996223","29.78206698099773","4.880527087914877","0.29736318190892536","3085.416259765627","2605.647216796873","3523.184326171873","4.912346680959067","0.18713864932457577"
"Linn 9000","0.25251700680272127","16.43275398678249","5.153624808248437","0.12825832888483998","1755.8323092990452","1366.6380276150167","2540.474005805121","1.769467115402222","0.6924370908074908"
"Linn AdrenaLinn1","0.24689342403628126","17.571906805038456","5.137225489437959","0.12537904502823957","1923.8329620361326","1706.3287887573247","2083.8373718261714","5.070702522993082","0.6156739033758639"
"Linn Linndrum","0.17388579674293966","14.173300569707699","6.143563512721019","0.08997738937085319","1957.0377530184676","1559.954378995028","2861.6326571377863","1.2026354182850232","0.746335048567165"
"Linn LM-1","0.1770521541950115","18.61556911468505","7.29719666818011","0.09240192174911485","2345.6234130859348","1542.977294921875","3537.26538085938","1.759565830230715","0.7050053477287295"
"Linn LM-2","0.1770521541950115","18.61556911468505","7.29719666818011","0.09240192174911485","2345.6234130859348","1542.977294921875","3537.26538085938","1.759565830230715","0.7050053477287295"
"Luxor Passat","0.16181405895691597","4.36898136138916","-1.7547455021966885","0.0813906379044056","1475.4809570312525","1245.768859863281","1796.3157348632799","4.13937819004059","0.858573466539383"
"Maestro Rhythm King","0.1549931972789116","9.976521778106685","3.9113198552395","0.08044625706970691","3651.628076171875","3390.203308105466","4027.763842773436","3.012178730964661","0.4817800849676132"
"Maestro Rhythm MRQ-1","0.232925170068027","6.16697072982788","-1.00709844837239","0.117224343121052","1939.2138671875","1416.87036132812","4092.70751953125","1.26509070396423","0.745209693908691"
"Mattel Electronics Synsonics Drums","0.2425396825396825","4.811638414859772","-3.01605245475614","0.1223154291510585","3316.229919433595","3016.3566284179674","3830.1733398437473","2.2973237633705126","0.3622921407222747"
"Melosonic 350","0.276462585034014","14.2907648086548","3.65671863788951","0.141908183693886","4276.40185546875","3809.34887695312","4624.38232421875","3.2473042011261","0.45956090092659"
"MPC-Electronics_The-KIT","0.0790929705215419","5.70537185668945","3.25725748968611","0.0418115220963955","4102.3359375","3925.9677734375","4573.10888671875","0.948405921459198","0.412845522165298"
"MSC_DL-909","0.27808128379556973","11.838066101074208","2.3808099834570564","0.14193518345172584","300.7907597468449","309.6144808255708","755.6695134089538","8.648463689363924","0.9255171509889456"
"MTI_AO-1","0.188662131519274","8.1194953918457","1.65166175871661","0.0950360894203186","1096.22338867188","769.735473632812","4405.4599609375","2.1815972328186","0.905772864818573"
"MXR Drum Computer 185","0.1262585034013605","12.780262470245365","6.2840446298996095","0.06731058657169345","1712.486511230465","1552.5128784179701","2181.4248046875","2.16652220487595","0.7734288275241855"
"Nintendo_Game-Boy-Advance-SP","0.226031746031746","23.487255096435547","8.023361145747856","0.12072774767875685","4060.3419189453152","4050.2506103515652","4068.822265625","1.779664516448975","0.166820354759693"
"Nord Rack 2","0.128798185941043","9.61896371841431","4.416923597029159","0.06715277954936025","1770.8380737304701","1811.642700195315","1425.56640625","2.23416709899902","0.785926878452301"
"Novation Drumstation","0.1955397811298432","10.390954670698747","2.40883746184769","0.09959987939699837","2180.13570437224","2089.0810029403024","3694.2756161897073","2.657652530981147","0.7081489277922589"
"Oberheim DMX","0.1948299319727895","11.44154357910157","3.71792900249611","0.10104401037096955","1570.16497802734","899.3189697265625","3527.865234375","1.738929629325865","0.7981162667274475"
"Oberheim DX","0.341043083900227","10.117560863494855","0.41330812456176047","0.1717925816774365","2836.5494384765598","2632.2813720703098","3371.39111328125","0.4399732127785685","0.6020988523960116"
"Panasonic_RD-9844","0.4012698412698415","11.120065212249749","1.47636046752451","0.1936488002538681","1692.8850708007799","1047.63031005859","3741.4078369140598","2.83831715583801","0.755877703428268"
"Pearl_DRX-1","0.4903401360544215","12.408800005912784","0.11902037351592398","0.23691636882722386","2441.828704833982","2713.14356994629","1706.799633026124","1.8945899456739426","0.4320909213274716"
"Polyvox","0.25258956916099773","5.820319515466689","-2.56226547460872","0.127084169536829","3221.7333251953123","3294.130322265623","2988.3361938476564","3.0237573623657172","0.42389820963144303"
"Quasimidi Rave-O-Lution 309","0.8367556253270535","13.05968526693491","-1.1855670243205358","0.3736601277039601","2453.919189453125","2266.3806903545674","3290.2063915546137","3.660181504029496","0.4644282471675139"
"Realistic Concertmate MG-1 Moog","0.233650793650794","12.2147808074951","3.36995093946951","0.119731195271015","3887.0166015625","3850.7236328125","3950.12622070312","2.01605272293091","0.384005725383759"
"Rhodes Chroma Polaris","0.9006802721088444","11.70433592796326","-2.8152377789172403","0.4230269119143482","2114.421966552735","3115.1568603515598","1131.6326446533203","19.90477895736695","0.15662001073360426"
"Rhythm Ace FR-8","0.11827664399093","9.47238063812256","4.70855458228511","0.0634902343153954","4533.080078125","4151.07177734375","5235.24951171875","2.29334211349487","0.479708969593048"
"Roland CR-1000 Digital Drummer","0.15999999999999998","12.67394399642945","5.26067301098231","0.08555946871638301","2548.81689453125","2001.97229003906","3803.47338867187","2.90009939670563","0.7429118752479551"
"Roland CR-68 CompuRhythm","0.138956916099773","5.94784498214722","0.92086956252381","0.07575799524784091","3851.4547119140598","3162.0721435546848","5300.562255859375","0.5916624665260315","0.5284330248832705"
"Roland CR-78 CompuRhythm","0.1594139194139193","6.006212876393244","0.5199982215825714","0.08282957913783878","3484.0980881911064","3120.2134915865386","2927.9677170973564","2.0990874492205105","0.42863718592203587"
"Roland CR-8000 CompuRhythm","0.11020408163265308","9.72187840938569","5.2350575371329855","0.056944795418530675","419.60839653015137","360.1328124999999","616.4994201660153","7.846554428339003","0.9794524163007736"
"Roland D-10 L.A","0.2892819349962206","18.630506038665786","5.39764363567451","0.14511291806896517","1980.593994140625","1824.6316121419268","2395.36201985677","1.8357427914937332","0.549284319082896"
"Roland D-70 Super LA Synthesizer","0.5263673469387754","16.6888412475586","1.9089065875972502","0.2560358136892318","2830.767822265624","2596.4079345703117","3008.230859375","0.9338950395584105","0.3367877095937728"
"Roland DDR-30","0.32961451247165546","19.54659094810485","4.921739613790895","0.16742933318018913","2947.8471191406247","2914.8860900878904","2923.7306396484355","2.7906173318624496","0.3546882029622793"
"Roland F-30 drums","0.420136054421769","16.5510368347168","2.80811519731661","0.204432144761086","1926.07592773438","1756.08422851562","1972.408203125","1.32855308055878","0.442697495222092"
