Index,Drum Machine,Duration,Equal Loudness,RMS,Temporal Centroid,Spectral Centroid,Spectral Centroid 1,Spectral Centroid 2,Spectral Kurtosis,Pitch Salience
239,Alesis DM5,0.309115646,9.619799614,0.606359079,0.153683901,1857.006836,1540.655396,3722.333496,0.914162517,0.606793225
240,Alesis DM5,0.379501134,14.19768047,2.238592623,0.188614458,1328.067505,1042.687744,1731.552246,6.140378952,0.618882477
241,Alesis DM5,0.332335601,13.41477871,2.44728466,0.1652188,1530.623901,1182.873169,2072.145508,0.766255856,0.672495604
242,Alesis DM5,0.495600907,15.87344456,1.802593315,0.240238041,1396.250244,1293.52417,1531.876953,1.267484069,0.561971247
243,Alesis DM5,0.804716553,7.171395779,-5.452775533,0.369297206,1439.408569,1164.962891,1514.785278,5.502950191,0.300387889
244,Alesis DM5,0.372970522,12.70723915,1.595080493,0.184211239,1452.863159,1092.783203,2107.005615,1.374424219,0.618327558
245,Alesis DM5,0.265578231,8.40469265,0.390358214,0.133314624,816.333252,679.1903687,2466.914307,2.109857321,0.830225527
246,Alesis DM5,0.50430839,10.20017433,-1.139668342,0.242867351,1018.661987,785.9387817,1259.040161,1.659701824,0.714367628
247,Alesis DM5,0.259047619,6.923814774,-0.757877793,0.129964054,1495.440186,1317.057373,3970.057129,0.903842926,0.720586121
248,Alesis DM5,0.523174603,15.29807377,1.328127873,0.256354928,1925.05542,2102.689209,1320.525879,2.934805393,0.208429456
249,Alesis DM5,0.586303855,10.65564537,-1.510599663,0.279545069,1956.379639,1746.702393,2232.81665,1.698932767,0.49125877
250,Alesis DM5,0.341768707,6.586070061,-2.285569752,0.167321384,1490.248657,1262.494995,3236.111572,1.471711397,0.600547433
251,Alesis DM5,0.733605442,13.83481312,-0.791724146,0.345327377,1006.450928,714.6940308,1485.518066,1.771240711,0.552548468
252,Alesis DM5,0.432471655,11.00934887,0.022553433,0.211062893,1871.568848,1872.280762,2245.922119,1.160629749,0.548590541
253,Alesis DM5,0.282993197,13.56205273,3.216068046,0.141611978,2154.306641,1677.524048,2596.897949,1.585096717,0.641937613
254,Alesis DM5,0.282267574,9.160926819,0.684143721,0.140831217,1769.656738,1421.158203,3544.160645,1.190763354,0.502425611
255,Alesis DM5,0.759727891,13.7540226,-0.981643519,0.355641693,1765.708008,1162.613403,2682.288818,2.074295998,0.528825939
256,Alesis DM5,0.377324263,10.48839855,0.300766472,0.18485871,1700.701782,1321.325439,1324.578369,5.112032413,0.529773772
257,Alesis DM5,0.294603175,7.837595463,-0.512912408,0.148127794,2565.442383,2509.807617,2520.514648,1.889226198,0.391263068
258,Alesis DM5,0.566712018,3.717811823,-8.188423068,0.268722534,1588.866577,1491.387329,1361.328003,4.706696987,0.234278306
259,Alesis DM5,0.547120181,12.25671577,-0.30280873,0.263265938,1711.509521,1133.605225,2528.408447,1.243465543,0.463775694
260,Alesis DM5,0.457868481,10.98065853,-0.242192031,0.223569304,2196.371582,2192.269775,2708.671143,3.474168062,0.378738433
261,Alesis DM5,0.50430839,15.07237434,1.391288048,0.245940953,1736.141846,1482.498901,2302.096436,3.307591915,0.376768708
262,Alesis DM5,0.216961451,15.64348888,5.295498065,0.113933474,1339.222656,1219.691772,1249.243042,1.669884205,0.655407012
263,Alesis DM5,0.34031746,9.645453453,0.205989579,0.166972995,998.5430298,832.2067261,2826.77002,1.833017707,0.755555212
264,Alesis DM5,0.461496599,5.593475342,-4.648807088,0.222891301,1617.649902,1637.51416,1447.787964,2.691761971,0.339352906
265,Alesis DM5,0.650884354,15.81764889,0.596202331,0.309661031,1552.97168,1557.305664,1363.675293,2.896952391,0.36104995
266,Alesis DM5,0.19446712,8.916243553,2.126807399,0.099684931,2202.68457,2212.628906,1848.553223,1.326851606,0.292500108
267,Alesis DM5,0.317823129,9.90680027,0.676271916,0.158072755,1982.613037,1586.138794,1561.720947,3.022590399,0.641631007
268,Alesis DM5,0.618231293,4.540460587,-7.270599194,0.291967124,2075.399902,1951.631592,1723.68042,3.742212534,0.245928437
269,Alesis DM5,1.372879819,13.05943775,-3.887287135,0.595775068,1269.273315,1475.643799,711.0977173,4.579679012,0.537163794
270,Alesis DM5,0.774240363,18.18455696,0.746224358,0.3640728,1853.766357,1262.58606,2373.503906,3.007368803,0.405291289
271,Alesis DM5,0.585578231,8.51034832,-2.962420932,0.278090686,1092.334106,770.9283447,1708.350098,2.659647942,0.583125412
272,Alesis DM5,0.443356009,14.4781723,1.690008659,0.217547879,2277.66333,1864.473145,2192.094727,2.683790445,0.317571729
273,Alesis DM5,0.404897959,11.2756424,0.463594213,0.198609069,1167.403198,990.0195313,2877.107178,1.447312355,0.746088564
274,Alesis DM5,0.244535147,9.026321411,1.211390986,0.12254753,952.6658936,716.0349121,1998.865112,1.581892133,0.86314702
275,Alesis DM5,0.306213152,9.983429909,0.888155168,0.152958497,1084.820679,834.8131104,2370.278809,1.461909652,0.839136899
276,Alesis DM5,0.526077098,12.07901573,-0.227320617,0.253769487,1265.804077,998.7052612,1448.789673,1.963598967,0.415693641
277,Alesis DM5,0.602267574,13.24928284,-0.215306389,0.288561136,2218.90625,2255.985107,1695.961426,2.752588272,0.227109447
278,Alesis DM5,0.309115646,13.10898876,2.612375975,0.161097959,2745.167969,2280.616943,2222.443604,2.398122311,0.291319638
279,Alesis DM5,0.292426304,11.95386791,2.255500336,0.14620623,1477.235962,1176.170044,2009.569946,1.258486748,0.704758883
280,Alesis DM5,0.372244898,9.086157799,-0.570654991,0.183987051,1398.431763,1222.271851,1758.806885,3.43589139,0.471469402
281,Alesis DM5,0.4861678,9.026872635,-1.772661705,0.234531045,1466.957764,1314.666626,1622.360474,2.822930574,0.363712668
282,Alesis DM5,0.256870748,13.31824303,3.519092248,0.129908368,1640.634155,1495.756592,1707.7677,2.023679972,0.705026865
283,Alesis DM5,0.331609977,6.919329166,-1.834261791,0.162989601,1267.615356,1037.607666,2699.742432,1.832831144,0.704139531
284,Alesis DM5,0.263401361,13.50771523,3.501625275,0.133499682,1163.904297,1359.554932,1515.553711,0.623942375,0.867656827
285,Alesis DM5,0.303310658,11.72545147,1.971729658,0.151008487,1136.820679,641.5679932,2811.829834,3.319054842,0.793835163
286,Alesis DM5,0.25324263,14.67980385,4.211815231,0.129367456,2611.43335,2291.567627,3208.361572,2.220786333,0.360319823
287,Alesis DM5,0.317097506,22.05479622,5.873804995,0.16457212,2954.655029,2673.567383,2930.848389,3.222090006,0.374125719
288,Alesis DM5,0.468752834,11.29968739,-0.158580626,0.227635205,1167.282715,1107.690918,1168.471069,2.549543858,0.520834625
289,Alesis DM5,0.447709751,6.211539268,-3.837722109,0.21542725,1478.043091,1364.736938,1755.92041,4.066015244,0.4222233
290,Alesis DM5,0.560907029,7.861551762,-3.289488991,0.267912537,1061.6073,873.2044067,1865.654541,2.882665634,0.603358984
291,Alesis DM5,0.441179138,8.546062469,-1.705744465,0.214058951,1098.011108,795.3707886,2513.621338,1.229965806,0.689061105
292,Alesis DM5,0.394013605,34.14981461,7.764729763,0.202020898,1955.838623,1688.111206,1542.88269,1.488227963,0.328434259
293,Alesis DM5,0.610975057,13.4854908,-0.162941804,0.292481631,1890.512207,2194.289307,1302.98999,2.861720562,0.178727508
294,Alesis DM5,0.233650794,5.981673241,-1.257855651,0.116856076,981.7965088,719.6240845,4151.587891,0.943421006,0.782368481
295,Alesis DM5,0.507936508,11.17608929,-0.578528426,0.245901003,1219.023315,994.7529907,1404.159546,4.600018024,0.412863076
296,Alesis DM5,0.425941043,12.01608944,0.655821845,0.207349032,795.0609741,438.1167603,3664.088135,1.910401821,0.785830915
297,Alesis DM5,0.446258503,10.39705276,-0.484651816,0.220389843,2168.722168,1866.5448,1864.105225,2.575688124,0.19349204
298,Alesis DM5,1.277823129,16.09926414,-2.219228692,0.565800667,1361.436646,1869.128906,510.1124878,4.571922302,0.475114405
299,Alesis DM5,0.53260771,12.65797997,0.022574321,0.256930739,1093.057373,927.0097046,1306.793945,2.263034344,0.55253166
300,Alesis DM5,0.394013605,28.74230576,6.647316257,0.201242715,2200.165283,1989.882324,1641.074463,1.934583426,0.389291018
301,Alesis DM5,0.505759637,8.507042885,-2.328700034,0.243346527,1562.089478,1524.127686,1533.110962,2.95243597,0.532000482
302,Alesis DM5,0.423038549,9.886650085,-0.578870598,0.205859348,1910.076172,1838.896851,1390.544556,1.000116944,0.573401153
303,Alesis DM5,0.361360544,12.94952774,1.85484654,0.179532647,1893.335938,1449.011353,2139.417236,1.63161397,0.510699093
304,Alesis DM5,0.531156463,11.23672104,-0.737587999,0.257160425,1775.925049,1486.757568,2004.545654,1.647387981,0.272410125
305,Alesis DM5,0.293877551,10.31118011,1.275790082,0.146155983,915.8508301,754.3002319,2326.257324,1.956959248,0.840745389
306,Alesis DM5,0.448435374,10.21078968,-0.62296273,0.219248533,2192.500488,2080.241455,1358.97522,2.658258438,0.268058956
307,Alesis DM5,0.38893424,12.34065533,1.223316923,0.191769004,1656.72168,1788.596069,1820.978882,2.649300814,0.613188267
308,Alesis DM5,0.097959184,10.33493042,6.061915842,0.05213733,1941.787476,1770.624756,3638.43042,1.081574678,0.721525311
309,Alesis DM5,0.26122449,10.30070782,1.781105927,0.133696765,2047.743652,2219.954346,1349.846924,1.61779213,0.61127913
310,Alesis DM5,0.32,11.0047617,1.327928243,0.159528315,2069.697754,1734.999268,2339.401123,1.813248992,0.59779191
311,Alesis DM5,0.376598639,15.42131329,2.807815838,0.185980365,3134.337158,3052.804688,2099.04248,2.081355572,0.149843469
312,Alesis DM5,0.894693878,10.84177113,-3.234038424,0.410830498,1522.038086,1229.506836,1032.401733,2.494208813,0.428651571
313,Alesis DM5,0.494875283,7.135183334,-3.374118754,0.238696098,1351.306641,1252.554688,1506.192383,2.948872089,0.509993792
314,Alesis DM5,0.597913832,6.786500454,-4.520312124,0.284385592,1051.977051,817.5498657,1489.758911,3.223059654,0.588347018
315,Alesis DM5,0.485442177,13.45284748,0.820047437,0.236054346,1460.042969,1265.758911,2307.213867,1.734181046,0.529724479
316,Alesis DM5,0.520272109,11.76705456,-0.348740852,0.252734691,1513.141113,1066.89502,1602.331543,4.238850117,0.251780331
317,Alesis DM5,0.659591837,7.08100462,-4.671320619,0.310973287,1735.235596,1628.278442,1615.229614,3.627511501,0.393722028
318,Alesis DM5,0.361360544,15.21667194,2.900603843,0.180597588,3078.530273,3001.113037,3082.438721,2.500047207,0.277710706
319,Alesis DM5,0.401995465,8.019533157,-1.714000575,0.196306154,1906.03064,1988.560303,1534.713379,2.804481983,0.353182167
320,Alesis DM5,0.462947846,5.512619019,-4.756827494,0.222250357,914.9429932,711.7575073,2307.725342,3.238800287,0.583464026
321,Alesis DM5,0.203900227,20.53726196,7.329458751,0.107441969,1197.873047,1115.165405,1092.754883,3.607324123,0.689360976
322,Alesis DM5,0.989024943,13.63833523,-2.181886564,0.447447807,668.7953491,387.1582947,680.1792603,4.810424805,0.709486008
323,Alesis DM5,1.189297052,22.7258873,0.327125257,0.542204201,1263.139893,721.0031738,1407.912598,1.726715446,0.554846108
326,Alesis HR 16B,0.465124717,16.60367393,2.369757878,0.237672061,3096.436523,3102.772705,2859.999512,1.695919037,0.179753631
327,Alesis HR 16B,0.285895692,7.400658607,-0.754442559,0.142372549,3365.204834,3122.010498,3883.478027,0.866389811,0.446180254
336,Alesis HR-16,0.315646259,11.98249626,1.963253924,0.156901971,2763.479492,2525.895264,3858.092529,1.135010004,0.54411602
337,Alesis HR-16,0.315646259,38.59093094,9.544417343,0.159332052,2857.469971,2244.045166,3848.551758,1.286875606,0.524406672
338,Alesis HR-16,0.531882086,21.24401474,3.384796554,0.26016745,3416.609863,3411.878174,3020.042969,3.101953506,0.149287343
339,Alesis HR-16,0.53478458,73.19884491,11.39336048,0.267008156,3411.969238,3438.675049,3040.924316,3.291970253,0.129068539
340,Alesis HR-16,0.479637188,7.734527588,-2.704165803,0.231581464,3567.862305,3404.906494,3495.424316,1.726095796,0.176228359
341,Alesis HR-16,0.287346939,9.550645828,0.891843224,0.142562002,3508.157471,3401.210693,3750.11792,0.620772421,0.412775248
342,Alesis HR-16,0.17414966,7.87857008,1.838667018,0.087928981,3720.346436,3606.267822,3961.778076,0.639907002,0.336347401
343,Alesis HR-16,0.386031746,10.96050072,0.509839527,0.190126538,3119.90332,3216.791016,2680.135498,1.581154346,0.204756573
344,Alesis HR-16,0.795283447,17.33827209,0.324074276,0.368758857,3008.829834,3081.387695,2069.059814,3.75349164,0.369307101
345,Alesis HR-16,0.385306122,12.93781281,1.59287857,0.188135043,2542.680176,2421.989502,3919.098633,1.191263199,0.596863568
346,Alesis HR-16,0.378049887,13.39012146,1.883458858,0.186500564,2296.563477,2265.555664,3523.57959,1.682491302,0.598576665
347,Alesis HR-16,0.401269841,46.37821579,9.684684468,0.201623768,2598.26709,2167.394531,3217.371826,1.549952626,0.529631972
354,Alesis HR-16,0.364263039,9.580385208,-0.124535339,0.18051362,1634.275879,1495.78772,2870.120605,-0.316340148,0.673033237
355,Alesis HR-16,0.505034014,12.90434456,0.384635057,0.248145655,2436.943604,2385.931396,2369.078613,0.376618177,0.262691796
356,Alesis HR-16,0.354829932,5.316693783,-3.827390893,0.175054327,2379.879639,2211.758545,2240.570068,-0.133147404,0.348498583
357,Alesis HR-16,0.333061224,6.578095913,-2.181340435,0.165013134,2374.955811,2326.938232,2193.230469,-0.659372687,0.523308516
358,Alesis HR-16,0.182131519,5.165889263,-1.109108182,0.09241318,2517.78418,2436.415527,3165.907227,-0.194777936,0.573373735
359,Alesis HR-16,0.383854875,11.19456387,0.648601808,0.190382868,2041.70105,2118.434082,1721.799927,0.368895411,0.378441125
360,Alesis HR-16,0.584852608,16.03474045,1.149151922,0.280424505,1932.693359,2026.459473,1645.754761,0.537383676,0.575561702
361,Alesis HR-16,0.326530612,6.917323589,-1.76940049,0.162546173,1685.763062,1625.453491,3036.946777,-0.351567745,0.764199972
362,Alesis HR-16,0.341768707,11.33120728,1.231591219,0.170688257,1604.977661,1325.46936,2741.701416,-0.146803498,0.749777198
412,Alesis SR-16,0.460770975,17.58210564,2.793731037,0.227739424,2822.718262,2820.953857,2720.361572,2.731134176,0.17822659
413,Alesis SR-16,0.387482993,17.78652191,3.624783132,0.191886216,2962.900879,2508.567871,3187.396729,2.053041935,0.325659156
414,Alesis SR-16,1.186394558,19.6105423,-0.612886402,0.529360175,2052.205811,1738.03833,2537.084473,0.511432052,0.457467437
415,Alesis SR-16,0.391111111,14.70433903,2.351404906,0.19233492,2145.319336,1683.910278,2426.495117,1.35735774,0.530432642
416,Alesis SR-16,0.230022676,7.622261047,0.418148506,0.116147533,3479.226563,3411.448242,2973.037109,1.433041573,0.375546306
417,Alesis SR-16,0.370793651,18.24277496,3.986477965,0.184439629,2569.49292,1915.92981,2178.393799,1.258181095,0.517158747
418,Alesis SR-16,0.188662132,7.061326504,0.779030276,0.095608942,2630.083496,2607.738525,2339.037842,0.842362404,0.521326959
419,Alesis SR-16,0.565260771,18.80519485,2.344866191,0.272726089,2979.372559,2497.097656,2916.758545,1.471361995,0.242769927
420,Alesis SR-16,0.200997732,14.55866814,5.194513702,0.103415124,3099.505127,2927.896729,3302.628418,3.135421515,0.338802814
421,Alesis SR-16,0.193015873,13.60118675,4.94170763,0.100073904,3199.765137,3090.852539,3631.741211,3.107925892,0.312317073
422,Alesis SR-16,0.307664399,25.81311607,7.050282182,0.154594526,1790.913086,1468.670898,2779.473145,1.287857652,0.805650413
423,Alesis SR-16,0.797460317,15.96320629,-0.216981814,0.376538336,2266.334473,2734.145996,1432.491699,1.408077002,0.385874569
424,Alesis SR-16,0.523174603,18.35926247,2.521990961,0.253383338,2267.059814,1726.061646,2894.310303,0.949173391,0.453988135
425,Alesis SR-16,0.324353741,14.41355896,3.033255623,0.160909235,3000.609863,2947.829102,2913.072754,0.823142648,0.402469784
426,Alesis SR-16,0.263401361,7.236453056,-0.518866805,0.131587103,2797.80127,2634.882568,2654.006592,1.190612555,0.469391882
