Index,Drum Machine,Duration,Equal Loudness,RMS,Temporal Centroid,Spectral Centroid,Spectral Centroid 1,Spectral Centroid 2,Spectral Kurtosis,Pitch Salience
163,Alesis DM5,0.26122449,7.400558472,-0.362216062,0.13125369,1222.774536,1034.62207,2139.107178,0.742150724,0.68833375
164,Alesis DM5,0.510839002,2.958490372,-9.218493488,0.244637653,1189.96582,1300.208984,107.5911026,21.04706192,0.788480043
165,Alesis DM5,0.414331066,6.083998203,-3.635711118,0.210924327,790.6091309,2515.993652,88.69261169,29.34002495,0.918357134
166,Alesis DM5,0.612426304,2.897249699,-10.14161634,0.289168954,783.263916,795.2156982,379.0492859,7.927263737,0.798666537
167,Alesis DM5,0.972335601,7.391726017,-6.078356423,0.441582024,544.4729614,382.4071655,476.1525574,7.022584438,0.553704619
168,Alesis DM5,0.333061224,9.129213333,-0.056965218,0.166318089,795.690979,679.4384766,3053.798584,0.519226551,0.924835205
169,Alesis DM5,0.394013605,5.513639927,-4.055418499,0.192691609,1065.325684,1157.420166,107.8424072,21.68197823,0.774127722
170,Alesis DM5,0.710385488,6.335285187,-5.714832406,0.331255794,1263.42688,1335.684692,841.3612671,3.059436798,0.693536699
171,Alesis DM5,0.769886621,5.106256485,-7.462122529,0.359719545,691.2352905,1047.755249,562.7045898,11.65546036,0.81293118
172,Alesis DM5,0.421587302,10.44636345,-0.20699156,0.208026156,1176.362427,931.9299927,3040.233643,0.248593271,0.803427756
173,Alesis DM5,0.283718821,2.019439459,-9.139748179,0.141485751,301.3554077,313.657135,174.9345398,15.74096584,0.95588243
174,Alesis DM5,0.417959184,5.230619907,-4.653215669,0.204457879,687.2675781,654.112793,1321.907104,7.575801373,0.866631985
175,Alesis DM5,0.436099773,3.847814322,-6.827870591,0.211246237,1005.967712,1054.209106,111.0211182,22.4449234,0.769111276
176,Alesis DM5,0.36861678,3.770035028,-6.230131824,0.179960474,1141.979248,1237.572021,1129.522461,2.407969713,0.839232564
177,Alesis DM5,0.559455782,8.46363163,-2.800077757,0.268463999,330.9541931,366.7934875,488.4948425,18.69914246,0.589813948
178,Alesis DM5,0.307664399,2.527589321,-8.036778654,0.152321532,1243.172363,1275.632813,1219.796875,2.463920355,0.901517689
