"Window Length","Window Start","HFC"
"500","50","23.3033409118652"
"500","100","19.1168785095215"
"0","0","46.7897033691406"
"25","20","216.048629760742"
"25","50","150.64533996582"
"25","100","71.9427490234375"
"100","20","80.1292495727539"
"100","50","59.1778182983398"
"100","100","33.0884628295898"
"250","20","36.3391647338867"
"250","50","26.8762531280518"
"250","100","15.4042491912842"
"500","20","36.3391647338867"
"500","50","26.8762531280518"
"500","100","15.4042491912842"
"0","0","82.5252532958984"
"25","20","581.785949707031"
"25","50","348.904693603516"
"25","100","137.297546386719"
"100","20","224.181304931641"
"100","50","148.543823242188"
"100","100","75.3334350585938"
"250","20","98.3153610229492"
"250","50","66.1727981567383"
"250","100","34.6477012634277"
"500","20","69.1918640136719"
"500","50","46.5818977355957"
"500","100","25.189432144165"
"0","0","30.56201171875"
"25","20","107.720115661621"
"25","50","67.972412109375"
"25","100","44.1862945556641"
"100","20","52.600700378418"
"100","50","38.9989776611328"
"100","100","24.259729385376"
"250","20","25.3051471710205"
"250","50","19.4857521057129"
"250","100","12.7714681625366"
"500","20","25.3051471710205"
"500","50","19.4857521057129"
"500","100","12.7714681625366"
"0","0","20.1025238037109"
"25","20","105.794647216797"
"25","50","72.1893920898438"
"25","100","29.4554309844971"
"100","20","40.7610816955566"
"100","50","29.6130752563477"
"100","100","11.8324384689331"
"250","20","17.6519107818604"
"250","50","12.8330593109131"
"250","100","5.51631879806519"
"500","20","17.6519107818604"
"500","50","12.8330593109131"
"500","100","5.51631879806519"
"0","0","17.4039897918701"
"25","20","64.2741012573242"
"25","50","54.2165794372559"
"25","100","25.5181293487549"
"100","20","33.5844612121582"
"100","50","28.5663204193115"
"100","100","15.0773572921753"
"250","20","15.0093278884888"
"250","50","12.7685708999634"
"250","100","7.12404632568359"
"500","20","14.683069229126"
"500","50","12.7685995101929"
"500","100","7.12404632568359"
"0","0","49.1275634765625"
"25","20","159.053527832031"
"25","50","99.1588516235352"
"25","100","36.5212593078613"
"100","20","57.246753692627"
"100","50","38.2250022888184"
"100","100","16.8351783752441"
"250","20","40.2836494445801"
"250","50","26.8959674835205"
"250","100","12.3055515289307"
"500","20","40.2836494445801"
"500","50","26.8959674835205"
"500","100","12.3055515289307"
"0","0","21.7936630249023"
"25","20","86.5260238647461"
"25","50","69.3137741088867"
"25","100","41.2480430603027"
"100","20","27.1657524108887"
"100","50","21.4786949157715"
"100","100","14.3722629547119"
"250","20","14.7625141143799"
"250","50","11.6719923019409"
"250","100","8.04047966003418"
"500","20","14.7625141143799"
"500","50","11.6719923019409"
"500","100","8.04047966003418"
"0","0","59.2846946716309"
"25","20","365.53173828125"
"25","50","256.566864013672"
"25","100","68.1767425537109"
"100","20","137.580764770508"
"100","50","101.607872009277"
"100","100","42.7094268798828"
"250","20","66.2001495361328"
"250","50","50.6094131469727"
"250","100","24.9966411590576"
"500","20","53.1970405578613"
"500","50","40.6685981750488"
"500","100","20.8309173583984"
"0","0","4.04325580596924"
"25","20","23.7406253814697"
"25","50","12.9099359512329"
"25","100","6.22743606567383"
"100","20","7.60666847229004"
"100","50","4.00529861450195"
"100","100","1.96774697303772"
"250","20","3.907222032547"
"250","50","2.05785441398621"
"250","100","1.03961896896362"
"500","20","3.907222032547"
"500","50","2.05785441398621"
"500","100","1.03961896896362"
"0","0","109.823089599609"
"25","20","437.545745849609"
"25","50","319.653442382812"
"25","100","118.879669189453"
"100","20","157.413421630859"
"100","50","117.76953125"
"100","100","48.3574104309082"
"250","20","94.1735305786133"
"250","50","72.7699127197266"
"250","100","31.0301456451416"
"500","20","94.1735305786133"
"500","50","72.7699127197266"
"500","100","31.0301456451416"
"0","0","7.61708688735962"
"25","20","37.1911964416504"
"25","50","33.4036445617676"
"25","100","21.67356300354"
"100","20","14.2549018859863"
"100","50","10.6521883010864"
"100","100","7.91916036605835"
"250","20","6.02006244659424"
"250","50","4.4988751411438"
"250","100","3.3449182510376"
"500","20","5.8892502784729"
"500","50","4.4989070892334"
"500","100","3.34491944313049"
"0","0","27.6095123291016"
"25","20","113.185920715332"
"25","50","80.2957992553711"
"25","100","39.8061065673828"
"100","20","42.3552589416504"
"100","50","31.6868057250977"
"100","100","15.5410642623901"
"250","20","21.239953994751"
"250","50","16.3314151763916"
"250","100","8.23898601531982"
"500","20","21.239953994751"
"500","50","16.3314151763916"
"500","100","8.23898601531982"
"0","0","60.7994804382324"
"25","20","396.012664794922"
"25","50","251.698135375977"
"25","100","97.6061477661133"
"100","20","159.899566650391"
"100","50","112.713401794434"
"100","100","58.4240264892578"
"250","20","70.4497451782227"
"250","50","50.4218254089355"
"250","100","26.7186603546143"
"500","20","50.3643836975098"
"500","50","36.6370964050293"
"500","100","20.0664978027344"
"0","0","6.69135999679565"
"25","20","71.1070404052734"
"25","50","43.5456352233887"
"25","100","25.4135265350342"
"100","20","31.7845783233643"
"100","50","23.762113571167"
"100","100","15.7996778488159"
"250","20","14.7067203521729"
"250","50","11.3820571899414"
"250","100","7.6972017288208"
"500","20","7.59303426742554"
"500","50","5.88921546936035"
"500","100","3.99608159065247"
"0","0","13.5154809951782"
"25","20","51.6459312438965"
"25","50","57.4406623840332"
"25","100","56.8874397277832"
"100","20","35.8528099060059"
"100","50","39.3168640136719"
"100","100","33.4152755737305"
"250","20","19.5470809936523"
"250","50","20.4241352081299"
"250","100","17.6066665649414"
"500","20","12.9968242645264"
"500","50","13.6943788528442"
"500","100","11.9718494415283"
"0","0","19.8637275695801"
"25","20","160.141479492188"
"25","50","118.03328704834"
"25","100","66.5703048706055"
"100","20","63.3744277954102"
"100","50","48.9872360229492"
"100","100","29.1472911834717"
"250","20","27.0854148864746"
"250","50","20.8765392303467"
"250","100","12.4635200500488"
"500","20","18.7530288696289"
"500","50","14.6806001663208"
"500","100","8.90371608734131"
"0","0","22.4504375457764"
"25","20","64.734016418457"
"25","50","56.9419403076172"
"25","100","39.3313484191895"
"100","20","40.3109436035156"
"100","50","34.6350402832031"
"100","100","24.8435478210449"
"250","20","21.5333099365234"
"250","50","18.8875942230225"
"250","100","14.5648231506348"
"500","20","21.5333099365234"
"500","50","18.8875942230225"
"500","100","14.5648231506348"
"0","0","4.5817551612854"
"25","20","45.1842460632324"
"25","50","33.5905570983887"
"25","100","24.9943180084229"
"100","20","24.4267635345459"
"100","50","20.3503513336182"
"100","100","13.1465225219727"
"250","20","10.7438364028931"
"250","50","8.98637390136719"
"250","100","5.83313846588135"
"500","20","5.50510501861572"
"500","50","4.60631513595581"
"500","100","2.99415111541748"
"0","0","62.187385559082"
"25","20","93.9141464233398"
"25","50","72.9861221313477"
"25","100","53.1760597229004"
"100","20","68.0131912231445"
"100","50","59.5940246582031"
"100","100","40.369945526123"
"250","20","68.0131912231445"
"250","50","59.5940246582031"
"250","100","40.369945526123"
"500","20","68.0131912231445"
"500","50","59.5940246582031"
"500","100","40.369945526123"
"0","0","14.8556261062622"
"25","20","71.1212768554688"
"25","50","50.7114524841309"
"25","100","48.1280403137207"
"100","20","50.4624137878418"
"100","50","43.1551399230957"
"100","100","39.0865821838379"
"250","20","31.4740161895752"
"250","50","28.5826091766357"
"250","100","24.9528617858887"
"500","20","16.6241931915283"
"500","50","15.1217966079712"
"500","100","13.1323795318604"
"0","0","7.10560131072998"
"25","20","62.0433959960938"
"25","50","41.3575286865234"
"25","100","25.8784484863281"
"100","20","32.0048599243164"
"100","50","25.6491184234619"
"100","100","16.9853057861328"
"250","20","17.4213466644287"
"250","50","14.0059900283813"
"250","100","10.2698469161987"
"500","20","8.99731159210205"
"500","50","7.35092878341675"
"500","100","5.35449171066284"
"0","0","23.0092868804932"
"25","20","72.9697036743164"
"25","50","57.8825187683105"
"25","100","25.9753589630127"
"100","20","36.2304916381836"
"100","50","30.9149589538574"
"100","100","17.3265361785889"
"250","20","19.6793518066406"
"250","50","17.1094150543213"
"250","100","10.2728071212769"
"500","20","19.6793518066406"
"500","50","17.1094150543213"
"500","100","10.2728071212769"
"0","0","4.66289615631104"
"25","20","32.3871879577637"
"25","50","18.7756633758545"
"25","100","7.21500825881958"
"100","20","12.0957059860229"
"100","50","8.60974216461182"
"100","100","5.55406761169434"
"250","20","6.71448278427124"
"250","50","4.87481594085693"
"250","100","3.27796387672424"
"500","20","4.12191724777222"
"500","50","3.046382188797"
"500","100","2.08855795860291"
"0","0","4.84484529495239"
"25","20","31.5825347900391"
"25","50","34.4421081542969"
"25","100","10.9589033126831"
"100","20","11.7075881958008"
"100","50","12.8507175445557"
"100","100","5.06337690353394"
"250","20","5.03363132476807"
"250","50","5.50201797485352"
"250","100","2.20763945579529"
"500","20","3.77638864517212"
"500","50","4.19753885269165"
"500","100","1.71381843090057"
"0","0","10.1355533599854"
"25","20","61.1761436462402"
"25","50","40.9151268005371"
"25","100","34.3225708007812"
"100","20","33.3074836730957"
"100","50","26.6219272613525"
"100","100","19.7485752105713"
"250","20","20.1176204681396"
"250","50","16.9313430786133"
"250","100","13.3708648681641"
"500","20","10.8798055648804"
"500","50","9.18252658843994"
"500","100","7.26766538619995"
"0","0","4.37442207336426"
"25","20","38.8186836242676"
"25","50","24.540506362915"
"25","100","15.6871948242188"
"100","20","14.2869853973389"
"100","50","8.64400959014893"
"100","100","5.11662673950195"
"250","20","6.04373455047607"
"250","50","3.65679311752319"
"250","100","2.16810631752014"
"500","20","4.3171854019165"
"500","50","2.61224889755249"
"500","100","1.57385504245758"
"0","0","6.30354976654053"
"25","20","60.4040069580078"
"25","50","46.3457641601562"
"25","100","20.5729961395264"
"100","20","23.31760597229"
"100","50","19.5769805908203"
"100","100","9.79766941070557"
"250","20","9.9765100479126"
"250","50","8.31604385375977"
"250","100","4.20516157150269"
"500","20","6.32373762130737"
"500","50","5.346510887146"
"500","100","2.7831666469574"
"0","0","15.7166404724121"
"25","20","95.791015625"
"25","50","76.0568542480469"
"25","100","53.4182929992676"
"100","20","58.0779190063477"
"100","50","54.7900466918945"
"100","100","52.143424987793"
"250","20","37.0692710876465"
"250","50","35.2998390197754"
"250","100","33.1286201477051"
"500","20","21.470724105835"
"500","50","20.3901252746582"
"500","100","19.0920791625977"
"0","0","2.58980631828308"
"25","20","43.5017242431641"
"25","50","31.0995559692383"
"25","100","19.0634365081787"
"100","20","17.3997840881348"
"100","50","10.1113357543945"
"100","100","7.0972785949707"
"250","20","7.60127830505371"
"250","50","4.60665893554688"
"250","100","3.3169059753418"
"500","20","4.11161184310913"
"500","50","2.54395842552185"
"500","100","1.88780319690704"
"0","0","5.33026599884033"
"25","20","92.026985168457"
"25","50","67.2441787719727"
"25","100","46.653980255127"
"100","20","30.3950347900391"
"100","50","22.8549423217773"
"100","100","15.9817686080933"
"250","20","14.0574245452881"
"250","50","10.8506879806519"
"250","100","7.90516710281372"
"500","20","7.28306579589844"
"500","50","5.64019870758057"
"500","100","4.13311338424683"
"0","0","2.8173656463623"
"25","20","47.9454345703125"
"25","50","33.7098197937012"
"25","100","21.0554904937744"
"100","20","16.6214561462402"
"100","50","12.0976896286011"
"100","100","7.58076095581055"
"250","20","7.13881921768188"
"250","50","5.24690246582031"
"250","100","3.34804797172546"
"500","20","3.66443920135498"
"500","50","2.69665217399597"
"500","100","1.72526621818542"
"0","0","6.19291114807129"
"25","20","55.49853515625"
"25","50","51.6367530822754"
"25","100","25.2283840179443"
"100","20","25.7540531158447"
"100","50","23.8270511627197"
"100","100","13.0774660110474"
"250","20","11.8765163421631"
"250","50","10.9772033691406"
"250","100","6.35888338088989"
"500","20","6.09692096710205"
"500","50","5.63707876205444"
"500","100","3.27523422241211"
"0","0","17.8681888580322"
"25","20","59.9986877441406"
"25","50","42.8184471130371"
"25","100","28.155517578125"
"100","20","44.4930114746094"
"100","50","41.3068618774414"
"100","100","31.2835502624512"
"250","20","24.8751239776611"
"250","50","22.4101963043213"
"250","100","15.3187341690063"
"500","20","17.2925662994385"
"500","50","15.815954208374"
"500","100","11.9093551635742"
"0","0","4.74027442932129"
"25","20","45.8737373352051"
"25","50","24.5523128509521"
"25","100","16.425931930542"
"100","20","16.7276592254639"
"100","50","9.83833694458008"
"100","100","6.81401062011719"
"250","20","7.14463090896606"
"250","50","4.23683404922485"
"250","100","2.91870546340942"
"500","20","5.27097654342651"
"500","50","3.12578296661377"
"500","100","2.18931031227112"
"0","0","6.67555618286133"
"25","20","47.4759407043457"
"25","50","28.195219039917"
"25","100","18.1302165985107"
"100","20","16.3998279571533"
"100","50","10.5964889526367"
"100","100","7.22370672225952"
"250","20","6.95222997665405"
"250","50","4.49510526657104"
"250","100","3.06656193733215"
"500","20","6.51776742935181"
"500","50","4.21420431137085"
"500","100","2.93610239028931"
"0","0","9.11398315429688"
"25","20","77.9915237426758"
"25","50","65.2418746948242"
"25","100","35.5165519714355"
"100","20","31.4869709014893"
"100","50","26.8174896240234"
"100","100","16.0835189819336"
"250","20","13.9745445251465"
"250","50","11.8764066696167"
"250","100","7.29017543792725"
"500","20","8.55777263641357"
"500","50","7.26607370376587"
"500","100","4.58414602279663"
"0","0","7.47951507568359"
"25","20","62.0422706604004"
"25","50","39.9894752502441"
"25","100","15.3676977157593"
"100","20","20.6623096466064"
"100","50","15.2768831253052"
"100","100","6.35653829574585"
"250","20","8.93736553192139"
"250","50","6.67830610275269"
"250","100","2.88380670547485"
"500","20","6.10111951828003"
"500","50","4.62674188613892"
"500","100","2.06360006332397"
"0","0","11.6984958648682"
"25","20","98.0068054199219"
"25","50","81.9145202636719"
"25","100","49.4413452148438"
"100","20","51.6722526550293"
"100","50","43.8389854431152"
"100","100","34.0985832214355"
"250","20","28.7074890136719"
"250","50","24.8103351593018"
"250","100","21.6112594604492"
"500","20","16.1621742248535"
"500","50","14.2592887878418"
"500","100","12.3979797363281"
"0","0","16.333948135376"
"25","20","85.8790054321289"
"25","50","65.7707901000977"
"25","100","41.3530158996582"
"100","20","49.9260444641113"
"100","50","40.8807945251465"
"100","100","27.2252349853516"
"250","20","25.5539493560791"
"250","50","21.9503612518311"
"250","100","16.3385181427002"
"500","20","15.7219953536987"
"500","50","13.7120409011841"
"500","100","10.3502225875854"
"0","0","5.59178161621094"
"25","20","46.5143890380859"
"25","50","50.9913673400879"
"25","100","17.7401256561279"
"100","20","19.0307483673096"
"100","50","19.686393737793"
"100","100","7.69745206832886"
"250","20","8.30509662628174"
"250","50","8.47072505950928"
"250","100","3.33161950111389"
"500","20","4.9266881942749"
"500","50","5.09224128723145"
"500","100","2.06130957603455"
"0","0","71.7092742919922"
"25","20","203.472290039062"
"25","50","153.085006713867"
"25","100","87.3793334960938"
"100","20","146.394149780273"
"100","50","135.26335144043"
"100","100","105.801124572754"
"250","20","82.589599609375"
"250","50","74.788330078125"
"250","100","51.3370971679688"
"500","20","68.8508682250977"
"500","50","63.5211601257324"
"500","100","49.1528739929199"
"0","0","33.7484703063965"
"25","20","60.9002075195312"
"25","50","40.3593101501465"
"25","100","50.7617073059082"
"100","20","63.6333503723145"
