"Window Length","Window Start","HFC"
"25","100","434.512359619141"
"100","20","610.514404296875"
"100","50","583.429809570312"
"100","100","440.572631835938"
"250","20","382.008209228516"
"250","50","355.884216308594"
"250","100","247.013244628906"
"500","20","231.947296142578"
"500","50","218.508804321289"
"500","100","165.724502563477"
"0","0","48.8394508361816"
"25","20","286.003509521484"
"25","50","249.855911254883"
"25","100","163.185852050781"
"100","20","167.954574584961"
"100","50","145.939666748047"
"100","100","94.7098617553711"
"250","20","81.1449356079102"
"250","50","71.2277984619141"
"250","100","47.3434715270996"
"500","20","45.9310607910156"
"500","50","40.8228187561035"
"500","100","28.192834854126"
"0","0","61.5864562988281"
"25","20","387.035400390625"
"25","50","381.759918212891"
"25","100","304.771636962891"
"100","20","285.516326904297"
"100","50","254.639724731445"
"100","100","161.249313354492"
"250","20","135.567764282227"
"250","50","121.941925048828"
"250","100","78.0814056396484"
"500","20","69.8373489379883"
"500","50","62.8273582458496"
"500","100","40.2395133972168"
"0","0","119.245933532715"
"25","20","818.232116699219"
"25","50","795.449401855469"
"25","100","566.497741699219"
"100","20","669.25830078125"
"100","50","598.992736816406"
"100","100","374.920288085938"
"250","20","328.988922119141"
"250","50","294.417633056641"
"250","100","186.885467529297"
"500","20","169.83479309082"
"500","50","151.953536987305"
"500","100","96.5272674560547"
"0","0","347.731475830078"
"25","20","1173.53369140625"
"25","50","1107.10791015625"
"25","100","998.542297363281"
"100","20","1203.48229980469"
"100","50","1122.21228027344"
"100","100","700.517395019531"
"250","20","622.094848632812"
"250","50","573.813598632812"
"250","100","354.401214599609"
"500","20","340.067779541016"
"500","50","317.281127929688"
"500","100","211.451385498047"
"0","0","357.362884521484"
"25","20","911.379699707031"
"25","50","943.86181640625"
"25","100","724.451477050781"
"100","20","843.768615722656"
"100","50","776.802124023438"
"100","100","498.215972900391"
"250","20","496.618621826172"
"250","50","459.203247070312"
"250","100","305.542114257812"
"500","20","342.235137939453"
"500","50","320.74853515625"
"500","100","230.269256591797"
"0","0","298.851806640625"
"25","20","1810.04260253906"
"25","50","1484.03820800781"
"25","100","755.51025390625"
"100","20","991.518798828125"
"100","50","852.100646972656"
"100","100","542.827514648438"
"250","20","466.324096679688"
"250","50","404.069610595703"
"250","100","261.333160400391"
"500","20","280.844024658203"
"500","50","243.402114868164"
"500","100","164.13703918457"
"0","0","310.256469726562"
"25","20","1006.31878662109"
"25","50","1022.22406005859"
"25","100","985.534484863281"
"100","20","1172.671875"
"100","50","1112.55432128906"
"100","100","669.142761230469"
"250","20","579.965148925781"
"250","50","546.249755859375"
"250","100","338.388549804688"
"500","20","326.443725585938"
"500","50","308.435180664062"
"500","100","197.439682006836"
"0","0","61.5860443115234"
"25","20","387.038818359375"
"25","50","381.765411376953"
"25","100","304.766204833984"
"100","20","285.514251708984"
"100","50","254.637435913086"
"100","100","161.245864868164"
"250","20","135.567001342773"
"250","50","121.941146850586"
"250","100","78.0800323486328"
"500","20","69.8369293212891"
"500","50","62.8269309997559"
"500","100","40.2388038635254"
"0","0","85.1344299316406"
"25","20","277.288757324219"
"25","50","282.085205078125"
"25","100","222.752914428711"
"100","20","213.792724609375"
"100","50","186.753753662109"
"100","100","118.441368103027"
"250","20","92.1826477050781"
"250","50","80.0360488891602"
"250","100","50.5504951477051"
"500","20","79.7768707275391"
"500","50","70.6226043701172"
"500","100","48.3996162414551"
"0","0","96.3124465942383"
"25","20","367.961669921875"
"25","50","367.522918701172"
"25","100","310.684234619141"
"100","20","297.606536865234"
"100","50","263.659271240234"
"100","100","173.020980834961"
"250","20","130.485076904297"
"250","50","115.337295532227"
"250","100","75.2639312744141"
"500","20","91.8623199462891"
"500","50","82.4808502197266"
"500","100","56.5141716003418"
"0","0","79.0891799926758"
"25","20","232.043167114258"
"25","50","215.50634765625"
"25","100","189.101852416992"
"100","20","201.708786010742"
"100","50","183.718551635742"
"100","100","135.413558959961"
"250","20","93.9781646728516"
"250","50","83.8268966674805"
"250","100","59.8398933410645"
"500","20","74.2826538085938"
"500","50","67.439811706543"
"500","100","50.8566665649414"
"0","0","233.839416503906"
"25","20","692.568420410156"
"25","50","792.334533691406"
"25","100","458.335052490234"
"100","20","614.187683105469"
"100","50","553.86474609375"
"100","100","346.905181884766"
"250","20","357.22412109375"
"250","50","323.053527832031"
"250","100","214.172393798828"
"500","20","229.503128051758"
"500","50","212.882690429688"
"500","100","149.392135620117"
"0","0","142.675643920898"
"25","20","400.102081298828"
"25","50","361.757232666016"
"25","100","276.935668945312"
"100","20","367.755432128906"
"100","50","332.339996337891"
"100","100","234.919799804688"
"250","20","196.930206298828"
"250","50","176.363708496094"
"250","100","119.619148254395"
"500","20","137.022308349609"
"500","50","124.563583374023"
"500","100","91.4563674926758"
"0","0","149.256118774414"
"25","20","349.606292724609"
"25","50","331.107025146484"
"25","100","196.655334472656"
"100","20","341.110443115234"
"100","50","326.22314453125"
"100","100","228.290756225586"
"250","20","219.186431884766"
"250","50","205.566055297852"
"250","100","128.115219116211"
"500","20","144.822158813477"
"500","50","137.549789428711"
"500","100","96.5263748168945"
"0","0","139.619537353516"
"25","20","255.56071472168"
"25","50","298.158294677734"
"25","100","323.024658203125"
"100","20","263.709533691406"
"100","50","248.842620849609"
"100","100","140.948989868164"
"250","20","132.655639648438"
"250","50","127.213638305664"
"250","100","82.1929550170898"
"500","20","132.655639648438"
"500","50","127.213638305664"
"500","100","82.1929550170898"
"0","0","157.98014831543"
"25","20","263.865081787109"
"25","50","328.681945800781"
"25","100","341.115020751953"
"100","20","287.958099365234"
"100","50","275.904937744141"
"100","100","152.990280151367"
"250","20","145.695343017578"
"250","50","146.070129394531"
"250","100","89.5378112792969"
"500","20","145.695343017578"
"500","50","146.070129394531"
"500","100","89.5378112792969"
"0","0","75.7527770996094"
"25","20","252.555282592773"
"25","50","247.936279296875"
"25","100","210.15266418457"
"100","20","188.885391235352"
"100","50","170.089141845703"
"100","100","110.257133483887"
"250","20","83.4277801513672"
"250","50","74.9412536621094"
"250","100","48.3470993041992"
"500","20","68.2765274047852"
"500","50","62.4643249511719"
"500","100","43.5151062011719"
"0","0","206.203308105469"
"25","20","629.038513183594"
"25","50","469.313690185547"
"25","100","291.193389892578"
"100","20","395.666046142578"
"100","50","331.155670166016"
"100","100","195.252243041992"
"250","20","188.850173950195"
"250","50","162.569259643555"
"250","100","104.075759887695"
"500","20","188.850173950195"
"500","50","162.569259643555"
"500","100","104.075759887695"
"0","0","171.364227294922"
"25","20","627.454162597656"
"25","50","466.527587890625"
"25","100","240.191879272461"
"100","20","399.115783691406"
"100","50","343.746459960938"
"100","100","218.954208374023"
"250","20","200.355880737305"
"250","50","172.268142700195"
"250","100","108.105003356934"
"500","20","164.102966308594"
"500","50","143.672927856445"
"500","100","97.3207244873047"
"0","0","93.515495300293"
"25","20","169.04020690918"
"25","50","197.217330932617"
"25","100","182.372695922852"
"100","20","135.073059082031"
"100","50","123.065528869629"
"100","100","93.0248870849609"
"250","20","82.135498046875"
"250","50","76.9816055297852"
"250","100","63.948429107666"
"500","20","82.135498046875"
"500","50","76.9816055297852"
"500","100","63.948429107666"
"0","0","110.502586364746"
"25","20","352.051513671875"
"25","50","351.196319580078"
"25","100","255.694519042969"
"100","20","269.772369384766"
"100","50","238.343063354492"
"100","100","149.862777709961"
"250","20","121.652313232422"
"250","50","107.411155700684"
"250","100","67.0303192138672"
"500","20","101.411521911621"
"500","50","91.2164993286133"
"500","100","61.5626831054688"
"0","0","112.953788757324"
"25","20","425.450164794922"
"25","50","345.19921875"
"25","100","189.240234375"
"100","20","210.726852416992"
"100","50","170.020309448242"
"100","100","73.6294174194336"
"250","20","103.810394287109"
"250","50","86.0419006347656"
"250","100","40.5756988525391"
"500","20","103.810394287109"
"500","50","86.0419006347656"
"500","100","40.5756988525391"
"0","0","162.493057250977"
"25","20","728.060791015625"
"25","50","569.672058105469"
"25","100","202.258605957031"
"100","20","248.08203125"
"100","50","191.681488037109"
"100","100","67.9950714111328"
"250","20","152.260940551758"
"250","50","117.666564941406"
"250","100","44.6828727722168"
"500","20","152.260940551758"
"500","50","117.666564941406"
"500","100","44.6828727722168"
"0","0","454.945465087891"
"25","20","822.661560058594"
"25","50","597.402893066406"
"25","100","223.306030273438"
"100","20","427.525756835938"
"100","50","305.055358886719"
"100","100","134.534561157227"
"250","20","427.525756835938"
"250","50","305.055358886719"
"250","100","134.534561157227"
"500","20","427.525756835938"
"500","50","305.055358886719"
"500","100","134.534561157227"
"0","0","210.902481079102"
"25","20","1337.88098144531"
"25","50","1031.80078125"
"25","100","438.535614013672"
"100","20","467.940124511719"
"100","50","354.308715820312"
"100","100","160.063552856445"
"250","20","202.190017700195"
"250","50","153.738891601562"
"250","100","70.6427917480469"
"500","20","189.610916137695"
"500","50","147.236206054688"
"500","100","70.6477813720703"
"0","0","82.1773529052734"
"25","20","219.217330932617"
"25","50","154.976989746094"
"25","100","65.8947525024414"
"100","20","83.1337356567383"
"100","50","61.132511138916"
"100","100","30.7971134185791"
"250","20","68.8527603149414"
"250","50","52.8969612121582"
"250","100","27.8719272613525"
"500","20","68.8527603149414"
"500","50","52.8969612121582"
"500","100","27.8719272613525"
"0","0","86.8044509887695"
"25","20","277.043060302734"
"25","50","282.049835205078"
"25","100","222.728515625"
"100","20","213.689712524414"
"100","50","186.726776123047"
"100","100","118.422546386719"
"250","20","92.1378784179688"
"250","50","80.0238723754883"
"250","100","50.5420989990234"
"500","20","81.3015747070312"
"500","50","73.4939498901367"
"500","100","49.4435539245605"
"0","0","183.606811523438"
"25","20","483.217620849609"
"25","50","361.276214599609"
"25","100","245.592239379883"
"100","20","314.412750244141"
"100","50","263.775787353516"
"100","100","157.99723815918"
"250","20","169.321304321289"
"250","50","146.435043334961"
"250","100","96.2627639770508"
"500","20","169.321304321289"
"500","50","146.435043334961"
"500","100","96.2627639770508"
"0","0","166.522750854492"
"25","20","572.630249023438"
"25","50","414.341552734375"
"25","100","225.700607299805"
"100","20","381.805511474609"
"100","50","327.970825195312"
"100","100","192.690216064453"
"250","20","191.303848266602"
"250","50","164.622665405273"
"250","100","92.8401260375977"
"500","20","156.661697387695"
"500","50","137.290008544922"
"500","100","87.0473556518555"
"0","0","86.8550567626953"
"25","20","277.279296875"
"25","50","282.199035644531"
"25","100","223.353012084961"
"100","20","213.929901123047"
"100","50","186.880813598633"
"100","100","118.579681396484"
"250","20","92.2407302856445"
"250","50","80.0944137573242"
"250","100","50.6085357666016"
"500","20","81.3925323486328"
"500","50","73.5589141845703"
"500","100","49.5085716247559"
"0","0","211.175369262695"
"25","20","629.020202636719"
"25","50","469.306640625"
"25","100","290.904327392578"
"100","20","395.568206787109"
"100","50","331.055114746094"
"100","100","195.147689819336"
"250","20","198.234222412109"
"250","50","166.576110839844"
"250","100","106.906021118164"
"500","20","198.234222412109"
"500","50","166.576110839844"
"500","100","106.906021118164"
"0","0","177.678451538086"
"25","20","627.475036621094"
"25","50","466.5458984375"
"25","100","240.098327636719"
"100","20","399.134857177734"
"100","50","343.668670654297"
"100","100","219.148208618164"
"250","20","200.318115234375"
"250","50","172.229705810547"
"250","100","108.142265319824"
"500","20","170.261520385742"
"500","50","149.163223266602"
"500","100","101.410285949707"
"0","0","99.708610534668"
"25","20","169.035491943359"
"25","50","197.249572753906"
"25","100","182.545349121094"
"100","20","135.007705688477"
"100","50","123.001052856445"
"100","100","92.9626083374023"
"250","20","87.572883605957"
"250","50","82.2512130737305"
"250","100","66.2759475708008"
"500","20","87.572883605957"
"500","50","82.2512130737305"
"500","100","66.2759475708008"
"0","0","112.384147644043"
"25","20","352.472015380859"
"25","50","352.165924072266"
"25","100","256.016937255859"
"100","20","268.986511230469"
"100","50","237.545822143555"
"100","100","148.976593017578"
"250","20","121.397262573242"
"250","50","107.139999389648"
"250","100","66.7121658325195"
"500","20","105.093353271484"
"500","50","94.5555648803711"
"500","100","63.8782272338867"
"0","0","112.925079345703"
"25","20","425.437744140625"
"25","50","345.142852783203"
"25","100","189.279525756836"
"100","20","210.667755126953"
"100","50","169.962799072266"
"100","100","73.5710678100586"
"250","20","103.781959533691"
"250","50","86.0133743286133"
"250","100","41.7387466430664"
"500","20","103.781959533691"
"500","50","86.0133743286133"
"500","100","41.7387466430664"
"0","0","162.491729736328"
"25","20","728.039245605469"
"25","50","569.650329589844"
"25","100","202.314392089844"
"100","20","248.085983276367"
"100","50","191.683303833008"
"100","100","67.9984817504883"
"250","20","152.259918212891"
"250","50","121.587760925293"
"250","100","44.6850433349609"
"500","20","152.259918212891"
"500","50","121.587760925293"
"500","100","44.6850433349609"
"0","0","537.644653320312"
"25","20","822.689636230469"
"25","50","597.42919921875"
"25","100","223.353698730469"
"100","20","466.37353515625"
"100","50","366.039825439453"
"100","100","168.123550415039"
"250","20","466.37353515625"
"250","50","366.039825439453"
"250","100","168.123550415039"
"500","20","466.37353515625"
"500","50","366.039825439453"
"500","100","168.123550415039"
"0","0","210.848587036133"
"25","20","1337.84216308594"
"25","50","1031.79138183594"
"25","100","438.609130859375"
"100","20","467.861541748047"
"100","50","354.219207763672"
"100","100","159.967269897461"
"250","20","202.132827758789"
"250","50","153.683212280273"
"250","100","70.5896301269531"
"500","20","189.557434082031"
"500","50","147.18293762207"
"500","100","70.5945816040039"
"0","0","89.9722747802734"
"25","20","219.224105834961"
"25","50","154.981826782227"
"25","100","65.9126434326172"
"100","20","83.1063613891602"
"100","50","61.1037521362305"
"100","100","30.7656402587891"
"250","20","75.3807220458984"
"250","50","55.3874397277832"
"250","100","30.7704181671143"
"500","20","75.3807220458984"
"500","50","55.3874397277832"
"500","100","30.7704181671143"
"0","0","86.8557815551758"
"25","20","277.033660888672"
"25","50","282.163604736328"
"25","100","223.328506469727"
"100","20","213.826934814453"
"100","50","186.853820800781"
"100","100","118.560882568359"
"250","20","92.1959991455078"
"250","50","80.0822448730469"
"250","100","50.6001510620117"
"500","20","81.3530044555664"
"500","50","72.0768051147461"
"500","100","49.5003890991211"
"0","0","97.8278121948242"
"25","20","368.979766845703"
"25","50","367.502227783203"
"25","100","310.254425048828"
"100","20","297.667175292969"
"100","50","263.690795898438"
"100","100","172.896194458008"
"250","20","130.49967956543"
"250","50","115.35302734375"
"250","100","75.20458984375"
"500","20","91.8731689453125"
"500","50","82.4921493530273"
"500","100","57.4265403747559"
"0","0","183.554763793945"
"25","20","483.233489990234"
"25","50","361.286590576172"
"25","100","245.31315612793"
"100","20","314.331390380859"
"100","50","263.694244384766"
"100","100","157.895965576172"
"250","20","169.268798828125"
"250","50","146.379974365234"
"250","100","96.2021484375"
"500","20","169.268798828125"
"500","50","146.379974365234"
"500","100","96.2021484375"
"0","0","169.549575805664"
"25","20","572.615295410156"
"25","50","414.326202392578"
"25","100","226.169906616211"
"100","20","381.69970703125"
"100","50","327.877258300781"
"100","100","192.669326782227"
"250","20","191.237579345703"
"250","50","164.557083129883"
"250","100","92.8004989624023"
"500","20","159.506530761719"
"500","50","139.823532104492"
"500","100","88.8612060546875"
"0","0","79.1978378295898"
"25","20","232.034164428711"
"25","50","215.506591796875"
"25","100","189.390853881836"
"100","20","202.014678955078"
"100","50","184.038330078125"
"100","100","135.74462890625"
"250","20","94.1190948486328"
"250","50","83.9681015014648"
"250","100","59.9810600280762"
"500","20","74.3932800292969"
"500","50","67.5527877807617"
"500","100","50.9763832092285"
"0","0","233.859756469727"
"25","20","692.549377441406"
"25","50","792.469299316406"
"25","100","458.101684570312"
"100","20","614.218872070312"
"100","50","553.853576660156"
"100","100","346.918121337891"
"250","20","357.256927490234"
"250","50","323.086334228516"
"250","100","214.182861328125"
"500","20","229.523956298828"
"500","50","212.90478515625"
"500","100","149.400970458984"
"0","0","147.179138183594"
"25","20","400.579833984375"
"25","50","362.233428955078"
"25","100","288.320098876953"
"100","20","368.060272216797"
"100","50","332.588775634766"
"100","100","232.026062011719"
"250","20","196.980575561523"
"250","50","176.388061523438"
"250","100","117.670921325684"
"500","20","139.198745727539"
"500","50","128.600234985352"
"500","100","93.118293762207"
"0","0","149.025802612305"
"25","20","349.597076416016"
"25","50","329.056945800781"
"25","100","200.277404785156"
"100","20","341.076324462891"
"100","50","325.742095947266"
"100","100","228.472290039062"
"250","20","218.820205688477"
"250","50","205.071746826172"
"250","100","128.66569519043"
"500","20","144.588653564453"
"500","50","137.228118896484"
"500","100","96.9448318481445"
"0","0","146.771148681641"
"25","20","255.568313598633"
"25","50","297.590850830078"
"25","100","322.494964599609"
"100","20","263.352142333984"
"100","50","248.472625732422"
"100","100","140.556838989258"
"250","20","139.623687744141"
"250","50","134.075592041016"
"250","100","84.5293579101562"
"500","20","139.623687744141"
"500","50","134.075592041016"
"500","100","84.5293579101562"
"0","0","162.054138183594"
"25","20","263.871673583984"
"25","50","328.660034179688"
"25","100","340.677154541016"
"100","20","287.804748535156"
"100","50","275.792449951172"
"100","100","152.845321655273"
"250","20","153.48469543457"
"250","50","150.039001464844"
"250","100","95.2307815551758"
"500","20","153.48469543457"
"500","50","150.039001464844"
"500","100","95.2307815551758"
"0","0","80.0321578979492"
"25","20","252.548812866211"
"25","50","247.891677856445"
"25","100","209.833618164062"
"100","20","188.352722167969"
"100","50","169.647994995117"
"100","100","109.955825805664"
"250","20","83.3227081298828"
"250","50","74.8366394042969"
"250","100","48.2445259094238"
"500","20","72.1248626708984"
"500","50","66.0464324951172"
"500","100","46.1945915222168"
"0","0","305.358764648438"
"25","20","638.638854980469"
"25","50","613.267639160156"
"25","100","471.339019775391"
"100","20","326.755889892578"
"100","50","286.281158447266"
"100","100","190.058166503906"
"250","20","270.603057861328"
"250","50","247.697280883789"
"250","100","180.560211181641"
"500","20","270.603057861328"
"500","50","247.697280883789"
"500","100","180.560211181641"
"0","0","333.826995849609"
"25","20","491.158416748047"
"25","50","525.534851074219"
"25","100","522.235961914062"
"100","20","386.322174072266"
"100","50","358.846557617188"
"100","100","311.509796142578"
"250","20","336.348297119141"
"250","50","325.928802490234"
"250","100","295.961303710938"
"500","20","336.348297119141"
"500","50","325.928802490234"
"500","100","295.961303710938"
"0","0","217.173446655273"
"25","20","582.269165039062"
"25","50","535.552062988281"
"25","100","312.980194091797"
"100","20","281.996154785156"
"100","50","249.078689575195"
"100","100","148.8857421875"
"250","20","204.993301391602"
"250","50","187.699447631836"
"250","100","121.464698791504"
"500","20","204.993301391602"
"500","50","187.699447631836"
"500","100","121.464698791504"
"0","0","265.512023925781"
"25","20","1527.03845214844"
"25","50","1584.7841796875"
"25","100","1685.22302246094"
"100","20","1904.21520996094"
"100","50","1848.99194335938"
"100","100","1518.45239257812"
"250","20","987.6298828125"
"250","50","942.711975097656"
"250","100","726.227783203125"
"500","20","505.148803710938"
"500","50","482.129180908203"
"500","100","371.369750976562"
"0","0","43.9072074890137"
"25","20","224.650405883789"
"25","50","180.106979370117"
"25","100","88.3055801391602"
"100","20","86.0286865234375"
"100","50","69.3407135009766"
"100","100","34.0145568847656"
"250","20","39.8913345336914"
"250","50","32.9557914733887"
"250","100","16.5793914794922"
"500","20","39.8913345336914"
"500","50","32.9557914733887"
"500","100","16.5793914794922"
"0","0","342.555694580078"
"25","20","419.454132080078"
"25","50","363.041015625"
"25","100","255.190322875977"
"100","20","339.009552001953"
"100","50","297.152893066406"
"100","100","245.661178588867"
"250","20","322.545776367188"
"250","50","297.154052734375"
"250","100","245.661178588867"
"500","20","322.545776367188"
"500","50","297.154052734375"
"500","100","245.661178588867"
"0","0","85.1501846313477"
"25","20","192.446701049805"
"25","50","182.739151000977"
"25","100","132.483642578125"
"100","20","105.717552185059"
"100","50","91.8994750976562"
"100","100","62.1372184753418"
"250","20","84.0389099121094"
"250","50","72.9472351074219"
"250","100","53.708667755127"
"500","20","84.0389099121094"
"500","50","72.9472351074219"
"500","100","53.708667755127"
"0","0","32.6112518310547"
"25","20","484.4658203125"
"25","50","423.396636962891"
"25","100","254.5439453125"
"100","20","271.954956054688"
"100","50","232.750930786133"
"100","100","140.663101196289"
"250","20","118.044052124023"
"250","50","100.787948608398"
"250","100","60.4442672729492"
"500","20","60.3634376525879"
"500","50","51.5392951965332"
"500","100","30.909008026123"
"0","0","132.515029907227"
"25","20","278.695678710938"
"25","50","216.68196105957"
"25","100","118.471870422363"
"100","20","149.165969848633"
"100","50","127.020690917969"
"100","100","75.7666473388672"
"250","20","126.478843688965"
"250","50","107.275276184082"
"250","100","72.0688247680664"
"500","20","126.478843688965"
"500","50","107.275276184082"
"500","100","72.0688247680664"
"0","0","67.1374053955078"
"25","20","783.443359375"
"25","50","723.182861328125"
"25","100","562.417541503906"
"100","20","581.811889648438"
"100","50","503.134307861328"
"100","100","279.584381103516"
"250","20","245.653945922852"
"250","50","212.434524536133"
"250","100","118.046768188477"
"500","20","125.618499755859"
"500","50","108.631294250488"
"500","100","60.3648223876953"
"0","0","119.213806152344"
"25","20","1016.75830078125"
"25","50","1130.67358398438"
"25","100","1015.42364501953"
"100","20","1056.57067871094"
"100","50","931.836364746094"
"100","100","422.025970458984"
"250","20","446.107543945312"
"250","50","393.442016601562"
"250","100","178.188766479492"
"500","20","228.123184204102"
"500","50","201.191940307617"
"500","100","91.119255065918"
"0","0","190.101028442383"
"25","20","631.81982421875"
"25","50","633.010620117188"
"25","100","362.692718505859"
"100","20","301.483734130859"
"100","50","256.572509765625"
"100","100","131.216949462891"
"250","20","179.006469726562"
"250","50","157.25422668457"
"250","100","85.969856262207"
"500","20","179.006469726562"
"500","50","157.25422668457"
"500","100","85.969856262207"
"0","0","181.014953613281"
"25","20","415.004852294922"
"25","50","392.220367431641"
"25","100","271.961639404297"
"100","20","355.571075439453"
"100","50","320.038055419922"
"100","100","201.712280273438"
"250","20","174.509841918945"
"250","50","160.761337280273"
"250","100","111.303451538086"
"500","20","174.509841918945"
"500","50","160.761337280273"
"500","100","111.303451538086"
"0","0","27.8880996704102"
"25","20","386.745147705078"
"25","50","363.988525390625"
"25","100","208.713516235352"
"100","20","232.033889770508"
"100","50","198.454803466797"
"100","100","97.8763656616211"
"250","20","99.3278198242188"
"250","50","84.5728225708008"
"250","100","41.3259468078613"
"500","20","50.792652130127"
"500","50","43.2474784851074"
"500","100","21.1325988769531"
"0","0","33.8573532104492"
"25","20","345.250732421875"
"25","50","313.111480712891"
"25","100","232.172073364258"
"100","20","273.3603515625"
"100","50","236.863616943359"
"100","100","131.995742797852"
"250","20","123.012832641602"
"250","50","106.278106689453"
"250","100","59.1126403808594"
"500","20","62.9042930603027"
"500","50","54.3467636108398"
"500","100","30.2280654907227"
"0","0","33.6319580078125"
"25","20","362.386810302734"
"25","50","408.170196533203"
"25","100","370.289306640625"
"100","20","295.482299804688"
"100","50","269.704772949219"
"100","100","152.791427612305"
"250","20","124.781768798828"
"250","50","113.876327514648"
"250","100","64.5121612548828"
"500","20","63.8088607788086"
"500","50","58.2322158813477"
"500","100","32.989185333252"
"0","0","451.801177978516"
"25","20","573.030212402344"
"25","50","514.775085449219"
"25","100","348.198028564453"
"100","20","425.882171630859"
"100","50","394.012115478516"
"100","100","266.128845214844"
"250","20","425.882171630859"
"250","50","394.012115478516"
"250","100","266.128845214844"
"500","20","425.882171630859"
"500","50","394.012115478516"
"500","100","266.128845214844"
"0","0","49.5773048400879"
"25","20","927.775207519531"
"25","50","738.034851074219"
"25","100","311.044616699219"
"100","20","416.409973144531"
"100","50","332.569274902344"
"100","100","130.862411499023"
"250","20","175.818099975586"
"250","50","140.418228149414"
"250","100","55.2530479431152"
"500","20","89.906982421875"
"500","50","71.8047790527344"
"500","100","28.2544059753418"
"0","0","28.6756191253662"
"25","20","111.365943908691"
"25","50","73.4617156982422"
"25","100","40.3118591308594"
"100","20","48.01318359375"
"100","50","35.0842781066895"
"100","100","19.310827255249"
"250","20","26.109001159668"
"250","50","19.6373138427734"
"250","100","11.4667510986328"
"500","20","26.109001159668"
"500","50","19.6373138427734"
"500","100","11.4667510986328"
"0","0","4.09734869003296"
"25","20","79.3096466064453"
"25","50","57.1030578613281"
"25","100","39.9105110168457"
"100","20","35.9853820800781"
"100","50","27.4018936157227"
"100","100","19.4999141693115"
"250","20","15.1941356658936"
"250","50","11.569863319397"
"250","100","8.23344612121582"
"500","20","7.76973676681519"
"500","50","5.91641664505005"
"500","100","4.21029329299927"
"0","0","22.2033958435059"
"25","20","69.553840637207"
"25","50","55.1877479553223"
"25","100","27.2481327056885"
"100","20","32.2777099609375"
"100","50","26.4203433990479"
"100","100","12.4828052520752"
"250","20","20.0831050872803"
"250","50","16.46266746521"
"250","100","8.88509750366211"
"500","20","20.0831050872803"
"500","50","16.46266746521"
"500","100","8.88509750366211"
"0","0","7.79141426086426"
"25","20","61.4570274353027"
"25","50","49.7942962646484"
"25","100","31.1498928070068"
"100","20","25.855676651001"
"100","50","21.0559616088867"
"100","100","14.6367921829224"
"250","20","10.9895753860474"
"250","50","8.9484806060791"
"250","100","6.23327970504761"
"500","20","7.60858058929443"
"500","50","6.19546508789062"
"500","100","4.38313245773315"
"0","0","7.51471042633057"
"25","20","55.6249847412109"
"25","50","43.6042175292969"
"25","100","27.0706310272217"
"100","20","23.3394470214844"
"100","50","18.4945106506348"
"100","100","12.807427406311"
"250","20","9.92270183563232"
"250","50","7.86216354370117"
"250","100","5.45621633529663"
"500","20","7.08791971206665"
"500","50","5.70663738250732"
"500","100","3.96038627624512"
"0","0","108.513610839844"
"25","20","271.775604248047"
"25","50","277.267181396484"
"25","100","57.6905174255371"
"100","20","136.998641967773"
"100","50","114.736831665039"
"100","100","18.5419502258301"
"250","20","89.7770004272461"
"250","50","77.8692474365234"
"250","100","15.3191223144531"
"500","20","89.7770004272461"
"500","50","77.8692474365234"
"500","100","15.3191223144531"
"0","0","6.20965147018433"
"25","20","48.8476715087891"
"25","50","40.9507865905762"
"25","100","22.6345596313477"
"100","20","17.9696750640869"
"100","50","14.7589950561523"
"100","100","8.70462226867676"
"250","20","7.60775947570801"
"250","50","6.24797821044922"
"250","100","3.69138789176941"
"500","20","5.90271472930908"
"500","50","4.93272733688354"
"500","100","2.91435265541077"
"0","0","50.6928787231445"
"25","20","259.541778564453"
"25","50","228.050704956055"
"25","100","39.6921997070312"
"100","20","137.078689575195"
"100","50","73.7896575927734"
"100","100","12.8082399368286"
"250","20","57.886474609375"
"250","50","31.1603183746338"
"250","100","5.40987825393677"
"500","20","44.911994934082"
"500","50","25.0395908355713"
"500","100","4.59332227706909"
"0","0","40.3349456787109"
"25","20","416.550689697266"
"25","50","266.583099365234"
"25","100","91.0703735351562"
"100","20","141.185668945312"
"100","50","94.0568618774414"
"100","100","35.6905403137207"
"250","20","59.6755218505859"
"250","50","39.7514114379883"
"250","100","15.0996055603027"
"500","20","36.7864303588867"
"500","50","24.5044918060303"
"500","100","9.57037448883057"
"0","0","55.410961151123"
"25","20","127.314064025879"
"25","50","100.813331604004"
"25","100","62.3361549377441"
"100","20","53.1511878967285"
"100","50","44.6798820495605"
"100","100","34.2392234802246"
"250","20","53.1516952514648"
"250","50","44.6800422668457"
"250","100","34.2392234802246"
"500","20","53.1516952514648"
"500","50","44.6800422668457"
"500","100","34.2392234802246"
"0","0","18.083402633667"
"25","20","72.6749801635742"
"25","50","46.9492073059082"
"25","100","7.56985664367676"
"100","20","23.2940979003906"
"100","50","15.1335525512695"
"100","100","2.62721395492554"
"250","20","17.0310306549072"
"250","50","11.5093469619751"
"250","100","2.00269603729248"
"500","20","17.0310306549072"
"500","50","11.5093469619751"
"500","100","2.00269603729248"
"0","0","6.77220869064331"
"25","20","73.1699066162109"
"25","50","47.2957496643066"
"25","100","7.66528749465942"
"100","20","23.4608631134033"
"100","50","15.257438659668"
"100","100","2.66336822509766"
"250","20","9.91199779510498"
"250","50","6.44785833358765"
"250","100","1.12940549850464"
"500","20","6.3722038269043"
"500","50","4.20532655715942"
