"Window Length","Window Start","Spectral Energy"
"100","100","0.202493011951447"
"250","20","0.175656735897064"
"250","50","0.153511822223663"
"250","100","0.0954405441880226"
"500","20","0.136537119746208"
"500","50","0.121389821171761"
"500","100","0.0796662494540215"
"0","0","0.237217113375664"
"25","20","0.661383509635925"
"25","50","0.63232809305191"
"25","100","0.474474161863327"
"100","20","0.364241361618042"
"100","50","0.329673379659653"
"100","100","0.233641594648361"
"250","20","0.234747886657715"
"250","50","0.218034312129021"
"250","100","0.164508581161499"
"500","20","0.234747886657715"
"500","50","0.218034312129021"
"500","100","0.164508581161499"
"0","0","0.184347957372665"
"25","20","0.327429920434952"
"25","50","0.344693064689636"
"25","100","0.226673051714897"
"100","20","0.299374461174011"
"100","50","0.276834666728973"
"100","100","0.232522919774055"
"250","20","0.208264112472534"
"250","50","0.172142118215561"
"250","100","0.126669093966484"
"500","20","0.181154653429985"
"500","50","0.158668786287308"
"500","100","0.126669093966484"
"0","0","0.356066882610321"
"25","20","0.885567903518677"
"25","50","0.790182113647461"
"25","100","0.665021657943726"
"100","20","0.383625090122223"
"100","50","0.335083395242691"
"100","100","0.241643205285072"
"250","20","0.347346246242523"
"250","50","0.31841778755188"
"250","100","0.241643205285072"
"500","20","0.347346246242523"
"500","50","0.31841778755188"
"500","100","0.241643205285072"
"0","0","0.351208209991455"
"25","20","0.827983438968658"
"25","50","0.924769580364227"
"25","100","0.756205379962921"
"100","20","0.437119394540787"
"100","50","0.415850162506104"
"100","100","0.291236251592636"
"250","20","0.361809641122818"
"250","50","0.343858629465103"
"250","100","0.263788759708405"
"500","20","0.361809641122818"
"500","50","0.343858629465103"
"500","100","0.263788759708405"
"0","0","0.699858844280243"
"25","20","0.550122678279877"
"25","50","0.482142329216003"
"25","100","0.531367421150208"
"100","20","0.726561725139618"
"100","50","0.741958498954773"
"100","100","0.699270129203796"
"250","20","0.726561725139618"
"250","50","0.741958498954773"
"250","100","0.699270129203796"
"500","20","0.726561725139618"
"500","50","0.741958498954773"
"500","100","0.699270129203796"
"0","0","0.395511627197266"
"25","20","0.777173697948456"
"25","50","0.665604650974274"
"25","100","0.399851322174072"
"100","20","0.424710184335709"
"100","50","0.383858382701874"
"100","100","0.25398525595665"
"250","20","0.424710184335709"
"250","50","0.383858382701874"
"250","100","0.25398525595665"
"500","20","0.424710184335709"
"500","50","0.383858382701874"
"500","100","0.25398525595665"
"0","0","0.166130676865578"
"25","20","0.383694142103195"
"25","50","0.302662640810013"
"25","100","0.106164000928402"
"100","20","0.159526169300079"
"100","50","0.136139810085297"
"100","100","0.0577913224697113"
"250","20","0.159526169300079"
"250","50","0.136139810085297"
"250","100","0.0577913224697113"
"500","20","0.159526169300079"
"500","50","0.136139810085297"
"500","100","0.0577913224697113"
"0","0","0.310016572475433"
"25","20","0.825804471969604"
"25","50","0.7829629778862"
"25","100","0.77237206697464"
"100","20","0.833711802959442"
"100","50","0.786224365234375"
"100","100","0.719253242015839"
"250","20","0.419476568698883"
"250","50","0.396894335746765"
"250","100","0.355992197990417"
"500","20","0.301097631454468"
"500","50","0.289268523454666"
"500","100","0.267953544855118"
"0","0","0.215269044041634"
"25","20","0.652669847011566"
"25","50","0.74128931760788"
"25","100","0.816432774066925"
"100","20","1.19290411472321"
"100","50","1.25890100002289"
"100","100","1.29490756988525"
"250","20","0.81455010175705"
"250","50","0.801364719867706"
"250","100","0.754846811294556"
"500","20","0.41766157746315"
"500","50","0.410652428865433"
"500","100","0.386451721191406"
"0","0","0.3003069460392"
"25","20","0.715663254261017"
"25","50","0.65881222486496"
"25","100","0.600377202033997"
"100","20","0.549379825592041"
"100","50","0.50351095199585"
"100","100","0.421790927648544"
"250","20","0.294622808694839"
"250","50","0.276574611663818"
"250","100","0.243054121732712"
"500","20","0.294622808694839"
"500","50","0.276574611663818"
"500","100","0.243054121732712"
"0","0","0.197181463241577"
"25","20","0.450096100568771"
"25","50","0.410020232200623"
"25","100","0.362932473421097"
"100","20","0.566814482212067"
"100","50","0.540847301483154"
"100","100","0.521296620368958"
"250","20","0.562240660190582"
"250","50","0.546739459037781"
"250","100","0.542610764503479"
"500","20","0.383938431739807"
"500","50","0.375516206026077"
"500","100","0.368989676237106"
"0","0","0.0993236005306244"
"25","20","0.950951814651489"
"25","50","0.927224338054657"
"25","100","0.91558438539505"
"100","20","0.874610304832458"
"100","50","0.832692742347717"
"100","100","0.736819267272949"
"250","20","0.380288571119308"
"250","50","0.35799103975296"
"250","100","0.314398556947708"
"500","20","0.19446574151516"
"500","50","0.183063596487045"
"500","100","0.160771980881691"
"0","0","0.284868597984314"
"25","20","0.868117570877075"
"25","50","0.793745219707489"
"25","100","0.657042682170868"
"100","20","0.565594792366028"
"100","50","0.508865773677826"
"100","100","0.398688644170761"
"250","20","0.275201469659805"
"250","50","0.2543565928936"
"250","100","0.203586056828499"
"500","20","0.275201469659805"
"500","50","0.2543565928936"
"500","100","0.203586056828499"
"0","0","0.2953280210495"
"25","20","0.377928644418716"
"25","50","0.379864722490311"
"25","100","0.762146770954132"
"100","20","0.70602822303772"
"100","50","0.687922596931458"
"100","100","0.636659145355225"
"250","20","0.348645329475403"
"250","50","0.336176544427872"
"250","100","0.29312989115715"
"500","20","0.296124815940857"
"500","50","0.291006505489349"
"500","100","0.269214332103729"
"0","0","0.245655342936516"
"25","20","0.535031914710999"
"25","50","0.450715810060501"
"25","100","0.376106530427933"
"100","20","0.436353474855423"
"100","50","0.403729826211929"
"100","100","0.350598722696304"
"250","20","0.231281325221062"
"250","50","0.219634160399437"
"250","100","0.193323537707329"
"500","20","0.231281325221062"
"500","50","0.219634160399437"
"500","100","0.193323537707329"
"0","0","0.102892689406872"
"25","20","0.54893034696579"
"25","50","0.533648490905762"
"25","100","0.636847198009491"
"100","20","0.712366878986359"
"100","50","0.705496490001678"
"100","100","0.6802978515625"
"250","20","0.395124644041061"
"250","50","0.378117591142654"
"250","100","0.329687386751175"
"500","20","0.202052369713783"
"500","50","0.193355575203896"
"500","100","0.168590143322945"
"0","0","0.111909344792366"
"25","20","1.03632593154907"
"25","50","0.986301362514496"
"25","100","0.913381338119507"
"100","20","0.962673604488373"
"100","50","0.915846586227417"
"100","100","0.797518253326416"
"250","20","0.420347929000854"
"250","50","0.394383072853088"
"250","100","0.338753223419189"
"500","20","0.214950650930405"
"500","50","0.201673164963722"
"500","100","0.173226073384285"
"0","0","0.4088254570961"
"25","20","0.587209522724152"
"25","50","0.537057340145111"
"25","100","0.704415142536163"
"100","20","0.669213771820068"
"100","50","0.633587896823883"
"100","100","0.592487573623657"
"250","20","0.413972318172455"
"250","50","0.392459690570831"
"250","100","0.38402384519577"
"500","20","0.413972318172455"
"500","50","0.392459690570831"
"500","100","0.38402384519577"
"0","0","0.695794522762299"
"25","20","0.481396347284317"
"25","50","0.446963518857956"
"25","100","0.529269218444824"
"100","20","0.716287851333618"
"100","50","0.720221221446991"
"100","100","0.709490060806274"
"250","20","0.716287851333618"
"250","50","0.720221221446991"
"250","100","0.709490060806274"
"500","20","0.716287851333618"
"500","50","0.720221221446991"
"500","100","0.709490060806274"
"0","0","0.46546670794487"
"25","20","0.831839084625244"
"25","50","0.774190247058868"
"25","100","0.752138912677765"
"100","20","0.709660053253174"
"100","50","0.660784780979156"
"100","100","0.574268162250519"
"250","20","0.45567998290062"
"250","50","0.436594843864441"
"250","100","0.391423225402832"
"500","20","0.45567998290062"
"500","50","0.436594843864441"
"500","100","0.391423225402832"
"0","0","0.240486934781075"
"25","20","0.300287932157516"
"25","50","0.258032590150833"
"25","100","0.272162467241287"
"100","20","0.271309942007065"
"100","50","0.255385309457779"
"100","100","0.229702174663544"
"250","20","0.225929364562035"
"250","50","0.221734151244164"
"250","100","0.20851819217205"
"500","20","0.225929364562035"
"500","50","0.221734151244164"
"500","100","0.20851819217205"
"0","0","0.037457462400198"
"25","20","0.171367660164833"
"25","50","0.0910472795367241"
"25","100","0.0827289521694183"
"100","20","0.316213995218277"
"100","50","0.289669692516327"
"100","100","0.283780008554459"
"250","20","0.140243858098984"
"250","50","0.128517687320709"
"250","100","0.125417292118073"
"500","20","0.0717156156897545"
"500","50","0.0657192766666412"
"500","100","0.06413384526968"
"0","0","0.562317907810211"
"25","20","0.790856420993805"
"25","50","0.718101024627686"
"25","100","0.598002970218658"
"100","20","0.553966641426086"
"100","50","0.514333009719849"
"100","100","0.463449865579605"
"250","20","0.553966701030731"
"250","50","0.514333009719849"
"250","100","0.463449865579605"
"500","20","0.553966701030731"
"500","50","0.514333009719849"
"500","100","0.463449865579605"
"0","0","0.434520691633224"
"25","20","0.508722364902496"
"25","50","0.581121206283569"
"25","100","0.662577688694"
"100","20","1.0697261095047"
"100","50","1.07552886009216"
"100","100","1.06934058666229"
"250","20","0.613609850406647"
"250","50","0.605625629425049"
"250","100","0.556897759437561"
"500","20","0.427857011556625"
"500","50","0.42838642001152"
"500","100","0.41265869140625"
"0","0","0.165236234664917"
"25","20","0.30194017291069"
"25","50","0.257203847169876"
"25","100","0.251914471387863"
"100","20","0.318554580211639"
"100","50","0.305399119853973"
"100","100","0.289472877979279"
"250","20","0.173193693161011"
"250","50","0.16585710644722"
"250","100","0.1557936668396"
"500","20","0.159120157361031"
"500","50","0.152379721403122"
"500","100","0.149184599518776"
"0","0","0.0957082360982895"
"25","20","0.420650243759155"
"25","50","0.389297097921371"
"25","100","0.401773184537888"
"100","20","0.480793207883835"
"100","50","0.466037392616272"
"100","100","0.455059140920639"
"250","20","0.363788634538651"
"250","50","0.349066972732544"
"250","100","0.321779876947403"
"500","20","0.186028301715851"
"500","50","0.178500160574913"
"500","100","0.164546519517899"
"0","0","0.0892505645751953"
"25","20","0.574494957923889"
"25","50","0.529394567012787"
"25","100","0.526981592178345"
"100","20","0.648722469806671"
"100","50","0.628653347492218"
"100","100","0.572157382965088"
"250","20","0.333612412214279"
"250","50","0.320859283208847"
"250","100","0.277509242296219"
"500","20","0.17059725522995"
"500","50","0.164075762033463"
"500","100","0.141908138990402"
"0","0","0.613026320934296"
"25","20","1.23765885829926"
"25","50","1.08851194381714"
"25","100","1.04940104484558"
"100","20","1.10755717754364"
"100","50","1.04827237129211"
"100","100","0.898786127567291"
"250","20","0.593073070049286"
"250","50","0.577496528625488"
"250","100","0.509498596191406"
"500","20","0.593073070049286"
"500","50","0.577496528625488"
"500","100","0.509498596191406"
"0","0","0.0985305532813072"
"25","20","0.465411454439163"
"25","50","0.402326464653015"
"25","100","0.282565057277679"
"100","20","0.251534849405289"
"100","50","0.218390822410583"
"100","100","0.159696325659752"
"250","20","0.117636248469353"
"250","50","0.102795168757439"
"250","100","0.0763412415981293"
"500","20","0.0913464948534966"
"500","50","0.0812266990542412"
"500","100","0.0625191107392311"
"0","0","0.103686131536961"
"25","20","0.460822582244873"
"25","50","0.424282312393188"
"25","100","0.32862913608551"
"100","20","0.276499539613724"
"100","50","0.249697089195251"
"100","100","0.184889033436775"
"250","20","0.129165604710579"
"250","50","0.116831071674824"
"250","100","0.0875168740749359"
"500","20","0.100287757813931"
"500","50","0.0907119065523148"
"500","100","0.0703790038824081"
"0","0","0.355328053236008"
"25","20","0.586456716060638"
"25","50","0.500245034694672"
"25","100","0.363595694303513"
"100","20","0.405766725540161"
"100","50","0.362507998943329"
"100","100","0.300388991832733"
"250","20","0.351465940475464"
"250","50","0.328507363796234"
"250","100","0.285387337207794"
"500","20","0.351465940475464"
"500","50","0.328507363796234"
"500","100","0.285387337207794"
"0","0","0.129810258746147"
"25","20","0.324918746948242"
"25","50","0.265343576669693"
"25","100","0.170778855681419"
"100","20","0.218778565526009"
"100","50","0.194440484046936"
"100","100","0.157810613512993"
"250","20","0.126071274280548"
"250","50","0.11391057819128"
"250","100","0.0985552594065666"
"500","20","0.126071274280548"
"500","50","0.11391057819128"
"500","100","0.0985552594065666"
"0","0","0.0660165399312973"
"25","20","0.456127166748047"
"25","50","0.341228574514389"
"25","100","0.224075570702553"
"100","20","0.422661423683167"
"100","50","0.387865453958511"
"100","100","0.3530533015728"
"250","20","0.249024480581284"
"250","50","0.2304977029562"
"250","100","0.208127811551094"
"500","20","0.127342060208321"
"500","50","0.117868140339851"
"500","100","0.106428988277912"
"0","0","0.044440720230341"
"25","20","0.614132285118103"
"25","50","0.529950559139252"
"25","100","0.345696002244949"
"100","20","0.387083142995834"
"100","50","0.353560239076614"
"100","100","0.287123113870621"
"250","20","0.163436621427536"
"250","50","0.149281188845634"
"250","100","0.121229782700539"
"500","20","0.0835755467414856"
"500","50","0.0763369724154472"
"500","100","0.0619925037026405"
"0","0","0.185905635356903"
"25","20","0.283867746591568"
"25","50","0.260261923074722"
"25","100","0.244300559163094"
"100","20","0.323012292385101"
"100","50","0.301141202449799"
"100","100","0.285648107528687"
"250","20","0.18660806119442"
"250","50","0.174844443798065"
"250","100","0.168713927268982"
"500","20","0.18660806119442"
"500","50","0.174844443798065"
"500","100","0.168713927268982"
"0","0","0.0640978887677193"
"25","20","0.836640536785126"
"25","50","0.782357752323151"
"25","100","0.83600264787674"
"100","20","0.565259099006653"
"100","50","0.545537769794464"
"100","100","0.467332094907761"
"250","20","0.243516117334366"
"250","50","0.234330624341965"
"250","100","0.197826147079468"
"500","20","0.124525286257267"
"500","50","0.119828157126904"
"500","100","0.101161099970341"
"0","0","0.220869794487953"
"25","20","0.84566855430603"
"25","50","0.812028884887695"
"25","100","0.51832115650177"
"100","20","0.429988503456116"
"100","50","0.415866374969482"
"100","100","0.178813502192497"
"250","20","0.215122520923615"
"250","50","0.208049863576889"
"250","100","0.0999382883310318"
"500","20","0.215122520923615"
"500","50","0.208049863576889"
"500","100","0.0999382883310318"
"0","0","0.165349990129471"
"25","20","0.510253012180328"
"25","50","0.483557850122452"
"25","100","0.284868985414505"
"100","20","0.244689717888832"
"100","50","0.235309973359108"
"100","100","0.161332741379738"
"250","20","0.127804949879646"
"250","50","0.12282644957304"
"250","100","0.0867894366383553"
"500","20","0.127804949879646"
"500","50","0.12282644957304"
"500","100","0.0867894366383553"
"0","0","0.129891082644463"
"25","20","0.45850482583046"
"25","50","0.452578693628311"
"25","100","0.315380543470383"
"100","20","0.229844897985458"
"100","50","0.221028625965118"
"100","100","0.153162285685539"
"250","20","0.100525476038456"
"250","50","0.0988793149590492"
"250","100","0.0688061639666557"
"500","20","0.100525476038456"
"500","50","0.0988793149590492"
"500","100","0.0688061639666557"
"0","0","0.16459584236145"
"25","20","0.618174374103546"
"25","50","0.583238899707794"
"25","100","0.442777067422867"
"100","20","0.310878753662109"
"100","50","0.296993792057037"
"100","100","0.227552697062492"
"250","20","0.132700845599174"
"250","50","0.129502549767494"
"250","100","0.0992265865206718"
"500","20","0.132700860500336"
"500","50","0.129502549767494"
"500","100","0.0992265865206718"
"0","0","0.159772858023643"
"25","20","0.607287168502808"
"25","50","0.583111345767975"
"25","100","0.454022973775864"
"100","20","0.306723803281784"
"100","50","0.28753337264061"
"100","100","0.218148753046989"
"250","20","0.133713409304619"
"250","50","0.12527984380722"
"250","100","0.0974590480327606"
"500","20","0.133713409304619"
"500","50","0.12527984380722"
"500","100","0.0974590480327606"
"0","0","0.159779667854309"
"25","20","0.630125164985657"
"25","50","0.60247015953064"
"25","100","0.419138222932816"
"100","20","0.314952880144119"
"100","50","0.304606825113297"
"100","100","0.234527692198753"
"250","20","0.13485661149025"
"250","50","0.130359664559364"
"250","100","0.100455187261105"
"500","20","0.129118710756302"
"500","50","0.124813050031662"
"500","100","0.0961809381842613"
"0","0","0.163193121552467"
"25","20","0.606860339641571"
"25","50","0.582522869110107"
"25","100","0.453422784805298"
"100","20","0.306696057319641"
"100","50","0.288032442331314"
"100","100","0.218582600355148"
"250","20","0.133704766631126"
"250","50","0.128410533070564"
"250","100","0.0976360812783241"
"500","20","0.133704766631126"
"500","50","0.128410533070564"
"500","100","0.0976360812783241"
"0","0","0.0714104324579239"
"25","20","0.47017714381218"
"25","50","0.44242849946022"
"25","100","0.246007263660431"
"100","20","0.197989657521248"
"100","50","0.186186999082565"
"100","100","0.122620806097984"
"250","20","0.0851903557777405"
"250","50","0.0801427662372589"
"250","100","0.053259801119566"
"500","20","0.0572356767952442"
"500","50","0.0538454987108707"
"500","100","0.0363317839801311"
"0","0","0.0522845610976219"
"25","20","0.470202565193176"
"25","50","0.442036300897598"
"25","100","0.245756790041924"
"100","20","0.197983846068382"
"100","50","0.186068564653397"
"100","100","0.122557803988457"
"250","20","0.0851883590221405"
"250","50","0.0800944045186043"
"250","100","0.0532354265451431"
"500","20","0.0435777455568314"
"500","50","0.0409728735685349"
"500","100","0.0272379815578461"
"0","0","0.0298041552305222"
"25","20","0.208773836493492"
"25","50","0.205059602856636"
"25","100","0.107109397649765"
"100","20","0.099446177482605"
"100","50","0.084211491048336"
"100","100","0.0518292151391506"
"250","20","0.0428416132926941"
"250","50","0.0361778438091278"
"250","100","0.0224791951477528"
"500","20","0.0275482758879662"
"500","50","0.0236015487462282"
"500","100","0.0148832714185119"
"0","0","0.0566930063068867"
"25","20","0.470593124628067"
"25","50","0.441804140806198"
"25","100","0.245610788464546"
"100","20","0.198172762989998"
"100","50","0.185999408364296"
"100","100","0.122527658939362"
"250","20","0.0852694287896156"
"250","50","0.0800653547048569"
"250","100","0.0532233975827694"
"500","20","0.0446334220468998"
"500","50","0.0419103391468525"
"500","100","0.028192762285471"
"0","0","0.252876967191696"
"25","20","1.14978325366974"
"25","50","1.01930201053619"
"25","100","0.633751571178436"
"100","20","0.607415378093719"
"100","50","0.54645711183548"
"100","100","0.32991299033165"
"250","20","0.261946797370911"
"250","50","0.235428154468536"
"250","100","0.142027780413628"
"500","20","0.235778957605362"
"500","50","0.216231346130371"
"500","100","0.135996639728546"
"0","0","0.118155658245087"
"25","20","0.899956166744232"
"25","50","0.838598489761353"
"25","100","0.691852509975433"
"100","20","0.369138956069946"
"100","50","0.345126241445541"
"100","100","0.272991746664047"
"250","20","0.157287150621414"
"250","50","0.147135123610497"
"250","100","0.116650477051735"
"500","20","0.116133503615856"
"500","50","0.108641043305397"
"500","100","0.0875812545418739"
"0","0","0.192837417125702"
"25","20","0.961719930171967"
"25","50","0.935583591461182"
"25","100","1.20453572273254"
"100","20","1.04862570762634"
"100","50","1.01314175128937"
"100","100","0.934217035770416"
"250","20","0.634218573570251"
"250","50","0.61872124671936"
"250","100","0.575678467750549"
"500","20","0.374399572610855"
"500","50","0.365145862102509"
"500","100","0.343023419380188"
"0","0","0.503306269645691"
"25","20","0.698507845401764"
"25","50","0.778472244739532"
"25","100","0.5349081158638"
"100","20","0.920833587646484"
"100","50","0.933233082294464"
"100","100","0.870469152927399"
"250","20","0.514310657978058"
"250","50","0.511382400989532"
"250","100","0.479403883218765"
"500","20","0.514310657978058"
"500","50","0.511382400989532"
"500","100","0.479403883218765"
"0","0","0.75043922662735"
"25","20","0.815379440784454"
"25","50","0.851668775081635"
"25","100","0.761069774627686"
"100","20","1.09179270267487"
"100","50","1.10813558101654"
"100","100","1.14662969112396"
"250","20","1.18800354003906"
"250","50","1.19519281387329"
"250","100","1.21170914173126"
"500","20","1.15488469600677"
"500","50","1.15344250202179"
"500","100","1.14598667621613"
"0","0","0.339299738407135"
"25","20","0.555590331554413"
"25","50","0.6631960272789"
"25","100","0.695302426815033"
"100","20","0.857057273387909"
"100","50","0.863097369670868"
"100","100","0.909942924976349"
"250","20","0.485921233892441"
"250","50","0.483413875102997"
"250","100","0.477142155170441"
"500","20","0.343127012252808"
"500","50","0.34130933880806"
"500","100","0.341678559780121"
"0","0","0.660807549953461"
"25","20","0.74196070432663"
"25","50","0.9078249335289"
"25","100","0.991042792797089"
"100","20","0.895964980125427"
"100","50","0.891646444797516"
"100","100","0.810219943523407"
"250","20","0.658927798271179"
"250","50","0.653213560581207"
"250","100","0.641729533672333"
"500","20","0.658927798271179"
"500","50","0.653213560581207"
"500","100","0.641729533672333"
"0","0","0.209643661975861"
"25","20","0.493410676717758"
"25","50","0.485944867134094"
"25","100","0.333879262208939"
"100","20","0.368121415376663"
"100","50","0.368912279605865"
"100","100","0.331718057394028"
"250","20","0.292984515428543"
"250","50","0.291237533092499"
"250","100","0.266751378774643"
"500","20","0.208645671606064"
"500","50","0.210445240139961"
"500","100","0.197215810418129"
"0","0","0.178203195333481"
"25","20","0.683792293071747"
"25","50","0.522649228572845"
"25","100","0.363110065460205"
"100","20","0.469546616077423"
"100","50","0.408024549484253"
"100","100","0.36609947681427"
"250","20","0.287489891052246"
"250","50","0.261028975248337"
"250","100","0.234916269779205"
"500","20","0.171408966183662"
"500","50","0.15823532640934"
"500","100","0.144792690873146"
"0","0","0.17695452272892"
"25","20","0.688269197940826"
"25","50","0.659857332706451"
"25","100","0.608478367328644"
"100","20","0.519838452339172"
"100","50","0.502439677715302"
"100","100","0.439696878194809"
"250","20","0.241937875747681"
"250","50","0.234545201063156"
"250","100","0.205147340893745"
"500","20","0.176229640841484"
"500","50","0.173664584755898"
"500","100","0.154490634799004"
"0","0","0.515772819519043"
"25","20","1.04508984088898"
"25","50","1.02099931240082"
"25","100","0.864605009555817"
"100","20","1.24813115596771"
"100","50","1.26426780223846"
"100","100","1.24661028385162"
"250","20","0.780055224895477"
"250","50","0.772003352642059"
"250","100","0.701187551021576"
"500","20","0.504091024398804"
"500","50","0.498767197132111"
"500","100","0.466303139925003"
"0","0","0.0879899486899376"
"25","20","0.635460615158081"
"25","50","0.703938663005829"
"25","100","0.710203409194946"
"100","20","0.519948482513428"
"100","50","0.517321884632111"
"100","100","0.426593035459518"
"250","20","0.244370713829994"
"250","50","0.24329686164856"
"250","100","0.198613867163658"
"500","20","0.136603534221649"
"500","50","0.13579235970974"
"500","100","0.113226413726807"
"0","0","0.418999910354614"
"25","20","0.648485839366913"
"25","50","0.762068331241608"
"25","100","0.792680084705353"
"100","20","0.680907726287842"
"100","50","0.669372379779816"
"100","100","0.650673806667328"
"250","20","0.426582753658295"
"250","50","0.418260753154755"
"250","100","0.417172491550446"
"500","20","0.426582753658295"
"500","50","0.418260753154755"
"500","100","0.417172491550446"
"0","0","0.465262651443481"
"25","20","0.527942359447479"
"25","50","0.553669273853302"
"25","100","0.640729606151581"
"100","20","0.794472575187683"
"100","50","0.826432704925537"
"100","100","0.799255967140198"
"250","20","0.462398201227188"
"250","50","0.464803576469421"
"250","100","0.45036506652832"
"500","20","0.462398201227188"
"500","50","0.464803576469421"
"500","100","0.45036506652832"
"0","0","0.352498054504395"
"25","20","0.899787843227386"
"25","50","0.909047663211823"
"25","100","0.849782884120941"
"100","20","0.893243014812469"
"100","50","0.929349780082703"
"100","100","0.873612225055695"
"250","20","0.516541719436646"
"250","50","0.493916690349579"
"250","100","0.421508252620697"
"500","20","0.353589802980423"
"500","50","0.337690591812134"
"500","100","0.301774501800537"
"0","0","0.837785542011261"
"25","20","0.673465013504028"
"25","50","0.929200112819672"
"25","100","0.975139856338501"
"100","20","1.45024025440216"
"100","50","1.43509137630463"
"100","100","1.41017270088196"
"250","20","1.45928239822388"
"250","50","1.49745166301727"
"250","100","1.50413596630096"
"500","20","1.47417485713959"
"500","50","1.48981618881226"
"500","100","1.5085244178772"
"0","0","0.58917111158371"
"25","20","0.59060937166214"
"25","50","0.636673748493195"
"25","100","0.854789793491364"
"100","20","0.736374199390411"
"100","50","0.730886578559875"
"100","100","0.713423430919647"
"250","20","0.587333500385284"
"250","50","0.607543587684631"
"250","100","0.617335677146912"
"500","20","0.587333500385284"
"500","50","0.607543587684631"
"500","100","0.617335677146912"
"0","0","0.231753304600716"
"25","20","0.596226572990417"
"25","50","0.594962775707245"
"25","100","0.475604027509689"
"100","20","0.282723784446716"
"100","50","0.263649851083755"
"100","100","0.191587090492249"
"250","20","0.223903462290764"
"250","50","0.217865794897079"
"250","100","0.165467128157616"
"500","20","0.223903462290764"
"500","50","0.217865794897079"
"500","100","0.165467128157616"
"0","0","0.324027091264725"
"25","20","0.766365706920624"
"25","50","0.885010182857513"
"25","100","0.684517860412598"
"100","20","0.557707011699677"
"100","50","0.522765517234802"
"100","100","0.386613011360168"
"250","20","0.321407407522202"
"250","50","0.320539891719818"
"250","100","0.253335416316986"
"500","20","0.321407407522202"
"500","50","0.320539891719818"
"500","100","0.253335416316986"
"0","0","0.467907398939133"
"25","20","0.79214483499527"
"25","50","0.831209421157837"
"25","100","0.593946635723114"
"100","20","0.458673685789108"
"100","50","0.426367282867432"
"100","100","0.34415328502655"
"250","20","0.458673685789108"
"250","50","0.426367282867432"
"250","100","0.34415328502655"
"500","20","0.458673685789108"
"500","50","0.426367282867432"
"500","100","0.34415328502655"
"0","0","0.212660953402519"
"25","20","0.590949356555939"
"25","50","0.54885995388031"
"25","100","0.378596514463425"
"100","20","0.224558353424072"
"100","50","0.201045662164688"
"100","100","0.136915937066078"
"250","20","0.203209087252617"
"250","50","0.181916102766991"
"250","100","0.130072027444839"
"500","20","0.203209087252617"
"500","50","0.181916102766991"
"500","100","0.130072027444839"
"0","0","0.0676223114132881"
"25","20","0.326176792383194"
"25","50","0.314773589372635"
"25","100","0.247377753257751"
"100","20","0.147396966814995"
"100","50","0.137414619326591"
"100","100","0.110534928739071"
"250","20","0.0639512836933136"
"250","50","0.0609778128564358"
"250","100","0.0490712970495224"
"500","20","0.0639512836933136"
"500","50","0.0609778128564358"
"500","100","0.0490712970495224"
"0","0","0.161195650696754"
"25","20","0.509357273578644"
"25","50","0.277438879013062"
"25","100","0.0956750810146332"
"100","20","0.166314080357552"
"100","50","0.0897562056779861"
"100","100","0.0311341974884272"
"250","20","0.143642649054527"
"250","50","0.0812108814716339"
"250","100","0.0295782797038555"
"500","20","0.143642649054527"
"500","50","0.0812108814716339"
"500","100","0.0295782797038555"
"0","0","0.161206543445587"
"25","20","0.509357273578644"
"25","50","0.277438879013062"
"25","100","0.0956750810146332"
"100","20","0.166320696473122"
"100","50","0.0897664427757263"
"100","100","0.03114596568048"
"250","20","0.143653571605682"
"250","50","0.0812223553657532"
"250","100","0.0295903272926807"
"500","20","0.143653571605682"
"500","50","0.0812223553657532"
"500","100","0.0295903272926807"
"0","0","0.107076525688171"
"25","20","0.508895516395569"
"25","50","0.276810824871063"
"25","100","0.0953962802886963"
"100","20","0.166173428297043"
"100","50","0.0895696133375168"
"100","100","0.0310699120163918"
"250","20","0.0987106040120125"
"250","50","0.0549350343644619"
"250","100","0.0197103284299374"
"500","20","0.0987106040120125"
"500","50","0.0549350343644619"
"500","100","0.0197103284299374"
"0","0","0.107022911310196"
"25","20","0.509297013282776"
"25","50","0.277582377195358"
"25","100","0.0951947271823883"
"100","20","0.166304126381874"
"100","50","0.0898236334323883"
"100","100","0.0310087520629168"
"250","20","0.0958226546645164"
"250","50","0.0533972978591919"
"250","100","0.0190649945288897"
"500","20","0.0958226546645164"
"500","50","0.0533972978591919"
"500","100","0.0190649945288897"
"0","0","0.086749792098999"
"25","20","0.426470726728439"
"25","50","0.413924723863602"
"25","100","0.235467299818993"
"100","20","0.194900184869766"
"100","50","0.186669990420341"
"100","100","0.101550370454788"
"250","20","0.0846323445439339"
"250","50","0.0810535848140717"
"250","100","0.0461647734045982"
"500","20","0.0846323445439339"
"500","50","0.0810535848140717"
"500","100","0.0461647734045982"
"0","0","0.177581667900085"
"25","20","0.357231020927429"
"25","50","0.310448676347733"
"25","100","0.206569850444794"
"100","20","0.182601228356361"
"100","50","0.156147986650467"
"100","100","0.109216451644897"
"250","20","0.182601228356361"
"250","50","0.156147986650467"
"250","100","0.109216451644897"
"500","20","0.182601228356361"
"500","50","0.156147986650467"
"500","100","0.109216451644897"
"0","0","0.172799810767174"
"25","20","0.726612329483032"
"25","50","0.726268947124481"
"25","100","0.342177033424377"
"100","20","0.299332350492477"
"100","50","0.283266842365265"
"100","100","0.13935874402523"
"250","20","0.162803456187248"
