"Window Length","Window Start","Spectral Energy"
"500","100","0.201356053352356"
"0","0","0.161656931042671"
"25","20","0.558151006698608"
"25","50","0.473710536956787"
"25","100","0.381368845701218"
"100","20","0.296647846698761"
"100","50","0.252575814723969"
"100","100","0.141252547502518"
"250","20","0.149199113249779"
"250","50","0.130478993058205"
"250","100","0.0773287788033485"
"500","20","0.149199113249779"
"500","50","0.130478993058205"
"500","100","0.0773287788033485"
"0","0","0.223892003297806"
"25","20","0.439540475606918"
"25","50","0.415080577135086"
"25","100","0.340637177228928"
"100","20","0.296756029129028"
"100","50","0.284442484378815"
"100","100","0.229268074035645"
"250","20","0.22608844935894"
"250","50","0.216674253344536"
"250","100","0.181654050946236"
"500","20","0.22608844935894"
"500","50","0.216674253344536"
"500","100","0.181654050946236"
"0","0","0.210150986909866"
"25","20","0.882241785526276"
"25","50","0.91301816701889"
"25","100","0.808303534984589"
"100","20","0.361716389656067"
"100","50","0.35477802157402"
"100","100","0.295032531023026"
"250","20","0.208517029881477"
"250","50","0.204518169164658"
"250","100","0.175277426838875"
"500","20","0.208517029881477"
"500","50","0.204518169164658"
"500","100","0.175277426838875"
"0","0","0.0979006737470627"
"25","20","0.445981502532959"
"25","50","0.407037109136581"
"25","100","0.313115268945694"
"100","20","0.213614746928215"
"100","50","0.201771900057793"
"100","100","0.162994757294655"
"250","20","0.103703655302525"
"250","50","0.0976675003767014"
"250","100","0.0805013999342918"
"500","20","0.0972484052181244"
"500","50","0.0915801152586937"
"500","100","0.0770808830857277"
"0","0","0.270894795656204"
"25","20","0.433619648218155"
"25","50","0.315331369638443"
"25","100","0.163299441337585"
"100","20","0.247849687933922"
"100","50","0.198974907398224"
"100","100","0.101411007344723"
"250","20","0.247849687933922"
"250","50","0.198974907398224"
"250","100","0.101411007344723"
"500","20","0.247849687933922"
"500","50","0.198974907398224"
"500","100","0.101411007344723"
"0","0","0.178867354989052"
"25","20","0.500611364841461"
"25","50","0.443248420953751"
"25","100","0.295232027769089"
"100","20","0.271805107593536"
"100","50","0.254848092794418"
"100","100","0.192139983177185"
"250","20","0.172033995389938"
"250","50","0.160432294011116"
"250","100","0.124902367591858"
"500","20","0.172033995389938"
"500","50","0.160432294011116"
"500","100","0.124902367591858"
"0","0","0.349260032176971"
"25","20","0.790391266345978"
"25","50","0.722466170787811"
"25","100","0.606862127780914"
"100","20","0.351724207401276"
"100","50","0.317013084888458"
"100","100","0.249250888824463"
"250","20","0.351724207401276"
"250","50","0.317013084888458"
"250","100","0.249250888824463"
"500","20","0.351724207401276"
"500","50","0.317013084888458"
"500","100","0.249250888824463"
"0","0","0.18746617436409"
"25","20","0.875954449176788"
"25","50","0.842073917388916"
"25","100","0.579900085926056"
"100","20","0.390560030937195"
"100","50","0.377625823020935"
"100","100","0.290097028017044"
"250","20","0.178249567747116"
"250","50","0.17232620716095"
"250","100","0.135847717523575"
"500","20","0.178249567747116"
"500","50","0.17232620716095"
"500","100","0.135847717523575"
"0","0","0.0834682434797287"
"25","20","0.52407968044281"
"25","50","0.456884056329727"
"25","100","0.219738319516182"
"100","20","0.245459407567978"
"100","50","0.223364129662514"
"100","100","0.148431271314621"
"250","20","0.114388138055801"
"250","50","0.104425422847271"
"250","100","0.070703849196434"
"500","20","0.0806108862161636"
"500","50","0.0735950693488121"
"500","100","0.051438681781292"
"0","0","0.195527151226997"
"25","20","0.64512974023819"
"25","50","0.583520412445068"
"25","100","0.389856189489365"
"100","20","0.388486683368683"
"100","50","0.364873439073563"
"100","100","0.239514604210854"
"250","20","0.19322806596756"
"250","50","0.184335097670555"
"250","100","0.127449631690979"
"500","20","0.19322806596756"
"500","50","0.184335097670555"
"500","100","0.127449631690979"
"0","0","0.0645944401621819"
"25","20","0.261411905288696"
"25","50","0.233630955219269"
"25","100","0.187348127365112"
"100","20","0.140469059348106"
"100","50","0.122378714382648"
"100","100","0.0692246183753014"
"250","20","0.0609797574579716"
"250","50","0.0531518906354904"
"250","100","0.0323474630713463"
"500","20","0.0609797574579716"
"500","50","0.0531518906354904"
"500","100","0.0323474630713463"
"0","0","0.114787667989731"
"25","20","0.407502025365829"
"25","50","0.370820075273514"
"25","100","0.221013888716698"
"100","20","0.255677878856659"
"100","50","0.24056613445282"
"100","100","0.138687148690224"
"250","20","0.118412517011166"
"250","50","0.110316306352615"
"250","100","0.067139245569706"
"500","20","0.115839660167694"
"500","50","0.11031648516655"
"500","100","0.067139245569706"
"0","0","0.135434374213219"
"25","20","0.267323464155197"
"25","50","0.247098803520203"
"25","100","0.220738455653191"
"100","20","0.186541557312012"
"100","50","0.17903508245945"
"100","100","0.148431986570358"
"250","20","0.131523951888084"
"250","50","0.126162514090538"
"250","100","0.108558058738708"
"500","20","0.131523951888084"
"500","50","0.126162514090538"
"500","100","0.108558058738708"
"0","0","0.129953101277351"
"25","20","0.572765946388245"
"25","50","0.603858232498169"
"25","100","0.534622490406036"
"100","20","0.237509921193123"
"100","50","0.233061507344246"
"100","100","0.196908801794052"
"250","20","0.129112809896469"
"250","50","0.126688688993454"
"250","100","0.110094286501408"
"500","20","0.129112809896469"
"500","50","0.126688688993454"
"500","100","0.110094286501408"
"0","0","0.0693860575556755"
"25","20","0.347350835800171"
"25","50","0.325311601161957"
"25","100","0.214409530162811"
"100","20","0.173590809106827"
"100","50","0.162629917263985"
"100","100","0.121150158345699"
"250","20","0.0840301141142845"
"250","50","0.0790988281369209"
"250","100","0.0609998591244221"
"500","20","0.0675304085016251"
"500","50","0.0635655596852303"
"500","100","0.0508351176977158"
"0","0","0.0336554124951363"
"25","20","0.183562576770782"
"25","50","0.143490254878998"
"25","100","0.0753809958696365"
"100","20","0.061118271201849"
"100","50","0.0471867956221104"
"100","100","0.0244284849613905"
"250","20","0.0313875004649162"
"250","50","0.0242330972105265"
"250","100","0.0128946388140321"
"500","20","0.0313875004649162"
"500","50","0.0242330972105265"
"500","100","0.0128946388140321"
"0","0","0.114789068698883"
"25","20","0.301481336355209"
"25","50","0.257988482713699"
"25","100","0.186245873570442"
"100","20","0.168514609336853"
"100","50","0.154314741492271"
"100","100","0.121354639530182"
"250","20","0.108515918254852"
"250","50","0.102952070534229"
"250","100","0.0826858505606651"
"500","20","0.108515918254852"
"500","50","0.102952070534229"
"500","100","0.0826858505606651"
"0","0","0.0650836452841759"
"25","20","0.357805103063583"
"25","50","0.358079075813293"
"25","100","0.290095299482346"
"100","20","0.154320299625397"
"100","50","0.142365753650665"
"100","100","0.107254326343536"
"250","20","0.0651785433292389"
"250","50","0.0601300597190857"
"250","100","0.0453031547367573"
"500","20","0.0637617334723473"
"500","50","0.0601301416754723"
"500","100","0.0453031584620476"
"0","0","0.101626947522163"
"25","20","0.423439145088196"
"25","50","0.370658904314041"
"25","100","0.32274118065834"
"100","20","0.189446225762367"
"100","50","0.171430140733719"
"100","100","0.1293835490942"
"250","20","0.0955220237374306"
"250","50","0.0888432189822197"
"250","100","0.0689085125923157"
"500","20","0.0955220237374306"
"500","50","0.0888432189822197"
"500","100","0.0689085125923157"
"0","0","0.060339380055666"
"25","20","0.358105808496475"
"25","50","0.316001445055008"
"25","100","0.115474462509155"
"100","20","0.17249470949173"
"100","50","0.157625570893288"
"100","100","0.0961468815803528"
"250","20","0.08006751537323"
"250","50","0.0736316964030266"
"250","100","0.0453044325113297"
"500","20","0.0572872683405876"
"500","50","0.0535368286073208"
"500","100","0.034050814807415"
"0","0","0.0345986001193523"
"25","20","0.216215237975121"
"25","50","0.230157911777496"
"25","100","0.239104554057121"
"100","20","0.170313715934753"
"100","50","0.167710810899734"
"100","100","0.148136854171753"
"250","20","0.0848096460103989"
"250","50","0.082953080534935"
"250","100","0.0723326653242111"
"500","20","0.0439025387167931"
"500","50","0.0429448932409286"
"500","100","0.0374543219804764"
"0","0","0.216186687350273"
"25","20","0.695194900035858"
"25","50","0.676899135112762"
"25","100","0.548085153102875"
"100","20","0.584533274173737"
"100","50","0.581022143363953"
"100","100","0.495983839035034"
"250","20","0.328459084033966"
"250","50","0.322367280721664"
"250","100","0.274855643510818"
"500","20","0.218616649508476"
"500","50","0.217501431703568"
"500","100","0.187786057591438"
"0","0","0.108944684267044"
"25","20","0.63646787405014"
"25","50","0.548644244670868"
"25","100","0.396810322999954"
"100","20","0.333631694316864"
"100","50","0.292242705821991"
"100","100","0.209174886345863"
"250","20","0.146118849515915"
"250","50","0.128271788358688"
"250","100","0.0920324847102165"
"500","20","0.101190224289894"
"500","50","0.0902215912938118"
"500","100","0.065757729113102"
"0","0","0.22383876144886"
"25","20","0.461384385824203"
"25","50","0.48810002207756"
"25","100","0.307436496019363"
"100","20","0.392980247735977"
"100","50","0.36928328871727"
"100","100","0.276180922985077"
"250","20","0.224293351173401"
"250","50","0.210158199071884"
"250","100","0.169857382774353"
"500","20","0.224293351173401"
"500","50","0.210158199071884"
"500","100","0.169857382774353"
"0","0","0.050272960215807"
"25","20","0.367215126752853"
"25","50","0.335705190896988"
"25","100","0.2681944668293"
"100","20","0.250356376171112"
"100","50","0.238508582115173"
"100","100","0.163367092609406"
"250","20","0.112418249249458"
"250","50","0.107374414801598"
"250","100","0.0740364789962769"
"500","20","0.0577457584440708"
"500","50","0.0551429986953735"
"500","100","0.0380833521485329"
"0","0","0.737613677978516"
"25","20","0.859325170516968"
"25","50","0.843634903430939"
"25","100","0.641099810600281"
"100","20","0.750560224056244"
"100","50","0.688004493713379"
"100","100","0.478354781866074"
"250","20","0.750560224056244"
"250","50","0.688004493713379"
"250","100","0.478354781866074"
"500","20","0.750560224056244"
"500","50","0.688004493713379"
"500","100","0.478354781866074"
"0","0","0.214368209242821"
"25","20","0.498441308736801"
"25","50","0.41822537779808"
"25","100","0.365457504987717"
"100","20","0.532682061195374"
"100","50","0.536270916461945"
"100","100","0.54744678735733"
"250","20","0.460925668478012"
"250","50","0.440352916717529"
"250","100","0.413941651582718"
"500","20","0.247254148125648"
"500","50","0.236559346318245"
"500","100","0.221085846424103"
"0","0","0.0790187865495682"
"25","20","0.492650777101517"
"25","50","0.426796525716782"
"25","100","0.239722564816475"
"100","20","0.291821002960205"
"100","50","0.273832738399506"
"100","100","0.1882653683424"
"250","20","0.18587002158165"
"250","50","0.17832288146019"
"250","100","0.136211216449738"
"500","20","0.0998421162366867"
"500","50","0.0947228744626045"
"500","100","0.0717305466532707"
"0","0","0.162396550178528"
"25","20","0.347102075815201"
"25","50","0.368491649627686"
"25","100","0.207789435982704"
"100","20","0.275217980146408"
"100","50","0.262344509363174"
"100","100","0.184719488024712"
"250","20","0.158592939376831"
"250","50","0.154261559247971"
"250","100","0.115342728793621"
"500","20","0.158592939376831"
"500","50","0.154261559247971"
"500","100","0.115342728793621"
"0","0","0.0441945120692253"
"25","20","0.292953580617905"
"25","50","0.201579168438911"
"25","100","0.0428692512214184"
"100","20","0.115663073956966"
"100","50","0.0928871855139732"
"100","100","0.0464234054088593"
"250","20","0.0685560330748558"
"250","50","0.0560838133096695"
"250","100","0.0347506292164326"
"500","20","0.0422780476510525"
"500","50","0.0351339839398861"
"500","100","0.0222636926919222"
"0","0","0.0418087504804134"
"25","20","0.294895172119141"
"25","50","0.267470747232437"
"25","100","0.0637115389108658"
"100","20","0.109854996204376"
"100","50","0.100604221224785"
"100","100","0.0340994782745838"
"250","20","0.0472851023077965"
"250","50","0.0433487370610237"
"250","100","0.0150847490876913"
"500","20","0.0354822464287281"
"500","50","0.0330810807645321"
"500","100","0.0117170922458172"
"0","0","0.0851984769105911"
"25","20","0.228869095444679"
"25","50","0.260289788246155"
"25","100","0.243565201759338"
"100","20","0.20437128841877"
"100","50","0.213774904608727"
"100","100","0.177373915910721"
"250","20","0.162815392017365"
"250","50","0.161529123783112"
"250","100","0.135167270898819"
"500","20","0.0959040820598602"
"500","50","0.0933694392442703"
"500","100","0.0779313966631889"
"0","0","0.0549309253692627"
"25","20","0.414675384759903"
"25","50","0.347666949033737"
"25","100","0.20492647588253"
"100","20","0.175640538334846"
"100","50","0.151981756091118"
"100","100","0.0892310440540314"
"250","20","0.0742668434977531"
"250","50","0.0642668083310127"
"250","100","0.037756759673357"
"500","20","0.05305041000247"
"500","50","0.0459071584045887"
"500","100","0.0274063423275948"
"0","0","0.097942091524601"
"25","20","0.762489795684814"
"25","50","0.752280175685883"
"25","100","0.40531924366951"
"100","20","0.352132499217987"
"100","50","0.337550342082977"
"100","100","0.203209295868874"
"250","20","0.151715099811554"
"250","50","0.14534330368042"
"250","100","0.087344616651535"
"500","20","0.0961784571409225"
"500","50","0.0934562012553215"
"500","100","0.057816244661808"
"0","0","0.259766638278961"
"25","20","0.889881074428558"
"25","50","0.93135803937912"
"25","100","0.850281894207001"
"100","20","0.870102524757385"
"100","50","0.860547006130219"
"100","100","0.848629593849182"
"250","20","0.596911311149597"
"250","50","0.592566907405853"
"250","100","0.580725193023682"
"500","20","0.352507412433624"
"500","50","0.34988135099411"
"500","100","0.341409087181091"
"0","0","0.0352425873279572"
"25","20","0.451873332262039"
"25","50","0.302362829446793"
"25","100","0.223522648215294"
"100","20","0.196679159998894"
"100","50","0.139577940106392"
"100","100","0.0895585417747498"
"250","20","0.0880905240774155"
"250","50","0.0637219771742821"
"250","100","0.0429276749491692"
"500","20","0.0492042414844036"
"500","50","0.0365920066833496"
"500","100","0.0257078167051077"
"0","0","0.0566746592521667"
"25","20","0.9044389128685"
"25","50","0.859351873397827"
"25","100","0.412253648042679"
"100","20","0.333712339401245"
"100","50","0.298374235630035"
"100","100","0.144881263375282"
"250","20","0.157330527901649"
"250","50","0.142330050468445"
"250","100","0.0768233314156532"
"500","20","0.0817417353391647"
"500","50","0.0740558207035065"
"500","100","0.0405097790062428"
"0","0","0.0319580473005772"
"25","20","0.493341535329819"
"25","50","0.459903687238693"
"25","100","0.260291010141373"
"100","20","0.181931301951408"
"100","50","0.171520605683327"
"100","100","0.106390088796616"
"250","20","0.0784989893436432"
"250","50","0.0739118009805679"
"250","100","0.0463640093803406"
"500","20","0.0402365662157536"
"500","50","0.0378902219235897"
"500","100","0.0238014757633209"
"0","0","0.059878334403038"
"25","20","0.564217090606689"
"25","50","0.482843726873398"
"25","100","0.245378479361534"
"100","20","0.263153076171875"
"100","50","0.223938539624214"
"100","100","0.139400273561478"
"250","20","0.120962522923946"
"250","50","0.103652521967888"
"250","100","0.0674022063612938"
"500","20","0.0622077323496342"
"500","50","0.0533323623239994"
"500","100","0.034785557538271"
"0","0","0.105767466127872"
"25","20","0.177713587880135"
"25","50","0.308258682489395"
"25","100","0.235096946358681"
"100","20","0.289595276117325"
"100","50","0.297661066055298"
"100","100","0.206015855073929"
"250","20","0.151076212525368"
"250","50","0.147547662258148"
"250","100","0.0939962044358253"
"500","20","0.104812487959862"
"500","50","0.103907942771912"
"500","100","0.0729698687791824"
"0","0","0.0423401668667793"
"25","20","0.29139107465744"
"25","50","0.227263033390045"
"25","100","0.131513640284538"
"100","20","0.119130536913872"
"100","50","0.0979386866092682"
"100","100","0.0614158734679222"
"250","20","0.0517155528068542"
"250","50","0.0427627898752689"
"250","100","0.0270791631191969"
"500","20","0.0381553024053574"
"500","50","0.0315505675971508"
"500","100","0.0203134547919035"
"0","0","0.0788682550191879"
"25","20","0.487346917390823"
"25","50","0.426192164421082"
"25","100","0.262188971042633"
"100","20","0.193164020776749"
"100","50","0.167806163430214"
"100","100","0.107859939336777"
"250","20","0.0818890109658241"
"250","50","0.0711635872721672"
"250","100","0.0457468517124653"
"500","20","0.0767710581421852"
"500","50","0.0667159631848335"
"500","100","0.0438002422451973"
"0","0","0.0988282933831215"
"25","20","0.718569934368134"
"25","50","0.680707514286041"
"25","100","0.313914448022842"
"100","20","0.33821839094162"
"100","50","0.318853467702866"
"100","100","0.17128050327301"
"250","20","0.150761693716049"
"250","50","0.142131417989731"
"250","100","0.0777995362877846"
"500","20","0.0927117913961411"
"500","50","0.0873974710702896"
"500","100","0.0492386259138584"
"0","0","0.0623640716075897"
"25","20","0.501705944538116"
"25","50","0.487354010343552"
"25","100","0.179073438048363"
"100","20","0.207975506782532"
"100","50","0.188997015357018"
"100","100","0.0779419243335724"
"250","20","0.089437261223793"
"250","50","0.0812960416078568"
"250","100","0.0342113673686981"
"500","20","0.0611190348863602"
"500","50","0.0563945099711418"
"500","100","0.0245281849056482"
"0","0","0.148887142539024"
"25","20","0.498867511749268"
"25","50","0.483085870742798"
"25","100","0.48803499341011"
"100","20","0.495497554540634"
"100","50","0.490445703268051"
"100","100","0.476261496543884"
"250","20","0.351262122392654"
"250","50","0.343478679656982"
"250","100","0.33442234992981"
"500","20","0.210350528359413"
"500","50","0.206018358469009"
"500","100","0.2005465477705"
"0","0","0.127502486109734"
"25","20","0.379442453384399"
"25","50","0.330908507108688"
"25","100","0.379516124725342"
"100","20","0.419480860233307"
"100","50","0.40804922580719"
"100","100","0.338417857885361"
"250","20","0.203072905540466"
"250","50","0.195048794150352"
"250","100","0.163897767663002"
"500","20","0.126938149333"
"500","50","0.123615495860577"
"500","100","0.106200464069843"
"0","0","0.0580898597836494"
"25","20","0.443046182394028"
"25","50","0.420341372489929"
"25","100","0.214457467198372"
