Index,Drum Machine,Type,Duration,Equal Loudness,RMS,Temporal Centroid,Spectral Centroid,Spectral Kurtosis,Pitch Salience
1,Ace Tone Rhythm-Ace,ki,0.027027027,-0.502404979,-0.704318282,0.009525742,-0.339255677,0.324027727,0.485413684
2,Ace Tone Rhythm-Ace,ki,-0.041769042,-0.498116092,-0.65689441,-0.055290237,-0.329406446,0.21527743,0.488008081
3,Ace Tone Rhythm-Ace,ki,-0.113022113,-0.495578691,-0.608678501,-0.13217849,-0.325619493,0.256234605,0.508849907
4,Ace Tone Rhythm-Ace,ki,0.061425061,-0.498883823,-0.715969118,0.046917592,-0.244506231,0.104809618,0.471134591
5,Ace Tone Rhythm-Ace,ki,0.00982801,-0.502023176,-0.694064322,-0.009662248,-0.304448282,0.021284109,0.456249591
6,Ace Tone Rhythm-Ace,ki,-0.15970516,-0.493871864,-0.575131781,-0.177658687,-0.343127409,1.362374249,0.527073512
7,Ace Tone Rhythm-Ace,ki,-0.208845209,-0.488220269,-0.530656123,-0.228664951,-0.330294142,0.359135118,0.533577214
8,Ace Tone Rhythm-Ace,ki,-0.235872236,-0.562839114,-0.666663051,-0.255524247,-0.341925991,1.508101446,0.544510956
9,Ace Tone Rhythm-Ace,ki,-0.041769042,-0.495889107,-0.652565189,-0.060255717,-0.340626069,1.150731956,0.501437133
10,Ace Tone Rhythm-Ace,ki,-0.523341523,-0.319031507,0.022594835,-0.52131857,-0.360244634,2.277191317,0.604291507
11,Ace Tone Rhythm-Ace,sn,-0.736677116,-0.51116324,0.045236212,-0.735569328,1.391411706,0.300911088,-0.351589875
12,Ace Tone Rhythm-Ace,sn,-0.736677116,-0.450460165,0.154614556,-0.737809875,1.303362959,0.199069883,-0.262049272
13,Ace Tone Rhythm-Ace,sn,-0.623824451,-0.390659203,0.064946587,-0.608494616,1.411196443,0.043973812,-0.413706974
14,Ace Tone Rhythm-Ace,sn,-0.70846395,-0.250082699,0.400571355,-0.699181356,1.423682985,0.364467515,-0.281151468
15,Ace Tone Rhythm-Ace,sn,-0.717868339,-0.392086188,0.214661378,-0.717922529,1.259365696,0.004304672,-0.335471003
16,Ace Tone Rhythm-Ace,sn,-0.771159875,-0.523802886,0.080313754,-0.781616448,0.850787834,-0.138449208,0.032778947
17,Ace Tone Rhythm-Ace,sn,-0.705329154,-0.516140353,-0.021425263,-0.716227144,0.682210914,0.030125848,0.189439386
18,Ace Tone Rhythm-Ace,ki,1.15970516,-0.487447389,-1.097778213,1.095259064,-0.322895776,0.250789812,0.216874186
19,Ace Tone Rhythm-Ace,ki,1.095823096,-0.552888591,-1.215035091,1.050648313,-0.385361227,0.062416471,0.430297187
20,Ace Tone Rhythm-Ace,ki,1.16953317,-0.460924833,-1.051291183,1.107104116,-0.346488497,0.263312253,0.145214137
21,Ace Tone Rhythm-Ace,sn,-0.739811912,-0.046005085,0.689677692,-0.728031085,1.125796924,0.43006739,-0.128940341
22,Ace Tone Rhythm-Ace,sn,-0.724137931,0.002900888,0.71859061,-0.71350592,1.084479744,0.127863497,-0.391800743
23,Ace Tone Rhythm-Ace,sn,0.144200627,-0.435816017,-0.692856632,0.139214514,1.542995529,-1.528655024,-0.494758964
34,Akai MPC-60,ki,0.245700246,1.831408407,0.783255092,0.25729705,1.029402459,-0.236334498,-1.444500699
35,Akai MPC-60,ki,-0.147420147,-0.333009943,-0.317769402,-0.159637015,1.260201365,-0.285254118,-0.187644315
36,Akai MPC-60,sn,1.376175549,5.902055119,1.561423492,1.376947862,0.21332265,0.507236387,-0.816040743
37,Akai MPC-60,sn,0.705329154,-0.241099819,-0.692985724,0.655782541,-0.368236291,-0.63574145,0.372232425
38,Akai MPC-60,sn,0.987460815,0.84238677,0.141383985,0.921904282,0.176351379,-0.036683734,-0.375631553
39,Akai MPC-60,ki,-0.230958231,2.566769677,1.258289356,-0.209210989,0.999350752,-0.253124943,-1.303951248
40,Akai MPC-60,sn,1.369905956,7.118484667,1.761049607,1.413367565,0.193043881,0.50638195,-0.842651331
41,Akai MPC-60,sn,0.457680251,0.253033394,-0.056786881,0.432649847,-0.327280522,-0.737212907,0.398992421
42,Akai MPC-60,sn,0.498432602,2.78515433,1.184168212,0.648073121,0.023872913,0.789016427,-0.996166517
43,Akai XE-8,ki,-0.044226044,-0.637281919,-0.98070658,-0.039666015,0.583807358,-0.216216587,-0.418527529
44,Akai XE-8,ki,0.2997543,-0.555572929,-0.948827275,0.309913277,0.268645724,-0.241241567,-0.136119833
45,Akai XE-8,ki,0.705159705,-0.516996796,-1.020886402,0.698173162,0.371386363,-0.256598885,-0.599694495
46,Akai XE-8,ki,0.734643735,-0.41719634,-0.848159183,0.738318023,0.394218245,-0.23810173,-0.364777169
47,Akai XE-8,ki,0.813267813,-0.043456674,-0.407683665,0.839357276,0.261629916,-0.249017415,-0.031876763
48,Akai XE-8,sn,-0.388714734,0.145887327,0.429497916,-0.351845854,-0.427131456,-0.030319852,0.76184764
49,Akai XE-8,sn,0.871473354,-0.125873981,-0.619089981,0.841164477,-0.463493567,0.088523997,-0.483048053
50,Akai XE-8,sn,0.338557994,-0.273875039,-0.561210102,0.343997648,-0.548598179,0.121853474,0.047997481
51,Akai XE-8,sn,1.031347962,-0.034902298,-0.57819814,0.994584737,-0.475626025,-0.036782722,0.007347951
52,Akai XE-8,ki,0.157248157,-0.495744799,-0.755506953,0.152533337,0.267523182,-0.237197176,-0.090927442
53,Akai XE-8,ki,-0.30958231,-0.452479829,-0.387074757,-0.306630526,0.371416512,-0.247363225,-0.268951448
54,Akai XE-8,ki,0.371007371,-0.33752285,-0.589203017,0.377638227,0.394207138,-0.23704001,-0.307157772
55,Akai XE-8,ki,-0.41031941,-0.590771557,-0.584899762,-0.419100154,0.583592763,-0.182200585,-0.41824376
56,Akai XE-8,sn,0.10031348,-0.135348561,-0.244560288,0.103143424,-0.548647729,0.04700112,0.301236148
57,Akai XE-8,sn,1.018808777,0.139901862,-0.398145874,0.967266664,-0.475620163,-0.019304615,0.007438429
58,Akai XE-8,sn,0.868338558,0.035101827,-0.442485032,0.831662699,-0.463536248,0.086429421,-0.483761085
59,Akai XE-8,sn,-0.388714734,0.348019461,0.604864417,-0.352659592,-0.427156735,-0.04923569,0.76186399
60,Akai XR-10,ki,-0.30958231,0.576639356,0.595348601,-0.317122451,0.930565023,-0.269347634,-0.678026694
61,Akai XR-10,ki,-0.555282555,0.693541424,0.900977496,-0.579934067,1.361829437,-0.276344429,-0.945110243
62,Akai XR-10,ki,-0.4004914,0.115091209,0.355453102,-0.416370037,1.430581163,-0.289742983,-0.161344474
63,Akai XR-10,ki,-0.105651106,1.088268973,0.699280123,-0.115611949,1.609091073,-0.262751653,-0.794477514
64,Akai XR-10,ki,-0.842751843,-0.074409175,0.899268351,-0.885528466,-0.235381408,0.18433563,0.616086253
65,Akai XR-10,ki,-0.398034398,1.232641677,0.978795941,-0.407779682,1.624546871,-0.265460305,-0.99940242
66,Akai XR-10,ki,-0.69041769,-0.145164937,0.466106864,-0.707387548,0.785689038,-0.227230232,-0.130301097
67,Akai XR-10,ki,-0.218673219,0.635376595,0.558123229,-0.229077263,1.153694893,-0.284848241,-0.442445484
68,Akai XR-10,ki,0.208845209,1.165389105,0.561975344,0.202932903,1.623552936,-0.276892151,-1.95344105
69,Akai XR-10,ki,-0.233415233,0.614309694,0.55476625,-0.22499934,0.432449028,0.029238414,0.092643126
70,Akai XR-10,sn,-0.166144201,0.501004057,0.526375038,-0.174408669,0.782480045,0.427375296,-0.58617469
71,Akai XR-10,sn,0.463949843,0.617873542,0.220637027,0.449166059,0.067967444,-0.383911994,-0.541634751
72,Akai XR-10,sn,0.084639498,2.079767538,1.169837476,0.106212668,-0.332815992,-1.03522727,0.657986621
73,Akai XR-10,sn,0.764890282,1.775952621,0.702050427,0.760248585,0.667919516,0.531888221,-0.559305961
74,Akai XR-10,sn,1.147335423,0.820047115,0.072503253,1.060271581,0.106690817,-0.165563701,-0.452640352
75,Akai XR-10,sn,0.435736677,-0.035862387,-0.320613848,0.393995726,-0.007179862,0.394641159,-0.103103303
76,Akai XR-10,sn,-0.774294671,-0.373155557,0.331663203,-0.78336294,0.694567949,-0.54991669,0.075687181
77,Akai XR-10,sn,0.178683386,0.23302493,0.080105943,0.153508567,-0.409984672,-0.472936379,0.756624343
78,Akai XR-10,sn,0.65830721,0.333509345,-0.082080678,0.60487003,0.030403957,-0.378207585,-0.215720164
79,Akai XR-10,sn,0.078369906,0.119165212,0.034804628,0.095334363,0.084139719,-0.339952663,-0.818846166
80,Akai XR-10,ki,-0.171990172,0.029833166,0.103498233,-0.160801614,1.056946582,-0.257822089,-0.780790625
81,Akai XR-10,ki,-0.142506143,0.240797517,0.254298913,-0.125704137,0.370344748,-0.002123974,0.179361893
82,Akai XR-10,ki,-0.525798526,0.245457872,0.584300254,-0.542552429,1.376438342,-0.273648325,-0.861308012
83,Akai XR-10,ki,-0.358722359,-0.155103556,0.062511844,-0.371762135,1.452344077,-0.272162546,-0.215261384
84,Akai XR-10,ki,0.044226044,0.856900251,0.50729732,0.04025686,1.628728141,-0.266476042,-0.961131795
85,Akai XR-10,ki,-0.324324324,-0.469574504,-0.408163809,-0.338822955,-0.222161946,-0.178996761,0.466941096
86,Akai XR-10,ki,-0.434889435,0.663371881,0.750146091,-0.443525884,1.652109129,-0.263488905,-1.019082185
87,Akai XR-10,ki,-0.147420147,-0.467915584,-0.534530041,-0.150250465,0.792639711,-0.251051489,-0.044134899
88,Akai XR-10,ki,-0.312039312,0.057193599,0.230582663,-0.316512527,1.217769515,-0.276148658,-0.535211309
89,Akai XR-10,ki,0.176904177,0.778303592,0.401026691,0.178597568,1.611338121,-0.273043071,-1.951253964
90,Akai XR-10,sn,-0.225705329,-0.114879078,0.010888595,-0.229106628,0.820327824,0.440456214,-0.604864496
91,Akai XR-10,sn,0.084639498,-0.091536102,-0.187559447,0.115572891,0.161206369,-0.144068981,-0.881024696
92,Akai XR-10,sn,0.426332288,0.508386722,0.161654879,0.423748158,0.140773547,-0.241892997,-0.579415245
93,Akai XR-10,sn,0.094043887,1.665462479,0.995307641,0.127389749,-0.293128184,-1.070094343,0.644143596
94,Akai XR-10,sn,0.717868339,3.217663827,1.212822307,0.732135755,0.710643872,0.32253523,-0.517714346
95,Akai XR-10,sn,1.495297806,0.069062863,-0.62670961,1.390758997,0.18850069,0.314082089,-0.513479484
96,Akai XR-10,sn,0.648902821,-0.482489916,-1.033807776,0.605557898,0.081150797,1.031439155,-0.148757633
97,Akai XR-10,sn,-0.736677116,-0.454732402,0.146551536,-0.743945923,0.717494562,-0.391314708,0.049610534
98,Akai XR-10,sn,0.310344828,-0.302594933,-0.585699833,0.28905019,-0.282512628,-0.163863155,0.544695061
99,Akai XR-10,sn,1.181818182,-0.287921049,-0.939779245,1.099495213,0.111057058,-0.041540881,-0.530334406
100,Alesis D4 fx,ki,1.16953317,-0.021699563,-0.488640774,1.11177541,0.840021669,-0.264090003,-0.978344078
101,Alesis D4 fx,ki,0.326781327,-0.318472387,-0.546473995,0.35906419,-0.17181199,-0.049322888,0.046138779
102,Alesis D4 fx,sn,-0.147335423,1.325688349,1.012011044,-0.118279288,-0.051866975,1.287865793,-0.609464922
103,Alesis D4 fx,sn,1.451410658,-0.400787755,-1.194672156,1.346808464,-0.58925326,0.102223575,0.288197904
104,Alesis D4 fx,sn,1.501567398,-0.080856579,-0.786441461,1.415208822,0.042183613,-0.517405612,-0.736383151
105,Alesis D4 fx,sn,1.191222571,-0.042172797,-0.643090918,1.121587123,0.211520907,-0.992290211,-0.431068574
106,Alesis D4 fx,sn,2.037617555,0.141200542,-0.708021556,1.926310413,0.007603188,-0.240233071,-0.944399562
107,Alesis D4 fx,sn,1.768025078,0.083034561,-0.692575454,1.654372833,0.310999806,-1.095888405,-0.66242359
108,Alesis D4 fx,sn,3.134796238,-0.441638064,-1.667411546,2.794238476,-0.175717765,-0.594325889,-0.588806181
109,Alesis D4 fx,sn,2.893416928,0.245972884,-0.808611271,2.626549734,0.2858168,-0.712599323,-0.897451432
110,Alesis D4 fx,sn,2.410658307,0.558487476,-0.459666492,2.342440621,0.051641483,-0.855142253,-0.796070114
111,Alesis D4 fx,sn,2.445141066,0.234404697,-0.722660302,2.25580326,0.231161483,-0.809109695,-0.766034961
112,Alesis D4 fx,sn,5.78369906,0.469496936,-1.071583813,4.951892769,-0.234452833,-1.066621067,-0.300740581
113,Alesis D4 fx,sn,0.673981191,1.080446439,0.409901497,0.672105665,0.631889232,0.224779769,-1.003864119
114,Alesis D4 fx,sn,-0.467084639,-0.224281922,0.115615164,-0.474487943,0.67242772,0.666269304,-0.58214015
115,Alesis D4 fx,sn,2.78369906,0.991125078,-0.264641848,2.550097933,0.313031987,0.824155881,-0.941551837
116,Alesis D4 fx,sn,1.912225705,0.629661978,-0.287158309,1.848465742,-0.012995045,-0.211983066,-0.4098949
117,Alesis D4 fx,sn,-0.507836991,1.08975526,1.22966432,-0.503360474,1.01897257,-0.405484111,-0.56794553
118,Alesis D4 fx,sn,0.905956113,0.866858982,0.190002744,0.86513916,0.879994354,1.03219249,-0.973303279
119,Alesis D4 fx,sn,1.347962382,1.071943106,0.150691277,1.310282265,0.249680823,0.515892374,-1.05494314
120,Alesis D4 fx,sn,1.805642633,0.720118552,-0.196261786,1.795304184,0.169498857,-0.212088461,-0.779906241
121,Alesis DM5,ki,0.223587224,1.423760923,0.655453533,0.223141248,-0.296255387,0.000600897,0.24821398
122,Alesis DM5,ki,-0.28992629,0.386998242,0.460397062,-0.280169623,-0.256180063,0.551255477,0.515100199
123,Alesis DM5,ki,1.056511057,-0.102291482,-0.538311384,1.030177382,-0.225348223,0.04912137,-0.3785642
124,Alesis DM5,ki,-0.69041769,0.184320492,0.766047614,-0.66763979,-0.39170262,1.146932394,0.62755886
125,Alesis DM5,ki,0.970515971,0.481371488,-0.056387569,0.952181819,-0.226339797,0.15924252,-0.207381003
126,Alesis DM5,ki,1.181818182,-0.044001626,-0.514007331,1.146645663,0.340498569,-0.190597505,-0.87714193
127,Alesis DM5,ki,-0.329238329,0.257470478,0.403037861,-0.324675899,-0.135327848,0.663825306,0.19018685
128,Alesis DM5,ki,0.398034398,-0.382969636,-0.670693899,0.393147654,0.179510647,-0.210662015,0.130087322
129,Alesis DM5,ki,0.12039312,-0.319344734,-0.452036806,0.111446049,0.035921398,-0.235427814,0.314721074
130,Alesis DM5,ki,0.911547912,-0.017786819,-0.413417972,0.930900022,0.590656779,-0.239815569,-1.324442052
131,Alesis DM5,ki,0.189189189,-0.510405885,-0.802909262,0.180473502,0.406027673,-0.238435329,0.088177246
132,Alesis DM5,ki,0.331695332,-0.484148611,-0.815903824,0.323268599,0.231999616,-0.159488237,0.052247186
133,Alesis DM5,ki,1.30958231,0.094825596,-0.42201433,1.259667334,-0.279332516,0.183526281,-0.007532733
134,Alesis DM5,ki,1.471744472,-0.469256859,-1.141160355,1.383271108,0.005850914,-0.135480638,-0.348372973
135,Alesis DM5,ki,1.486486486,-0.162496193,-0.711558579,1.404219057,0.388752808,-0.230081846,-0.163206891
136,Alesis DM5,ki,1.314496314,-0.416178992,-1.011397784,1.239759409,0.041523714,-0.164661975,-0.348584851
137,Alesis DM5,ki,0.803439803,-0.081951378,-0.442526829,0.792941423,0.05290656,-0.153007888,-0.165340849
138,Alesis DM5,ki,0.223587224,-0.032094768,-0.17318256,0.271649832,0.452817531,-0.251152316,-2.123610606
139,Alesis DM5,ki,0.142506143,-0.398081282,-0.580121125,0.130524943,0.186238376,-0.131876363,0.276670549
140,Alesis DM5,ki,-0.105651106,-0.444657591,-0.519853886,-0.114233563,0.239725173,-0.277523511,0.386374166
141,Alesis DM5,ki,0.402948403,-0.164262942,-0.386720681,0.396344148,0.099432784,-0.197179432,-0.092975173
142,Alesis DM5,ki,0.240786241,-0.240963515,-0.407034911,0.242491863,0.508466066,-0.229025463,-0.326539222
143,Alesis DM5,ki,1.417690418,-0.016258441,-0.546469349,1.346697219,-0.116540054,0.110003284,-1.291995328
144,Alesis DM5,ki,0.422604423,0.295097217,0.007674572,0.437037719,0.335446377,-0.242147661,-0.635046266
145,Alesis DM5,ki,0.432432432,-0.295648158,-0.558823552,0.422565306,0.100137433,-0.25887508,-0.5619562
146,Alesis DM5,ki,0.014742015,1.244634857,0.692744681,0.055425775,0.47801071,-0.059622711,-1.946063378
147,Alesis DM5,ki,0.036855037,0.141067207,0.071291766,0.082157164,0.107996657,0.098835983,-1.104513663
148,Alesis DM5,ki,0.324324324,-0.230425974,-0.431022178,0.326170261,0.16096854,0.185972112,-0.057822631
149,Alesis DM5,ki,0.484029484,-0.267908625,-0.54253913,0.475283429,0.269797658,-0.13748122,-0.405453926
150,Alesis DM5,ki,-0.43980344,-0.385295395,-0.16277126,-0.446576897,0.183376108,-0.021029817,-0.049935925
151,Alesis DM5,ki,0.862407862,-0.487421281,-1.013008748,0.825929831,0.45470551,-0.148460945,-0.209032596
152,Alesis DM5,ki,-0.253071253,-0.260174279,-0.146156896,-0.247467447,0.466934607,0.302142202,-0.288406475
153,Alesis DM5,ki,0.619164619,-0.495264771,-0.948257901,0.60863372,0,-0.094858212,0
154,Alesis DM5,ki,-0.471744472,-0.284941187,0.012784414,-0.490628458,0.186730962,-0.003944535,0.169941234
155,Alesis DM5,ki,1.55036855,-0.154474546,-0.717245167,1.464702319,0.288763212,-0.256548959,-0.496286076
156,Alesis DM5,ki,-0.658476658,-0.57850999,-0.264907474,-0.676626254,0.503365515,-0.272429181,0.273497441
157,Alesis DM5,ki,0.407862408,-0.09453457,-0.314308526,0.393291577,0.599177544,-0.255063449,-0.531634684
158,Alesis DM5,ki,0.680589681,-0.228079219,-0.563624696,0.662166041,0.404752951,-0.148319469,-0.150253668
159,Alesis DM5,ki,0.088452088,0.460525284,0.268084859,0.09701491,0.004108466,-0.288770753,0.380773633
160,Alesis DM5,ki,2.213759214,0.760275188,-0.181855351,2.121533131,0.026250511,-0.029570171,-1.97869626
161,Alesis DM5,ki,1.884520885,0.857199821,-0.071653115,1.776337396,-0.300914621,-0.150556028,-0.764364714
162,Alesis DM5,ki,-0.206388206,-0.511494073,-0.577930329,-0.214658862,0.147744602,-0.267123596,0.424386532
163,Alesis DM5,ki,-0.14987715,0.189824785,0.220934425,-0.150518103,0.304002073,-0.288783112,-0.469330151
164,Alesis DM5,ki,0.695331695,-0.490502904,-0.965280978,0.667341976,0.28369349,0.017553609,-0.115109138
165,Alesis DM5,ki,0.368550369,-0.011813818,-0.217519574,0.42416135,0.036491849,0.142668124,0.344270764
166,Alesis DM5,ki,1.039312039,-0.499882257,-1.088924637,0.988554711,0.031945164,-0.180382541,-0.079079147
167,Alesis DM5,ki,2.257985258,0.188472045,-0.544689032,2.087939153,-0.115866348,-0.194031283,-0.945518187
168,Alesis DM5,ki,0.093366093,0.45457799,0.261819916,0.102408073,0.039637511,-0.292146331,0.367183933
169,Alesis DM5,ki,0.2997543,-0.099167393,-0.273735447,0.292645289,0.206541292,0.027132483,-0.165873811
170,Alesis DM5,ki,1.371007371,0.026672196,-0.495998395,1.292135085,0.329165858,-0.253822613,-0.450927134
171,Alesis DM5,ki,1.572481572,-0.161560456,-0.73003154,1.497449531,-0.025020521,-0.124135877,-0.028624595
172,Alesis DM5,ki,0.393120393,0.656306931,0.241725293,0.403256288,0.275272994,-0.296229329,-0.062238546
173,Alesis DM5,ki,-0.073710074,-0.634323827,-0.954733781,-0.076712301,-0.266356022,-0.062498554,0.476999076
174,Alesis DM5,ki,0.380835381,-0.142513499,-0.353804778,0.377517629,-0.027476533,-0.185684994,0.161317067
175,Alesis DM5,ki,0.442260442,-0.354297944,-0.645079434,0.426483346,0.16979873,0.038642906,-0.18361716
176,Alesis DM5,ki,0.213759214,-0.36621028,-0.565017926,0.200813193,0.25398982,-0.263651186,0.064404338
177,Alesis DM5,ki,0.85995086,0.352640412,-0.105594313,0.839205937,-0.248034385,-0.01786905,-0.817798205
178,Alesis DM5,ki,0.007371007,-0.556497821,-0.807001345,0.001448252,0.31662832,-0.262807068,0.284709048
179,Alesis DM5,ki,-0.135135135,-0.398468708,-0.424222413,-0.114179928,0.089779541,0.232719677,0.254816559
180,Alesis DM5,ki,1.16953317,-0.336078238,-0.851570554,1.125299376,-0.077603073,0.089335955,-0.371962254
181,Alesis DM5,ki,0.867321867,0.020367052,-0.36498329,0.841813521,-0.06464496,-0.108514206,-0.139857527
182,Alesis DM5,ki,-0.42014742,0.04107596,0.310852461,-0.422403703,0.151962443,0.381109503,-0.836088431
183,Alesis DM5,ki,0.353808354,-0.190933019,-0.39671672,0.339488931,0.091494484,-0.034342731,0.206919088
184,Alesis DM5,ki,0.16953317,0.179064064,0.033264071,0.178040366,0.124149246,-0.206286217,0.089786886
185,Alesis DM5,ki,0.415233415,-0.500296886,-0.881492934,0.400219516,0.267620581,-0.012858111,-0.059281532
186,Alesis DM5,ki,5.334152334,0.451706146,-0.746960816,4.559190017,0.755107192,-0.163787664,-2.374109441
187,Alesis DM5,ki,0.71007371,-0.504763054,-0.997980692,0.69384195,0.136685348,-0.046361163,0.246663793
188,Alesis DM5,ki,0.216216216,-0.178784358,-0.32209922,0.213597771,-0.046664124,-0.257422087,0.162890023
189,Alesis DM5,ki,0.366093366,-0.457828568,-0.782007366,0.354118702,0.039261555,0.070301081,0.184614567
190,Alesis DM5,ki,0.577395577,-0.270169131,-0.580159697,0.563742218,0.254404652,-0.267272111,-0.0932406
191,Alesis DM5,ki,1.447174447,0.098925735,-0.451774215,1.383275407,-0.293920339,0.148418429,-0.092576506
192,Alesis DM5,ki,0.958230958,-0.344208992,-0.804660601,0.927221243,0.3302145,-0.238295183,-0.327192354
193,Alesis DM5,ki,3.714987715,-0.105608518,-1.018965346,3.237918891,0.240653143,-0.179821333,-1.414603045
194,Alesis DM5,ki,0.734643735,-0.336790137,-0.724723771,0.711802786,0.140045,-0.157137121,0.249370559
195,Alesis DM5,ki,0.759213759,-0.26010417,-0.629453909,0.731516593,0.315513561,-0.147557053,0.008625221
196,Alesis DM5,ki,-0.457002457,-0.43355392,-0.224259327,-0.46058949,-0.134696872,0.159959642,0.455973412
197,Alesis DM5,ki,0.398034398,-0.138960867,-0.356989643,0.394817647,0.287830481,-0.262899618,-0.523578265
198,Alesis DM5,ki,0.265356265,-0.463471363,-0.748728891,0.253265936,-0.170564054,0.117830859,0.412438306
199,Alesis DM5,ki,0.42997543,0.20738448,-0.0590232,0.418056207,0.040752269,-0.196325034,0.079721105
200,Alesis DM5,ki,0.366093366,-0.33652511,-0.5884769,0.348022588,0.38998378,-0.073818136,-0.203850759
201,Alesis DM5,ki,0.793611794,0.062182736,-0.305121115,0.77882973,0.113559002,-0.242292105,-0.407217678
202,Alesis DM5,ki,-0.103194103,0.514532644,0.409675586,-0.058919142,-0.390914943,0.558790776,0.593604851
203,Alesis DM5,ki,-0.105651106,-0.250077987,-0.233966946,-0.117322679,0.722387032,-0.099914862,-0.01603399
204,Alesis DM5,ki,-0.213759214,-0.392011772,-0.360778665,-0.204707318,0.075119519,-0.135251208,0.176210078
205,Alesis DM5,ki,1.243243243,0.409621273,-0.175431191,1.229521472,0.362417442,-0.200841525,-1.918247081
206,Alesis DM5,ki,-0.081081081,0.295942324,0.255016143,-0.039103869,-0.341140067,0.358404845,0.590376507
207,Alesis DM5,ki,0.243243243,-0.47661561,-0.762846368,0.265010382,0.143479043,-0.214575156,0.104279121
208,Alesis DM5,ki,-0.530712531,-0.392530104,-0.077650634,-0.538943623,0.203826368,-0.052166056,-0.259344842
209,Alesis DM5,ki,0.221130221,-0.225708583,-0.379351067,0.220532267,-0.036520184,0.207635602,0.217514668
210,Alesis DM5,ki,0.592137592,-0.297958033,-0.62204153,0.590572923,0.019146938,-0.203063862,0.070553434
211,Alesis DM5,ki,1.513513514,0.190172628,-0.394275066,1.459143415,-0.01683744,-0.041018179,-0.53772222
212,Alesis DM5,ki,0.294840295,-0.490979317,-0.812999115,0.349599607,-0.241201757,-0.024394634,0.285035825
213,Alesis DM5,ki,0.572481572,-0.401117882,-0.766111717,0.567488605,-0.127773892,0.114800418,0.382421853
214,Alesis DM5,ki,-0.090909091,0.110103021,0.120021978,-0.053953447,0.296700038,-0.233300711,0.367885766
215,Alesis DM5,ki,0.216216216,-0.326401213,-0.508276704,0.219378094,0.121328498,0.228534748,0.229588966
216,Alesis DM5,sn,0.833855799,-0.560214302,-1.257166937,0.758419191,-0.05933919,0.980645218,-0.714001632
217,Alesis DM5,sn,-0.200626959,-0.263614895,-0.195126477,-0.207157063,-0.665029143,2.437386364,0.230401939
218,Alesis DM5,sn,0.896551724,1.452435655,0.502959432,0.885598323,0.422716856,0.154549682,-0.85887707
219,Alesis DM5,sn,-0.009404389,-0.118804207,-0.156848729,-0.020793937,-1.372549135,-0.075262466,1.099262895
220,Alesis DM5,sn,1.451410658,-0.401928994,-1.196474175,1.319534676,-1.370790119,0.248426857,0.355426791
221,Alesis DM5,sn,3.567398119,0.608329829,-0.654857559,3.146664649,-0.788425193,0.391929459,-0.350184762
222,Alesis DM5,sn,2.746081505,0.697117653,-0.438244575,2.466314585,-0.906945307,0.3300081,0.2039256
223,Alesis DM5,sn,0.222570533,1.855319259,0.997953737,0.268748661,0.233659304,-0.018750986,-0.122525983
224,Alesis DM5,sn,0.128526646,-0.074486998,-0.195903348,0.100788277,-0.984947083,-0.246902311,0.749078133
225,Alesis DM5,sn,0.247648903,-0.007120279,-0.193168757,0.248390194,-0.504610807,-0.191541208,0.394748829
226,Alesis DM5,sn,4.673981191,0.221624294,-1.129289116,3.941048172,0.273279335,1.903034779,-0.889299454
227,Alesis DM5,sn,1.576802508,-0.080321049,-0.808518486,1.435442342,-0.572150347,-0.182568011,0.190915135
228,Alesis DM5,sn,0.702194357,0.16859735,-0.244855861,0.651378815,-0.973714031,0.433788064,0.260592968
229,Alesis DM5,sn,-0.322884013,-0.340294021,-0.196866802,-0.330920447,-0.611653052,0.324038953,0.325842601
230,Alesis DM5,sn,1.047021944,-0.584554972,-1.388341884,0.965440697,-0.208854928,1.879928057,-0.708439159
231,Alesis DM5,sn,-0.514106583,-0.508933359,-0.274021423,-0.512410768,0.160241568,0.025806119,-0.097718256
232,Alesis DM5,sn,0.692789969,-0.165308163,-0.591887804,0.648221265,-0.235047247,0.209605812,-0.117188318
233,Alesis DM5,sn,-0.181818182,0.395387179,0.458531218,-0.182264848,0.625754586,0.69865772,-0.472852019
234,Alesis DM5,sn,-0.059561129,-0.239583779,-0.270689481,-0.075015832,-0.967274027,-0.671645996,0.779169477
235,Alesis DM5,sn,0.260188088,-0.142503905,-0.351541462,0.232397231,-0.757421692,-0.389890816,0.599975888
236,Alesis DM5,sn,0.623824451,-0.05174221,-0.43053328,0.599601164,-0.699068002,0.389680474,0.055285906
237,Alesis DM5,sn,1.21630094,0.124269981,-0.483140899,1.122680542,-1.137837151,1.114267584,0.636685484
238,Alesis DM5,sn,1.545454545,-0.330025112,-1.116521429,1.418136379,-0.940936722,0.965905271,0.230948618
239,Alesis DM5,sn,0.109717868,-0.184259414,-0.313207108,0.090654515,-0.514459946,-0.561422382,0.323265556
240,Alesis DM5,sn,0.413793103,0.29391797,0,0.399615181,-0.911322539,2.247450558,0.355460601
241,Alesis DM5,sn,0.210031348,0.212140849,0.040045635,0.192680664,-0.759344699,-0.640916032,0.498238411
242,Alesis DM5,sn,0.915360502,0.468958019,-0.083663323,0.856225609,-0.860165105,-0.371526813,0.203899568
243,Alesis DM5,sn,2.250783699,-0.440004677,-1.475886331,1.997753523,-0.827783462,1.904859236,-0.492726456
244,Alesis DM5,sn,0.385579937,0.138235602,-0.12348268,0.360668727,-0.817688498,-0.314050951,0.353982788
