Index,Drum Machine,Type,Duration,Equal Loudness,RMS,Temporal Centroid,Spectral Centroid,Spectral Kurtosis,Pitch Salience
2130,Roland R-5,sn,0.517241379,0.11992099,-0.206221277,0.476790436,-0.259774871,-0.091281378,0.126404884
2131,Roland R-5,sn,0.457680251,-0.03056038,-0.32603223,0.423063057,-0.273017024,-0.19197714,-0.103441883
2132,Roland R-5,sn,0.115987461,-0.114830964,-0.234007495,0.091283731,-0.482279799,-0.797819614,0.670233735
2133,Roland R-5,sn,0.592476489,0.322236217,-0.062681275,0.562820854,-0.325533366,-0.352843357,-0.369148939
2134,Roland R-5,sn,1.786833856,0.641631713,-0.245014267,1.659249724,-0.141287179,-0.745498954,-0.263774075
2135,Roland R-5,sn,0.175548589,-0.078598208,-0.228944742,0.151398569,-0.102341794,0.063993896,0.104363889
2136,Roland R-5,sn,0.426332288,0.204454757,-0.083742512,0.394634168,-0.362993541,-0.348303356,-0.083392601
2137,Roland R-5,sn,0.222570533,-0.195366185,-0.394639097,0.201009284,-0.065348908,-0.013141849,0.076826732
2138,Roland R-5,sn,-0.156739812,0.350920548,0.405941997,-0.158012725,-0.655319678,0.128301223,0.587293367
2139,Roland R-5,sn,-0.322884013,0.081926145,0.308776816,-0.328298337,-0.742269355,-0.08272233,0.789626549
2140,Roland R-8,ki,0.056511057,-0.023405624,-0.08205365,0.060294949,0.86404493,-0.263404145,-0.517207593
2141,Roland R-8,ki,-0.049140049,0.077481048,0.067474506,-0.039072484,0.545147688,-0.173690338,-0.009010607
2142,Roland R-8,ki,-0.425061425,-0.093608838,0.187825308,-0.426548858,0.810803406,-0.043620062,-0.26220825
2143,Roland R-8,ki,0,-0.166184807,-0.197498316,0.012157295,0.571449958,-0.101154985,-0.056128873
2144,Roland R-8,ki,-0.624078624,0.013040216,0.520470068,-0.612364521,0.837843988,-0.249950155,-0.172086155
2145,Roland R-8,ki,0.049140049,0.103585579,0.034127025,0.060691998,0.450315615,-0.117634364,-0.26390496
2146,Roland R-8,sn,0.29153605,-0.084417615,-0.301754335,0.297721228,-0.39367538,-0.108571952,0.551606653
2147,Roland R-8,sn,0.379310345,0.044762388,-0.211064048,0.386912623,-0.593754595,-0.097924798,0.065673135
2148,Roland R-8,sn,0.043887147,0.068326111,0.007901821,0.052296814,-0.294067157,-0.151505011,0.633290642
2149,Roland R-8,sn,-0.07523511,0.304531846,0.304063513,-0.043701166,-0.585175067,-0.089831218,0.541085453
2150,Roland R-8,sn,-0.156739812,0.080460809,0.163125601,-0.135819987,-0.665584632,-0.053283569,0.743356252
2151,Roland R-8,ki,-0.171990172,0.631248485,0.524862901,-0.177896229,0.249727774,0.145028664,0.227686493
2152,Roland R-8,ki,-0.00982801,0.998963299,0.605365999,-0.013946167,1.37044813,-0.264779084,-0.946904143
2153,Roland R-8,sn,0.213166144,0.672990906,0.391902682,0.188796761,-0.355457396,-0.716112762,0.553118911
2154,Roland R-8,sn,-0.244514107,-0.453232599,-0.443835488,-0.251657864,0.037457426,0.555745587,0.484401418
2155,Roland R-8,sn,0.065830721,1.567299093,0.969853402,0.062873558,-0.348725405,-0.304470306,0.465119376
2156,Roland R-8,sn,0.514106583,1.977950076,0.894231815,0.501801864,-0.205941658,-0.396259119,-0.545846438
2157,Roland R-8,sn,-0.043887147,0.791336486,0.636986769,-0.060160177,-0.194629474,0.369981636,0.187059647
2158,Roland R-8,ki,-0.469287469,0.219397086,0.50386023,-0.486817957,1.132466954,-0.140359984,-0.605083994
2159,Roland R-8,ki,-0.336609337,0.213543051,0.381816236,-0.353255652,0.692592386,-0.034891285,-0.195616827
2160,Roland R-8,ki,-0.41031941,0.512063928,0.646537571,-0.427753173,0.446444299,0.030045979,-0.16818465
2161,Roland R-8,ki,-0.27027027,0.476624958,0.505585769,-0.280278935,0.607041076,-0.16649655,-0.112766042
2162,Roland R-8,ki,-0.687960688,0.491018059,0.980478901,-0.721777466,1.177685058,-0.176860688,-0.639105256
2163,Roland R-8,ki,0.063882064,1.072085899,0.596803712,0.047917632,1.512447188,-0.193886886,-0.739156307
2164,Roland R-8,ki,0.287469287,0.561473009,0.235806819,0.276391851,1.443460163,-0.149022146,-1.648059889
2165,Roland R-8,sn,-0.398119122,-0.206452934,0.061128905,-0.393576863,-0.149747459,-0.133657348,0.465840981
2166,Roland R-8,sn,-0.047021944,-0.214750662,-0.247489948,-0.054201466,0.074391878,-0.61264059,0.371151447
2167,Roland R-8,sn,-0.451410658,-0.141241086,0.195905182,-0.449222799,-0.214019278,0.000480974,0.408195019
2168,Roland R-8,sn,0.062695925,0.067093276,-0.005638183,0.067023304,0.153022872,-0.3199789,0.266404851
2169,Roland R-8,sn,-0.003134796,0.049339497,0.020364096,-0.007946661,0.003376895,-0.010480701,0.404845575
2170,Roland R-8,sn,0.018808777,0.147872554,0.100761857,0.014197838,0.299761808,-0.231724766,0.028382098
2171,Roland R-8,sn,-0.244514107,-0.230576891,-0.115032508,-0.255053116,0.020236821,-0.310175932,0.366300063
2172,Roland R-8,sn,0.250783699,0.34655542,0.132038568,0.269039809,0.122450757,-0.036264908,-0.326653255
2173,Roland R-8,sn,1.275862069,0.685474456,-0.060684368,1.259251661,0.287266658,-0.51229023,-0.607969251
2174,Roland R-8,sn,-0.282131661,-0.422200393,-0.359878483,-0.284061269,-0.248215212,-0.078317388,-0.100587609
2175,Roland R-8,sn,-0.206896552,-0.246083556,-0.166672237,-0.215793437,0.278298424,0.323859941,-0.117668567
2176,Roland R-8,sn,-0.037617555,-0.429363706,-0.563579594,-0.054194876,0.102866967,-0.271581311,-0.189160411
2177,Roland S50,ki,-0.378378378,0.203881436,0.408089532,-0.38843686,0.860573636,-0.204499733,-0.293837717
2178,Roland S50,ki,0.174447174,0.803013683,0.414652068,0.210171904,-0.183576157,0.315297539,0.183967338
2179,Roland S50,ki,0.857493857,1.267867691,0.358941735,0.844638224,1.230557388,-0.230076652,-1.244321541
2180,Roland S50,ki,0.832923833,0.771217755,0.14571973,0.803518798,1.274164068,-0.292200708,-1.783481474
2181,Roland S50,sn,1.188087774,2.318666165,0.748463576,1.154414466,0.07840367,0.465265148,-0.240902901
2182,Roland S50,sn,0.670846395,1.408428149,0.575768632,0.636351292,0.273249111,-0.168004513,-0.189532087
2183,Roland S50,sn,1.137931034,1.370987263,0.374267815,1.14022111,0.207659323,-0.9697936,-0.881713482
2184,Roland SC-88,ki,-0.481572482,0.060551166,0.389144097,-0.490935166,0.041087876,0.145468991,0.351291406
2185,Roland SC-88,ki,-0.297297297,-0.053843553,0.119647269,-0.307094431,0.566427084,-0.130129698,-0.026751426
2186,Roland SC-88,sn,-0.194357367,0.133766077,0.244139129,-0.20431076,-0.099856246,-0.126912954,0.529480417
2187,Roland SC-88,sn,-0.322884013,0.292730062,0.496204531,-0.327820362,-0.117329088,0.404289077,0.079670132
2188,Roland SH-09,ki,1.417690418,0.396677093,-0.226704889,1.344591374,-0.349450847,1.304472535,-0.107381815
2189,Roland SH-09,ki,-0.024570025,0.417814688,0.3029387,-0.025829591,-0.30446295,2.482340744,0.392305692
2190,Roland SH-09,ki,-0.014742015,0.190694794,0.13884764,-0.019429832,-0.3323357,2.221240029,0.442014771
2191,Roland SH-09,ki,0.014742015,0.188384992,0.120496314,0.009120632,-0.325817559,2.128350919,0.428612916
2192,Roland SH-09,ki,1.442260442,0.848397918,0.01966745,1.370368405,-0.328623591,1.770155677,-0.476633086
2193,Roland SH-09,ki,1.616707617,1.157636064,0.118285955,1.531507414,-0.314430652,2.183763983,-0.899704921
2194,Roland SH-09,ki,1.641277641,1.728775435,0.322439691,1.555951846,-0.282282077,3.257996111,-1.513394002
2195,Roland SH-09,ki,1.744471744,2.659683486,0.559562466,1.664340917,-0.235251574,4.624900656,-2.467499542
2196,Roland SH-09,ki,0.754299754,0.114055713,-0.248814666,0.726098924,-0.336622888,1.082899814,0.126541688
2197,Roland SH-09,ki,-0.063882064,-0.032327953,-0.020507735,-0.074431364,-0.347176267,1.867292562,0.511537488
2198,Roland SH-09,ki,-0.073710074,-0.037615858,-0.021621891,-0.077870236,-0.339558754,1.694515958,0.497941253
2199,Roland SH-09,ki,-0.083538084,0.408405027,0.331917064,-0.08720702,-0.304366647,2.753410561,0.392035627
2200,Roland SH-09,ki,0.636363636,2.000478787,0.679671617,0.646623401,-0.209531486,7.686915035,-0.854037333
2201,Roland SH-09,ki,1.796068796,1.735821397,0.291242905,1.698481133,-0.197495431,6.96727081,-2.383299301
2202,Roland SH-09,ki,1.152334152,2.067178227,0.542570257,1.142756215,-0.224263745,5.603387958,-1.281048515
2203,Roland SH-09,ki,-0.017199017,1.344022655,0.749293246,-0.013764517,-0.331739076,4.078802846,0.443305856
2204,Roland SH-09,ki,1.695331695,1.332835729,0.17187975,1.592787999,-0.332090238,1.346526242,-0.601145174
2205,Roland SH-09,ki,0.83046683,0.380717637,-0.076689927,0.79467322,-0.299595733,0.562518341,-0.210264439
2206,Roland SH-09,ki,-0.533169533,0.37166378,0.680460169,-0.545134162,-0.303540817,3.450744761,0.581916571
2207,Roland SH-09,ki,0.874692875,1.840055778,0.553457706,0.84363281,0.356032044,2.251319302,-1.584774393
2208,Roland SH-09,ki,1.208845209,2.079948595,0.532499485,1.154673496,0.295587622,2.975160657,-1.75234017
2209,Roland SH-09,ki,8.407862408,5.543446322,0.358110938,6.26022338,-0.376264054,3.082228661,-1.52230373
2210,Roland SH-09,ki,0.764127764,0.071091774,-0.288006049,0.735729141,-0.341080439,1.178710478,0.149017187
2211,Roland SH-09,ki,0.014742015,-0.758697314,-1.452552791,-0.006730275,-0.27530626,0.206837418,0.344626002
2212,Roland SH-09,ki,-0.054054054,-0.827722906,-1.818777564,-0.068818394,-0.337090718,0.208171696,0.523406655
2213,Roland SH-09,ki,-0.046683047,-0.769748185,-1.470958494,-0.053631207,-0.353669047,0.428302517,0.543093799
2214,Roland SH-09,ki,0.054054054,-0.71122779,-1.275568801,0.037269962,-0.32071936,0.34232571,0.465365188
2215,Roland SH-09,ki,0.267813268,-0.651718017,-1.179137395,0.250770244,-0.351176501,0.568125775,0.465966879
2216,Roland SH-09,ki,0.764127764,-0.154785728,-0.506624893,0.764495757,-0.393604308,1.606266435,0.491206067
2217,Roland SH-09,ki,0.479115479,-0.521471946,-0.948835197,0.461485376,-0.361125501,0.642718168,0.445306362
2218,Roland SH-09,ki,0.027027027,-0.500278483,-0.698204869,0.01376398,-0.344116273,0.703228586,0.526350598
2219,Roland SH-09,ki,-0.027027027,-0.578831433,-0.839061959,-0.034456222,-0.373382102,0.888740572,0.566184481
2220,Roland SH-09,ki,-0.046683047,-0.631424087,-0.962770729,-0.051342746,-0.379783831,0.665524175,0.576758768
2221,Roland SH-09,ki,-0.068796069,-0.597651339,-0.860418001,-0.080173315,-0.357023325,0.826811275,0.548059752
2222,Roland SH-09,ki,0.002457002,-0.844599028,-1.988061136,-0.012970311,-0.281108267,0.079954311,0.359847899
2223,Roland SH-09,ki,6.786240786,-0.643704477,-2.201040328,5.284212695,-0.386877377,0.030925168,-1.572225425
2224,Roland SH-09,ki,3.334152334,0.138257951,-0.748594056,3.010940862,-0.386104312,1.223318213,-0.169988248
2225,Roland SH-09,ki,3.886977887,0.263813305,-0.722070659,3.454034926,-0.395700913,1.469800225,-0.235684514
2226,Roland SH-09,ki,2.948402948,-0.281104103,-1.120597657,2.683053422,-0.381764836,0.814682488,-0.153241252
2227,Roland SH-09,ki,0.619164619,0.798368664,0.230050022,0.608081355,-0.236293303,1.925711436,-0.747213147
2228,Roland SH-09,ki,-0.090909091,0.731789139,0.522634631,-0.091525011,-0.250306122,3.439292436,0.187954437
2229,Roland SH-09,ki,-0.066339066,0.926665064,0.60325819,-0.060827214,-0.135654803,3.341890123,-0.372263521
2230,Roland SH-09,ki,-0.061425061,1.45984665,0.818031649,-0.064235346,0.55169373,3.193924971,-2.021130232
2231,Roland SH-09,ki,0.631449631,2.001305489,0.681628815,0.641935446,-0.209531014,7.135579101,-0.85404176
2232,Roland SH-09,ki,1.803439803,2.264980475,0.446203877,1.704920124,-0.197495034,6.207391972,-2.383295085
2233,Roland SH-09,ki,1.162162162,2.088987116,0.546228086,1.151780862,-0.22426299,5.101627506,-1.28105737
2234,Roland SH-09,ki,-0.012285012,1.633094362,0.849800552,-0.008866323,-0.331741607,4.070537043,0.443314289
2235,Roland SH-09,ki,1.692874693,1.336011086,0.172549233,1.591941018,-0.332088652,1.46044773,-0.60115192
2236,Roland SH-09,ki,0.832923833,0.764611727,0.142368602,0.80047719,-0.299595384,0.529358557,-0.285150091
2237,Roland SH-09,ki,-0.506142506,0.668398556,0.826618997,-0.517317498,-0.303546314,3.174087826,0.559960964
2238,Roland SH-09,ki,0.864864865,1.839893942,0.556409511,0.834452094,0.355972426,2.159990303,-1.584850184
2239,Roland SH-09,ki,1.208845209,2.08388931,0.532554139,1.158460834,0.295588907,2.825284329,-1.752337008
2241,Roland SH-09,ki,1.41031941,1.441441557,0.275423766,1.337952676,-0.349450412,1.294765292,-0.107384344
2242,Roland SH-09,ki,0.024570025,1.339364637,0.724114979,0.023083351,-0.304462459,2.371232842,0.347823145
2243,Roland SH-09,ki,0.007371007,1.024386603,0.604743775,0.002580068,-0.332336078,2.117783969,0.442016458
2244,Roland SH-09,ki,0.004914005,1.038364455,0.612262013,-0.000659097,-0.325817993,2.125435581,0.428612494
2245,Roland SH-09,ki,1.437346437,2.025083276,0.459078915,1.365942821,-0.328621891,1.765707853,-0.476622966
2246,Roland SH-09,ki,1.518427518,2.49527945,0.567952757,1.444178936,-0.314431181,2.295760713,-0.812983834
2247,Roland SH-09,ki,1.606879607,3.599594127,0.789919742,1.528618649,-0.282281888,3.250355319,-1.513399589
2249,Roland SH-09,ki,0.820638821,0.949618046,0.235510006,0.788383633,-0.336632938,1.022412533,0.126581745
2250,Roland SH-09,ki,-0.061425061,0.734072943,0.505917571,-0.068679739,-0.347175048,1.863166797,0.511536434
2251,Roland SH-09,ki,-0.00982801,0.721498733,0.469328339,-0.01410331,-0.339556081,1.53744636,0.473173889
2252,Roland SH-09,ki,-0.031941032,1.322810131,0.749697205,-0.035640276,-0.304365429,2.621775355,0.392037102
2253,Roland SH-09,ki,6.778869779,-0.340238226,-1.593745956,5.28161414,-0.386869131,0.02915318,-1.572216992
2254,Roland SH-09,ki,3.314496314,1.108220994,-0.190283362,2.995637591,-0.386106031,1.228326361,-0.169986983
2255,Roland SH-09,ki,3.891891892,1.234812283,-0.210813343,3.464230514,-0.395684676,1.451001427,-0.235708126
2256,Roland SH-09,ki,2.938574939,0.318168508,-0.559811907,2.675098249,-0.381733676,0.809836751,-0.124135557
2257,Roland SH-09,ki,0.744471744,0.83044941,0.203429948,0.717207772,-0.34107958,1.17256062,0.149004748
2258,Roland SH-09,ki,0.012285012,-0.526625694,-0.745201894,-0.009170827,-0.275339488,0.206645771,0.344613142
2259,Roland SH-09,ki,-0.027027027,-0.670334643,-1.089806614,-0.041848281,-0.337106822,0.186501703,0.523496255
2260,Roland SH-09,ki,-0.012285012,-0.560644846,-0.805228314,-0.019386408,-0.353644858,0.426550471,0.52768195
2261,Roland SH-09,ki,0.049140049,-0.43558157,-0.593872099,0.032400681,-0.320711879,0.339316102,0.46534516
2262,Roland SH-09,ki,0.267813268,-0.329338783,-0.535936182,0.256848838,-0.35109532,0.510686834,0.465983745
2263,Roland SH-09,ki,0.825552826,0.465715839,-0.022321999,0.822391643,-0.393598282,1.485819621,0.49120691
2264,Roland SH-09,ki,0.402948403,-0.088574495,-0.306250095,0.38862297,-0.361129865,0.692204215,0.465351696
2265,Roland SH-09,ki,-0.012285012,-0.088843612,-0.108207558,-0.021825885,-0.344106931,0.739905929,0.526321082
2266,Roland SH-09,ki,0.027027027,-0.206614521,-0.258868749,0.019330623,-0.373376463,0.822992951,0.553881861
2267,Roland SH-09,ki,0.00982801,-0.316283378,-0.389245686,0.004984183,-0.379772865,0.625623476,0.566341756
2268,Roland SH-09,ki,0.002457002,-0.245101776,-0.291811085,-0.009123856,-0.357013323,0.740406629,0.533187401
2269,Roland SH-09,ki,0.036855037,-0.655170817,-1.0787276,0.021215909,-0.281092947,0.06492443,0.359858862
2270,Roland SH-09,ki,-0.029484029,1.784477098,0.909237235,-0.030099644,-0.250309126,3.135561347,0.1879576
2271,Roland SH-09,ki,0.680589681,1.719608965,0.577398594,0.666460063,-0.236294663,1.862798006,-0.874882532
2272,Roland SH-09,ki,-0.00982801,1.817248126,0.908336325,-0.00429284,-0.135654727,3.063397289,-0.536695719
2273,Roland SH-09,ki,-0.046683047,3.185180241,1.27904862,-0.049491211,0.551677937,2.925308006,-2.021150419
2274,Roland SPD-8,ki,0.226044226,0.160462957,-0.004619197,0.223358368,0.529299952,1.785147431,-1.295853508
2275,Roland SPD-8,ki,0.909090909,-0.412390764,-0.893296094,0.870432022,0.849121085,1.051519297,-0.236889793
2276,Roland SPD-8,ki,-0.5995086,-0.253611631,0.202957175,-0.618836725,0.759719465,-0.280909906,0.024654995
2277,Roland SPD-8,ki,-0.447174447,-0.249223679,0.033769481,-0.460625873,0.493465073,-0.272398695,-0.07996798
2278,Roland SPD-8,ki,0.267813268,-0.387825858,-0.620468346,0.245141689,-0.358100152,1.591807955,0.462716399
2279,Roland SPD-8,ki,0.287469287,0.146828932,-0.043172019,0.276820286,0.863438625,1.625655712,-0.560296384
2280,Roland SPD-8,ki,0.891891892,-0.037351415,-0.424430565,0.856245734,1.085551135,0.82132073,-0.949346536
2281,Roland SPD-8,ki,-0.046683047,-0.023532039,-0.024368368,-0.048455056,0.654797064,-0.270988161,-0.255815652
2282,Roland SPD-8,sn,0.300940439,0.495487778,0.217949896,0.322659375,-0.159547688,-0.763821663,-0.081381839
2283,Roland SPD-8,sn,-0.257053292,0.084936111,0.249622957,-0.189264455,0.245578725,0.641917574,-1.022753334
2284,Roland SPD-8,sn,-0.768025078,-0.410339287,0.262152278,-0.774812104,0.226747798,-0.045023791,0.096771487
2286,Roland SPD-8,sn,0.006269592,0.066328133,0.030924926,0.005200329,0.008889833,-0.528548892,-0.411252789
2287,Roland SPD-8,sn,0.705329154,0.815438528,0.238418035,0.711067014,0.179133127,-0.720641295,-0.352350686
2288,Roland System-100,ki,-0.083538084,2.177174697,1.061834286,-0.073127787,0.054083165,2.74736234,-0.419700341
2289,Roland System-100,ki,-0.061425061,2.580800256,1.152315537,-0.040696258,0.539509139,0.299920247,-1.836449467
2298,Roland System-100,ki,0.002457002,1.519708118,0.802442892,0.050124942,-0.247300948,0.300620248,0.320826952
2290,Roland System-100,ki,-0.076167076,2.961140838,1.248239678,-0.048518795,-0.313259874,3.174943274,0.438775675
2291,Roland System-100,ki,-0.147420147,2.291256774,1.129785389,-0.126581536,-0.16106711,3.265653708,0.203487931
2292,Roland System-100,ki,-0.115479115,1.344327045,0.808514989,-0.101353539,0.112664543,1.429638817,-0.718509493
2293,Roland System-100,ki,-0.083538084,2.177174697,1.061834286,-0.073127787,0.054083165,2.74736234,-0.419700341
2294,Roland System-100,ki,0.626535627,4.467650558,1.212748434,0.654238276,-0.32062062,3.420012622,0.193904727
2295,Roland System-100,ki,-0.061425061,2.580800256,1.152315537,-0.040696258,0.539509139,0.299920247,-1.836449467
2296,Roland System-100,ki,0.501228501,3.109832554,1.008278338,0.52001897,-0.327987713,2.818458468,0.195106633
2297,Roland System-100,ki,0.626535627,4.467650558,1.212748434,0.654238276,-0.32062062,3.420012622,0.193904727
2299,Roland System-100,ki,-0.656019656,0.875382318,1.135519279,-0.670189574,-0.204344739,2.539211017,0.543177917
2300,Roland System-100,ki,-0.348894349,1.419482955,1.012077387,-0.312600883,-0.116176263,2.682907906,0.005122806
2301,Roland System-100,ki,-0.346437346,1.510329861,1.042664343,-0.318217883,-0.276844427,6.802546838,0.450141394
2302,Roland System-100,ki,-0.594594595,0.454470927,0.818110167,-0.601602111,0.174201206,0.3199133,0.011528265
2303,Roland System-100,ki,0.909090909,3.296187158,0.910251341,0.987083028,-0.290797005,5.934239243,-0.200377438
2304,Roland System-100,ki,0.331695332,1.916136397,0.774298697,0.391113288,-0.241763028,4.460693267,-0.232358769
2305,Roland System-100,ki,-0.656019656,0.875382318,1.135519279,-0.670189574,-0.204344739,2.539211017,0.543177917
2306,Roland System-100,ki,0.909090909,3.296187158,0.910251341,0.987083028,-0.290797005,5.934239243,-0.200377438
2307,Roland System-100,ki,0.331695332,1.916136397,0.774298697,0.391113288,-0.241763028,4.460693267,-0.232358769
2308,Roland System-100,sn,-0.12539185,-0.278579057,-0.274426223,-0.12603431,0.577799387,1.293605441,-0.869858877
2309,Roland System-100,sn,-0.285266458,-0.525722865,-0.530680101,-0.295418933,0.244823297,1.73194222,-0.848318845
2310,Roland System-100,sn,-0.482758621,-0.723718438,-0.774793811,-0.50087201,-0.307024467,1.17791089,-0.88906421
2311,Roland System-100,sn,-0.564263323,-0.772904652,-0.814763546,-0.584495615,-0.71585136,1.295428874,-0.265032438
2312,Roland System-100,sn,-0.329153605,-0.347640327,-0.195014011,-0.333985406,0.495694414,1.222004384,-0.830136274
2313,Roland System-100,sn,-0.579937304,-0.492602131,-0.152795532,-0.574696166,0.565446199,2.073054806,-0.088014138
2314,Roland System-100,sn,-0.26645768,2.512950432,1.590610656,-0.282417648,0.718168293,2.212643884,-0.693009192
2315,Roland System-100,sn,0.423197492,-0.028227099,-0.307110587,0.423520142,0.624634084,1.281148181,-1.032441836
2316,Roland System-100,sn,5.347962382,3.143289294,0.176982888,4.881118416,1.129365606,5.486525884,-1.097602717
2317,Roland System-100,sn,-0.4169279,-0.201313498,0.08868086,-0.405523478,0.98644246,4.694907575,-0.265817297
2318,Roland System-100,sn,0.288401254,0.984161991,0.546287597,0.320708988,-1.217790464,15.21040284,-0.626883904
2319,Roland System-100,sn,0.043887147,-0.635261734,-1.007346846,0.016630615,-0.105023527,1.299432224,-1.098554724
2320,Roland System-100,sn,-0.884012539,-0.61867335,0.137077611,-0.905671342,0.258999843,1.587537896,-0.236256918
2321,Roland System-100,sn,0.840125392,0.167249161,-0.300669074,0.811368946,0.675920017,1.128387077,-1.093176422
2322,Roland System-100,sn,0.545454545,-0.354278071,-0.775870595,0.567696427,0.40355749,1.91128469,-0.584238057
2323,Roland System-100,sn,-0.793103448,-0.411984478,0.321335362,-0.795598923,0.875250216,-0.139879379,-0.151826991
2324,Roland System-100,sn,-0.194357367,-0.583844916,-0.722871471,-0.178634991,1.004377278,0.265440392,-0.328448694
2325,Roland System-100,sn,1.26645768,1.10136937,0.192539833,1.294607205,1.080314083,5.402028815,-1.041079956
2326,Roland System-100,sn,0.294670846,0.504265849,0.227843839,0.327599134,1.084132804,5.501142561,-0.945297242
2327,Roland System-100,sn,1.26645768,1.10136937,0.192539833,1.294607205,1.080314083,5.402028815,-1.041079956
2328,Roland System-100,sn,0.294670846,0.504265849,0.227843839,0.327599134,1.084132804,5.501142561,-0.945297242
2329,Roland System-100,sn,5.347962382,3.143289294,0.176982888,4.881118416,1.129365606,5.486525884,-1.097602717
2330,Roland System-100,sn,-0.4169279,-0.201313498,0.08868086,-0.405523478,0.98644246,4.694907575,-0.265817297
2331,Roland System-100,sn,0.423197492,-0.028227099,-0.307110587,0.423520142,0.624634084,1.281148181,-1.032441836
2332,Roland System-100,sn,0.043887147,-0.635261734,-1.007346846,0.016630615,-0.105023527,1.299432224,-1.098554724
2333,Roland System-100,sn,0.840125392,0.167249161,-0.300669074,0.811368946,0.675920017,1.128387077,-1.093176422
2334,Roland System-100,sn,0.545454545,-0.354278071,-0.775870595,0.567696427,0.40355749,1.91128469,-0.584238057
2335,Roland System-100,sn,-0.194357367,-0.583844916,-0.722871471,-0.178634991,1.004377278,0.265440392,-0.328448694
2336,Roland System-100,sn,0.288401254,0.984161991,0.546287597,0.320708988,-1.217790464,15.21040284,-0.626883904
2337,Roland System-100,sn,-0.884012539,-0.61867335,0.137077611,-0.905671342,0.258999843,1.587537896,-0.236256918
2338,Roland System-100,sn,-0.793103448,-0.411984478,0.321335362,-0.795598923,0.875250216,-0.139879379,-0.151826991
2339,Roland System-100,ki,0.004914005,2.390606596,1.065100561,0.050432994,-0.247299191,0.300541805,0.320821471
2340,Roland System-100,ki,-0.083538084,2.035987282,1.021639643,-0.073128754,0.054079085,2.737701484,-0.419695703
2341,Roland System-100,ki,-0.061425061,2.467697662,1.123996956,-0.040699483,0.539510197,0.302749258,-1.836443353
2342,Roland System-100,ki,-0.076167076,2.784482904,1.208044305,-0.048520622,-0.313259619,3.178137162,0.438774621
2343,Roland System-100,ki,-0.147420147,2.471354435,1.176823976,-0.126581429,-0.16106677,3.264784677,0.203487721
2344,Roland System-100,ki,-0.115479115,1.557818537,0.885968697,-0.101352249,0.112663032,1.429384093,-0.718517926
2345,Roland System-100,ki,0.501228501,3.12519725,1.011563073,0.52001983,-0.327987467,2.814727508,0.195105368
2346,Roland System-100,ki,0.626535627,4.222588364,1.172511558,0.654239566,-0.320619109,3.418437777,0.193904094
2347,Roland System-100,ki,-0.656019656,0.792998747,1.095279449,-0.670190112,-0.204343209,2.534967386,0.543176652
2348,Roland System-100,ki,-0.348894349,1.312572745,0.971882246,-0.312601689,-0.116178568,2.685044685,0.005131029
2349,Roland System-100,ki,-0.346437346,1.399297821,1.002464801,-0.318218689,-0.276845183,6.790129946,0.450143081
2350,Roland System-100,ki,-0.594594595,0.39118317,0.777891423,-0.601603454,0.174196786,0.320846788,0.011533957
2351,Roland System-100,ki,0.909090909,3.104350024,0.870051469,0.987082383,-0.290799083,5.919150573,-0.20036015
2352,Roland System-100,ki,0.331695332,1.786731105,0.734095299,0.391121456,-0.241764804,4.465722364,-0.232346963
2353,Roland System-100,sn,-0.115987461,-0.028569575,0.020256607,-0.116889712,0.577781985,1.599882906,-0.86992745
2354,Roland System-100,sn,-0.285266458,-0.219524909,-0.058622182,-0.295419724,0.244793073,1.733199017,-0.848353489
2355,Roland System-100,sn,-0.482758621,-0.4107501,-0.135055846,-0.500874448,-0.307086382,1.179166406,-0.888938215
2356,Roland System-100,sn,-0.564263323,-0.466212132,-0.128029989,-0.584496538,-0.7158825,1.294343528,-0.264989897
2357,Roland System-100,sn,-0.329153605,-0.152459824,0.064454423,-0.333987318,0.495666387,1.221681471,-0.830149885
2358,Roland System-100,sn,-0.579937304,0.0831538,0.596596433,-0.574699329,0.565439238,2.072777254,-0.087996598
2359,Roland System-100,sn,-0.26645768,2.345296038,1.532966175,-0.28241811,0.71818258,2.211869149,-0.693001613
2360,Roland System-100,sn,1.26645768,1.55284237,0.41631718,1.294596134,1.080344674,5.40012568,-1.041076861
2361,Roland System-100,sn,0.300940439,0.954655437,0.517761165,0.3335875,1.084159365,5.526969438,-0.945295615
2362,Roland System-100,sn,5.347962382,4.170387431,0.441606085,4.881351967,1.129399494,5.4885792,-1.097601229
2363,Roland System-100,sn,-0.4169279,0.054056664,0.374692715,-0.405526576,0.986464808,4.695041353,-0.265815472
2364,Roland System-100,sn,0.426332288,0.44023683,0.114551352,0.423512234,0.624617415,1.280803228,-1.032427887
2365,Roland System-100,sn,0.043887147,-0.292910365,-0.408707147,0.01663022,-0.105092951,1.30118518,-1.098530854
2366,Roland System-100,sn,0.840125392,0.445833398,-0.068313688,0.811358797,0.675906645,1.128420906,-1.093160966
2367,Roland System-100,sn,0.548589342,0.89922847,0.363126541,0.574101019,0.403543569,1.925727095,-0.584214723
2368,Roland System-100,sn,-0.194357367,-0.011897813,0.104592225,-0.178636902,1.00436244,0.265432576,-0.328429884
2369,Roland System-100,sn,0.288401254,1.150443293,0.637990952,0.320711756,-1.217790739,15.21458738,-0.626875411
2370,Roland System-100,sn,-0.884012539,-0.524547857,0.32705,-0.905672693,0.258968336,1.587492791,-0.236209933
