1,Ace Tone Rhythm-Ace,ki,-742.1005859,129.6835785,38.80086899,26.8598423,15.42584991,14.16328049,8.424834251,7.392292023,5.57435751,5.326973438,4.406955719,5.026930332,4.43731451,0.013636365,-25.25013459,-2.451313972,0.540065229,275.6213074,3.333333254,13.70283031,-1.26101E-07,0.479721695,0.000564023,0.427239537,0.002648764,0.029175477,0.201315165,0.707696915,18.36690903,0.017673543,401.953125,3.436219454,21599886,0.403886348,0.001139323
2,Ace Tone Rhythm-Ace,ki,-736.864502,130.182663,38.3432579,26.56894875,15.60947895,14.18938732,8.464996338,7.699258804,5.849606037,5.39334631,4.388050079,4.860476017,4.099272251,0.013601509,-25.24327054,-2.462594986,0.540195644,298.218689,4,13.70197582,-1.2195E-07,0.464128703,0.000631914,0.411581069,0.002981088,0.030253403,0.196148351,0.696193695,13.60504055,0.01738219,373.2421875,3.090971708,22264602,0.398734242,0.001139323
3,Ace Tone Rhythm-Ace,ki,-736.1828003,130.4053802,38.28328323,26.61050987,15.77941895,14.32780457,8.557074547,7.797634602,5.895343781,5.360303879,4.391074657,4.931612492,4.047579288,0.013603078,-25.16892386,-2.459747076,0.537659645,310.3030701,3.333333254,13.84708309,-1.22482E-07,0.466155618,0.0006274,0.416052371,0.002961478,0.030300701,0.195892528,0.693445921,14.16042328,0.017414534,373.2421875,3.120980501,22410406,0.402706504,0.001139323
4,Ace Tone Rhythm-Ace,ki,-747.6647949,128.8744049,39.06637192,27.41219139,14.80458355,14.10182095,8.23520565,7.24118948,5.157935619,5.523465633,4.502067566,5.145362377,4.715372086,0.013595557,-25.12027632,-2.454106808,0.540555298,276.1306458,3.333333254,13.6593399,-1.27707E-07,0.485701174,0.000512065,0.432230562,0.002462206,0.028579911,0.205726758,0.713900864,18.3955822,0.017784454,416.3085938,3.435222864,21623466,0.404921651,0.001139323
5,Ace Tone Rhythm-Ace,ki,-741.8735352,128.4553375,38.86159897,26.733881,15.22435379,13.99515247,8.438550949,7.470711231,5.535972595,5.676177979,4.427522659,5.092875957,4.435379028,0.013616484,-25.27093624,-2.459747076,0.540113628,300.5744934,3.666666746,13.62694263,-1.23867E-07,0.471353382,0.000630986,0.417326003,0.00292926,0.029603878,0.199605837,0.704543412,14.04869366,0.017518494,401.953125,3.111757278,22154436,0.399987131,0.001139323
6,Ace Tone Rhythm-Ace,ki,-734.8007813,130.8068237,38.25716019,26.65302086,15.8792305,14.33308315,8.546448708,7.873822689,5.914558887,5.354821682,4.363720417,4.799226761,3.948591232,0.013635123,-25.20861119,-2.456918001,0.538156092,310.7102966,3.333333254,13.79550076,-1.24916E-07,0.475391239,0.000633583,0.423115999,0.002983617,0.03064047,0.196021304,0.701411724,12.70081329,0.017593125,366.0644531,3.027126551,22452226,0.403568596,0.001139323
7,Ace Tone Rhythm-Ace,ki,-732.1921997,131.1896057,37.91717148,26.55671692,16.03173065,14.26462078,8.548312187,7.980844021,5.828809738,5.296199322,4.404415131,4.791662216,3.84844327,0.013625052,-25.13278354,-2.459747076,0.538864911,304.4927979,4,13.86533356,-1.24606E-07,0.474273413,0.000654979,0.423149437,0.003082399,0.030894862,0.194201782,0.696005046,13.31925488,0.017569426,358.8867188,3.069035292,22346354,0.404886693,0.001139323
8,Ace Tone Rhythm-Ace,ki,-745.1951294,129.3566284,38.75450134,26.91474915,15.52383137,14.41223431,8.786921501,7.701793194,5.837014675,5.484239578,4.310716152,4.699510574,4.008150578,0.013634431,-26.27509063,-2.456917763,0.538585365,302.4828796,3.333333254,13.87064457,-9.6509E-08,0.367301732,0.000491942,0.327905625,0.00231883,0.023755103,0.194923639,0.612461329,13.82907963,0.015462,358.8867188,3.116408587,22258140,0.356266707,0.001139323
9,Ace Tone Rhythm-Ace,ki,-734.6694336,130.8347015,38.29917526,26.67831993,15.87826061,14.35189342,8.551690102,7.825053692,5.870498657,5.31661272,4.339106083,4.80510664,3.964307785,0.013627023,-25.21839,-2.459747076,0.537451446,307.2292786,3.666666746,13.83643341,-1.23454E-07,0.469859362,0.000637324,0.418729812,0.002997728,0.030582307,0.195570529,0.696640968,12.06256866,0.017486775,358.8867188,2.974777937,22569200,0.403291851,0.001139323
10,Ace Tone Rhythm-Ace,ki,-716.0496216,133.7721252,35.65942764,26.16600037,15.54472637,11.7970047,6.462076664,5.720561981,2.8176682,2.839196444,2.138676882,2.322603941,1.906131148,0.014784306,-23.2527904,-1.805589557,0.640093446,216.1777496,5.333333492,11.82530975,-9.49151E-08,0.362146527,0.000803565,0.297745854,0.00363793,0.065759562,0.167164624,0.595481634,9.782901764,0.01537402,409.1308594,2.88973546,21143952,0.175150409,0.001139323
