Index,Drum Machine,Type,Equal Loudness,RMS,Temporal Centroid,Spectral Centroid,Spectral Centroid 1,Spectral Centroid 2,Spectral Kurtosis,Pitch Salience
1,Ace Tone Rhythm-Ace,ki,0.013313642,0.331812448,0.114975324,0.018279097,0.0225221,0.010382135,0.048414617,0.956263824
2,Ace Tone Rhythm-Ace,ki,0.013468796,0.342325977,0.107884991,0.020961063,0.026004984,0.012102539,0.040153902,0.957032423
3,Ace Tone Rhythm-Ace,ki,0.013560588,0.353015096,0.099474051,0.021992258,0.026832114,0.009848527,0.043265025,0.963206892
4,Ace Tone Rhythm-Ace,ki,0.013441022,0.329229542,0.119065684,0.044079569,0.055236109,0.020192492,0.031762724,0.952033589
5,Ace Tone Rhythm-Ace,ki,0.013327454,0.334085677,0.112876317,0.027757223,0.033674395,0.022863085,0.025418094,0.947623853
6,Ace Tone Rhythm-Ace,ki,0.013622334,0.360452161,0.094498893,0.017224816,0.021375387,0.004466982,0.127287823,0.968605703
7,Ace Tone Rhythm-Ace,ki,0.013826784,0.370312092,0.088919228,0.020719342,0.025498665,0.008804519,0.051081388,0.970532449
8,Ace Tone Rhythm-Ace,ki,0.011127391,0.340160341,0.085981043,0.017551965,0.021728841,0.003213272,0.138357317,0.97377161
9,Ace Tone Rhythm-Ace,ki,0.013549358,0.343285735,0.107341809,0.017905936,0.022040792,0.003844624,0.111211392,0.96101083
10,Ace Tone Rhythm-Ace,ki,0.019947315,0.492963827,0.056905337,0.01256376,0.014578093,0.010538004,0.196777683,0.991481821
11,Ace Tone Rhythm-Ace,sn,0.03331145,0.621161876,0.041459158,0.728497166,0.781681235,0.643205667,0.003901113,0.322437747
12,Ace Tone Rhythm-Ace,sn,0.036531307,0.638087547,0.041259279,0.708716987,0.749895618,0.647414681,0.003683961,0.357669454
13,Ace Tone Rhythm-Ace,sn,0.039703314,0.624211943,0.052795512,0.732941814,0.792799301,0.620494996,0.003353256,0.297996418
14,Ace Tone Rhythm-Ace,sn,0.047159878,0.67614795,0.044705335,0.73574692,0.78691889,0.651261747,0.004036632,0.350153277
15,Ace Tone Rhythm-Ace,sn,0.039627623,0.647379448,0.043033432,0.698832987,0.720795192,0.633137599,0.003268671,0.32878007
16,Ace Tone Rhythm-Ace,sn,0.032641008,0.626589924,0.037351288,0.607045838,0.592374063,0.625153,0.002964282,0.473676058
17,Ace Tone Rhythm-Ace,sn,0.03304745,0.610846395,0.043184678,0.569174978,0.532143896,0.632015467,0.003323728,0.535317531
18,Ace Tone Rhythm-Ace,ki,0.013854744,0.244585228,0.23374559,0.022733932,0.03143883,0.045570505,0.042851436,0.876707999
19,Ace Tone Rhythm-Ace,ki,0.011487359,0.218590227,0.228865542,0.00572446,0.008352763,0.092732875,0.028542524,0.939935356
20,Ace Tone Rhythm-Ace,ki,0.014814217,0.254891067,0.235041341,0.016309585,0.022469376,0.049419039,0.043802646,0.855478443
21,Ace Tone Rhythm-Ace,sn,0.057984714,0.720885497,0.042131646,0.668826719,0.7282672,0.599234455,0.004176508,0.410044071
22,Ace Tone Rhythm-Ace,sn,0.060578821,0.725359605,0.043427438,0.659544801,0.699200591,0.610203397,0.00353213,0.306615903
23,Ace Tone Rhythm-Ace,sn,0.037308073,0.506946243,0.119498754,0.762550521,0.798437681,0.968015465,0,0.266104741
34,Akai MPC-60,ki,0.097741101,0.661596702,0.142079461,0.390967564,0.481850773,0.05937603,0.005849284,0.384519513
35,Akai MPC-60,ki,0.019441635,0.417507538,0.096470315,0.453814587,0.513904887,0.27546696,0.002133331,0.756867889
36,Akai MPC-60,sn,0.373486147,0.855783158,0.229917127,0.463839077,0.449097344,0.365239418,0.004341053,0.139689406
37,Akai MPC-60,sn,0.047636354,0.506926267,0.165581863,0.333191672,0.293969969,0.371338015,0.001903925,0.607241445
38,Akai MPC-60,sn,0.105107456,0.636040192,0.189322623,0.455533469,0.534290187,0.273110309,0.003181273,0.312978024
39,Akai MPC-60,ki,0.124343349,0.766908361,0.091047331,0.382784421,0.499188969,0.132290023,0.004573875,0.42615781
40,Akai MPC-60,sn,0.438008908,0.886674154,0.233166134,0.459283445,0.447095581,0.346112341,0.004339231,0.129218889
41,Akai MPC-60,sn,0.073846536,0.605374387,0.145676163,0.342392398,0.282177575,0.315470922,0.001687561,0.61777075
42,Akai MPC-60,sn,0.208157178,0.797405068,0.164894105,0.421279132,0.614907834,0.28095329,0.004941881,0.068814985
43,Akai XE-8,ki,0.008434367,0.270539162,0.109594152,0.269631088,0.343538763,0.038876229,0.007377449,0.688467879
44,Akai XE-8,ki,0.011390251,0.277606574,0.147835242,0.183811917,0.225200957,0.093546025,0.005476541,0.772132208
45,Akai XE-8,ki,0.012785772,0.261631586,0.190307669,0.211788407,0.23978526,0.148718473,0.004309993,0.634796491
46,Akai XE-8,ki,0.016396129,0.299923961,0.194699186,0.218005577,0.27715903,0.154057917,0.005715045,0.704391623
47,Akai XE-8,ki,0.029916443,0.397574197,0.205752046,0.181901498,0.236120999,0.086953917,0.004885885,0.803014606
48,Akai XE-8,sn,0.068163214,0.68062417,0.075691186,0.319960853,0.229291,0.394264814,0.003194842,0.760544064
49,Akai XE-8,sn,0.053748249,0.518361209,0.182119813,0.311792093,0.285444425,0.198694214,0.003448248,0.270712655
50,Akai XE-8,sn,0.045897867,0.527317788,0.137767487,0.292673315,0.241914303,0.448373509,0.003519316,0.479664123
51,Akai XE-8,sn,0.058573637,0.524688987,0.195806457,0.309066533,0.320420519,0.308283798,0.003181062,0.463669677
52,Akai XE-8,ki,0.013554579,0.32046429,0.130619175,0.183506247,0.218470889,0.107960592,0.005783755,0.785520622
53,Akai XE-8,ki,0.015119722,0.402143042,0.080390438,0.211796617,0.240810562,0.143752545,0.005011538,0.732780349
54,Akai XE-8,ki,0.019278377,0.35733267,0.155243793,0.218002552,0.279544676,0.108888246,0.005795693,0.721461583
55,Akai XE-8,ki,0.010116914,0.35828667,0.068087188,0.269572653,0.34209206,0.048258992,0.009961317,0.688551946
56,Akai XE-8,sn,0.053245691,0.57631753,0.116280846,0.292662183,0.244947767,0.430013779,0.003359711,0.579306409
57,Akai XE-8,sn,0.067845729,0.552551042,0.193369407,0.30906785,0.309858942,0.307004518,0.00321833,0.463705278
58,Akai XE-8,sn,0.062286848,0.545689812,0.181272158,0.311782505,0.28695234,0.199236395,0.003443782,0.270432097
59,Akai XE-8,sn,0.078884857,0.70776113,0.075618592,0.319955175,0.227823711,0.396265406,0.003154509,0.760550498
60,Akai XR-10,ki,0.052348884,0.619939193,0.079242708,0.364053924,0.408635593,0.160984599,0.003341594,0.611590286
61,Akai XR-10,ki,0.056577905,0.687694907,0.050493286,0.481488123,0.542749163,0.124046187,0.002810114,0.532465792
62,Akai XR-10,ki,0.035652032,0.566756096,0.068385841,0.500209362,0.563045086,0.341129438,0.001792355,0.764659315
63,Akai XR-10,ki,0.070857471,0.642980059,0.101286294,0.548817983,0.624054597,0.385975563,0.003842627,0.577091298
64,Akai XR-10,ki,0.028796713,0.687316002,0.01706378,0.046564277,0.049890676,0.010060094,0.037803551,0.994976058
65,Akai XR-10,ki,0.076080263,0.704946694,0.069325555,0.553026629,0.656624005,0.049381263,0.003636877,0.516381533
66,Akai XR-10,ki,0.02623707,0.591287235,0.036550927,0.32460389,0.382017136,0.067559055,0.006540848,0.773856031
67,Akai XR-10,ki,0.054473748,0.611686597,0.088874125,0.424812653,0.484685033,0.143925737,0.002164161,0.681382096
68,Akai XR-10,ki,0.07364735,0.612540583,0.136132472,0.552755978,0.629630243,0.33436734,0.002768509,0.233744042
69,Akai XR-10,ki,0.053711637,0.610942379,0.089320216,0.228415899,0.34825386,0.025936,0.026022306,0.839904086
70,Akai XR-10,sn,0.08699958,0.695615348,0.091520383,0.591700471,0.640442909,0.493052984,0.004170768,0.230135227
71,Akai XR-10,sn,0.093198658,0.648304146,0.147149576,0.431184982,0.453646077,0.229706051,0.002440891,0.247660439
72,Akai XR-10,sn,0.170741527,0.795187469,0.116554654,0.341148853,0.420390379,0.32107859,0.001052117,0.719677677
73,Akai XR-10,sn,0.15462635,0.722800107,0.174901294,0.56596441,0.600661365,0.492983087,0.004393617,0.240707315
74,Akai XR-10,sn,0.103922499,0.625381294,0.20166639,0.439884201,0.422431814,0.31747506,0.002906467,0.282677229
75,Akai XR-10,sn,0.058522711,0.564548678,0.142227823,0.414303116,0.440284125,0.174155782,0.00410097,0.420210218
76,Akai XR-10,sn,0.040631756,0.665484809,0.037195483,0.57195099,0.631768092,0.484584893,0.002086926,0.49055924
77,Akai XR-10,sn,0.072785232,0.626557767,0.120773928,0.323812884,0.324211039,0.540743176,0.002251068,0.758488844
78,Akai XR-10,sn,0.078115201,0.601460318,0.161039951,0.422746333,0.432928776,0.39252105,0.002453055,0.375898654
79,Akai XR-10,sn,0.0667458,0.619547648,0.115584199,0.434818089,0.457159816,0.361708642,0.002534624,0.138585551
80,Akai XR-10,ki,0.032567758,0.510899525,0.096342917,0.398467886,0.458908969,0.147111162,0.004217078,0.58114609
81,Akai XR-10,ki,0.040199553,0.544330945,0.100182292,0.211504773,0.338025826,0.027626644,0.023640007,0.865594843
82,Akai XR-10,ki,0.040368144,0.617489854,0.054582528,0.485466159,0.549431614,0.055237756,0.003014911,0.557292514
83,Akai XR-10,ki,0.025877533,0.501813139,0.073265577,0.506135449,0.571250999,0.342659829,0.003127772,0.74868623
84,Akai XR-10,ki,0.062487533,0.600418861,0.118337055,0.554165198,0.630330649,0.417098855,0.003559721,0.527719348
85,Akai XR-10,ki,0.014501309,0.397467752,0.076868852,0.050163964,0.053866074,0.439797544,0.010204681,0.950791251
86,Akai XR-10,ki,0.055486499,0.654256676,0.065415215,0.56053189,0.667420421,0.050066086,0.003786625,0.510551329
87,Akai XR-10,ki,0.014561322,0.369453273,0.097497126,0.326496573,0.389564767,0.441739291,0.004731376,0.799383087
88,Akai XR-10,ki,0.033557542,0.539073223,0.079309428,0.442260306,0.506124483,0.195034922,0.002824985,0.653899875
89,Akai XR-10,ki,0.05964424,0.576859431,0.133470387,0.549429859,0.625355091,0.35161117,0.003060887,0.234391974
90,Akai XR-10,sn,0.054331449,0.615846779,0.08664077,0.600202987,0.65463804,0.500174928,0.00419866,0.222781314
91,Akai XR-10,sn,0.055569624,0.585138083,0.117389681,0.452131137,0.480357724,0.381965186,0.002952299,0.11412005
92,Akai XR-10,sn,0.087391177,0.639176997,0.144882042,0.447540897,0.468713741,0.256580888,0.002743713,0.232794878
93,Akai XR-10,sn,0.14876565,0.768179978,0.118443864,0.350064732,0.424329401,0.310005664,0.000977771,0.714230837
94,Akai XR-10,sn,0.231098668,0.801839125,0.172393344,0.575562451,0.612257958,0.49891982,0.003947222,0.257072445
95,Akai XR-10,sn,0.064088234,0.517182115,0.231149221,0.458262815,0.440228973,0.338667908,0.003929197,0.258738743
96,Akai XR-10,sn,0.034832361,0.45418601,0.161101315,0.434146627,0.462548083,0.214871656,0.00545879,0.402246524
97,Akai XR-10,sn,0.036304696,0.636839841,0.040711881,0.577101461,0.636961308,0.491089028,0.002425107,0.480298814
98,Akai XR-10,sn,0.044374485,0.523528143,0.132865616,0.35244952,0.363161039,0.545814465,0.002910093,0.675100638
99,Akai XR-10,sn,0.045152828,0.468736386,0.205165536,0.440865078,0.446486324,0.42520703,0.003170916,0.252106806
100,Alesis D4 fx,ki,0.030703523,0.379626591,0.235552342,0.339398779,0.429970867,0.266367924,0.003740965,0.522620145
101,Alesis D4 fx,ki,0.019967542,0.366805385,0.153211946,0.063874362,0.107848462,0.010875697,0.020054759,0.826127
102,Alesis D4 fx,sn,0.130743098,0.770764734,0.096527694,0.404264141,0.527463161,0.277154893,0.006005559,0.220971176
103,Alesis D4 fx,sn,0.039166068,0.42929317,0.227228387,0.283540138,0.198870947,0.378389822,0.003477459,0.574176227
104,Alesis D4 fx,sn,0.056136095,0.492464528,0.233330393,0.425392636,0.48173534,0.240864712,0.002156248,0.171032426
105,Alesis D4 fx,sn,0.058187989,0.514647202,0.207136358,0.463434315,0.457350056,0.283509404,0.00114367,0.291165117
106,Alesis D4 fx,sn,0.067914614,0.504599558,0.278925841,0.417624133,0.497603047,0.256708458,0.002747252,0.089183824
107,Alesis D4 fx,sn,0.064829331,0.506989754,0.25466625,0.485782282,0.548349821,0.370929929,0.000922772,0.200133431
108,Alesis D4 fx,sn,0.036999256,0.356139462,0.356353831,0.376441021,0.346492496,0.2805085,0.001992234,0.229099809
109,Alesis D4 fx,sn,0.073472027,0.489033877,0.341394294,0.480124911,0.543951791,0.311317309,0.001740044,0.107656591
110,Alesis D4 fx,sn,0.090048658,0.543031079,0.316048878,0.42751735,0.406658751,0.332733034,0.001436105,0.147547286
111,Alesis D4 fx,sn,0.072858419,0.502334296,0.308319947,0.467846576,0.533054287,0.229953151,0.001534259,0.159365273
112,Alesis D4 fx,sn,0.085328356,0.448340385,0.548838488,0.363246169,0.530885299,0.20355726,0.000985177,0.342445513
113,Alesis D4 fx,sn,0.117734794,0.677591736,0.167038051,0.557870196,0.651698152,0.387456509,0.003738781,0.065786195
114,Alesis D4 fx,sn,0.048528422,0.632052615,0.064750267,0.56697718,0.622186788,0.312869771,0.004680152,0.231722704
115,Alesis D4 fx,sn,0.112996944,0.573210024,0.334574018,0.486238812,0.589500584,0.278837404,0.005016808,0.090304324
116,Alesis D4 fx,sn,0.093823949,0.569725731,0.271981307,0.412996733,0.534738166,0.217061881,0.002807489,0.299496361
117,Alesis D4 fx,sn,0.118228559,0.80444533,0.062174544,0.644828593,0.704549865,0.550903142,0.002394894,0.237307888
118,Alesis D4 fx,sn,0.106405529,0.643563666,0.184258598,0.613607092,0.687613711,0.403150115,0.005460396,0.077811025
119,Alesis D4 fx,sn,0.117283754,0.637480442,0.22396988,0.472006952,0.548350684,0.342133848,0.004359509,0.045688038
120,Alesis D4 fx,sn,0.098622014,0.583791446,0.267238756,0.453994047,0.493387449,0.279748487,0.002807264,0.153907315
121,Alesis DM5,ki,0.082994146,0.633264021,0.138343098,0.029988166,0.035362932,0.034147562,0.023846989,0.88599253
122,Alesis DM5,ki,0.045488474,0.590021413,0.083285042,0.04090076,0.062154686,0.009763392,0.065674925,0.965058564
123,Alesis DM5,ki,0.027788049,0.368614976,0.226626191,0.049296334,0.072479701,0.008350004,0.027532623,0.700307164
124,Alesis DM5,ki,0.038156454,0.657781929,0.040899003,0.003997685,0.004852992,0.008095587,0.110922776,0.998374861
125,Alesis DM5,ki,0.048902497,0.475453999,0.21809412,0.049026327,0.071428048,0.004962254,0.035897468,0.751020822
126,Alesis DM5,ki,0.029896729,0.374003009,0.23936686,0.203377597,0.188127572,0.00903524,0.009323484,0.552601657
127,Alesis DM5,ki,0.040802709,0.577305293,0.078416423,0.07380907,0.104379309,0.009748173,0.074225773,0.868801776
128,Alesis DM5,ki,0.017634305,0.339266731,0.156940396,0.15954025,0.196516825,0.044946256,0.007799376,0.850997068
129,Alesis DM5,ki,0.019935984,0.387741426,0.126124565,0.120440597,0.135278128,0.101447626,0.005918156,0.905695503
130,Alesis DM5,ki,0.030845069,0.396302942,0.215766067,0.271496199,0.272401605,0.254256001,0.005584861,0.420087333
131,Alesis DM5,ki,0.013024203,0.309955541,0.133675599,0.221221309,0.246110541,0.16811887,0.005689704,0.838581052
132,Alesis DM5,ki,0.01397408,0.307074741,0.149296204,0.173833105,0.210636968,0.038441213,0.011686556,0.827936638
133,Alesis DM5,ki,0.034918908,0.394397192,0.251730498,0.034596299,0.051263071,0.006978504,0.037742072,0.810226615
134,Alesis DM5,ki,0.0145128,0.234967721,0.265251731,0.112252342,0.13505608,0.056936824,0.013510183,0.709251427
135,Alesis DM5,ki,0.025610098,0.330207327,0.267543264,0.216517327,0.256061204,0.036202121,0.006324238,0.764107567
136,Alesis DM5,ki,0.016432932,0.263735144,0.249552736,0.12196612,0.134486472,0.042781412,0.011293557,0.709188657
137,Alesis DM5,ki,0.028523868,0.389849719,0.200674535,0.125065692,0.175017685,0.053995526,0.012178806,0.763475374
138,Alesis DM5,ki,0.030327468,0.449561395,0.143649537,0.233962285,0.287074786,0.181536086,0.004723717,0.183330678
139,Alesis DM5,ki,0.01708763,0.359346059,0.128211638,0.161372224,0.193799247,0.058887309,0.013783965,0.894422894
140,Alesis DM5,ki,0.015402697,0.37270687,0.101437078,0.175936791,0.196242428,0.335271382,0.002720551,0.926922998
141,Alesis DM5,ki,0.025546185,0.402221539,0.157290066,0.13773488,0.15621834,0.040662849,0.008823518,0.784913974
142,Alesis DM5,ki,0.022771484,0.397718021,0.140459896,0.249115497,0.313567165,0.127566616,0.006404481,0.715719757
143,Alesis DM5,ki,0.030900359,0.366806415,0.26125085,0.078925026,0.099403513,0.005506165,0.032157237,0.429699796
144,Alesis DM5,ki,0.042163885,0.489656112,0.161741607,0.202001874,0.16448534,0.065240589,0.005407714,0.624323398
145,Alesis DM5,ki,0.020793226,0.364067577,0.160158444,0.137926758,0.148988025,0.110584331,0.004137093,0.645976602
146,Alesis DM5,ki,0.076514125,0.641531199,0.119996409,0.24082244,0.283863905,0.16567008,0.01927238,0.235929704
147,Alesis DM5,ki,0.036591733,0.503759584,0.122920603,0.140066841,0.173518565,0.024875143,0.031308964,0.485241936
148,Alesis DM5,ki,0.023152687,0.392400217,0.149613622,0.154491195,0.184947717,0.011773733,0.037927859,0.795328046
149,Alesis DM5,ki,0.021796724,0.367677716,0.165925372,0.184125591,0.244603965,0.022592367,0.013358218,0.692340982
150,Alesis DM5,ki,0.017550169,0.451869505,0.065081459,0.160592823,0.204136041,0.016319283,0.022203912,0.797664512
151,Alesis DM5,ki,0.013855688,0.263378005,0.204283195,0.234476385,0.296984596,0.042872488,0.012524193,0.750531531
152,Alesis DM5,ki,0.02207652,0.455552789,0.08686239,0.237806394,0.326039016,0.010639345,0.046752184,0.727016725
153,Alesis DM5,ki,0.013571944,0.2777328,0.180512793,0.110659126,0.150631061,0.024446092,0.016595878,0.812458215
154,Alesis DM5,ki,0.021180558,0.490788927,0.060262582,0.161506356,0.179390976,0.016040958,0.023501716,0.862803937
155,Alesis DM5,ki,0.025900288,0.328946651,0.274159634,0.189289951,0.23303354,0.134309793,0.004313786,0.66543162
156,Alesis DM5,ki,0.010560486,0.429226645,0.039915958,0.247726606,0.275907219,0.227857906,0.003107518,0.893482849
157,Alesis DM5,ki,0.028068661,0.418274789,0.15695614,0.273816422,0.327124918,0.194935621,0.004426626,0.654959463
158,Alesis DM5,ki,0.023237583,0.363003198,0.186368787,0.220874199,0.263951752,0.030634478,0.01253494,0.767945007
159,Alesis DM5,ki,0.04814837,0.547387189,0.124545917,0.11177787,0.102663633,0.423470289,0.001866206,0.925263819
160,Alesis DM5,ki,0.058992049,0.4476387,0.346011504,0.117807195,0.132124419,0.026598149,0.021555183,0.226262092
161,Alesis DM5,ki,0.062498371,0.472069738,0.30824994,0.028719446,0.036725154,0.028313794,0.01236505,0.586012327
162,Alesis DM5,ki,0.012984837,0.359831743,0.090451379,0.150890289,0.171225905,0.125265969,0.003510532,0.938184303
163,Alesis DM5,ki,0.038355575,0.536934279,0.097467848,0.193439525,0.176716384,0.296678522,0.001865267,0.673417413
164,Alesis DM5,ki,0.013744208,0.273958907,0.186934992,0.187909455,0.226096301,0.010168334,0.025134724,0.778356705
165,Alesis DM5,ki,0.031061147,0.4397322,0.160333038,0.120595932,0.452144131,0.007503029,0.034638471,0.914449709
166,Alesis DM5,ki,0.013404903,0.246548002,0.222073015,0.11935786,0.132204151,0.048452813,0.010099417,0.789030724
167,Alesis DM5,ki,0.038306639,0.367201098,0.342336601,0.079108478,0.055451683,0.062147549,0.009062653,0.532344937
168,Alesis DM5,ki,0.047933222,0.545998296,0.125135885,0.121452503,0.110677979,0.425679916,0.001609796,0.92123782
169,Alesis DM5,ki,0.027901066,0.427269547,0.145946267,0.166900751,0.19954793,0.010203776,0.025862339,0.763317482
170,Alesis DM5,ki,0.032453408,0.37799546,0.255282202,0.200291676,0.232692211,0.113653918,0.00452088,0.678869375
171,Alesis DM5,ki,0.025643949,0.326112005,0.277741909,0.103845986,0.179158203,0.074354216,0.014371935,0.803978072
172,Alesis DM5,ki,0.055230919,0.541543464,0.158046197,0.185616537,0.157623101,0.423766816,0.00129965,0.794019815
173,Alesis DM5,ki,0.008541378,0.276297144,0.105541594,0.038129825,0.04266916,0.01966596,0.01905393,0.953770965
174,Alesis DM5,ki,0.026332987,0.409518756,0.1552306,0.103177208,0.105969237,0.181426593,0.00969664,0.860248996
175,Alesis DM5,ki,0.018671525,0.344945272,0.160587046,0.156895674,0.180358153,0.010652078,0.026736675,0.758060949
176,Alesis DM5,ki,0.018240588,0.362694329,0.135900593,0.179821084,0.214450366,0.154294068,0.003774298,0.83153824
177,Alesis DM5,ki,0.044245554,0.46454522,0.205735491,0.043118845,0.052548671,0.063888215,0.022444005,0.570182456
178,Alesis DM5,ki,0.011356792,0.309048356,0.114091714,0.196877678,0.221526914,0.167025712,0.003838417,0.896804329
179,Alesis DM5,ki,0.017073615,0.393907676,0.101442945,0.135106282,0.213862125,0.011087455,0.041478822,0.887948568
180,Alesis DM5,ki,0.019330637,0.299167685,0.237031753,0.089527647,0.111456845,0.009644031,0.030587339,0.702263015
181,Alesis DM5,ki,0.032225314,0.407040561,0.206020739,0.093056168,0.112236064,0.045318107,0.015558563,0.771024903
182,Alesis DM5,ki,0.032974475,0.556868457,0.067725807,0.152038816,0.179098966,0.080014401,0.052750571,0.564763909
183,Alesis DM5,ki,0.024581375,0.400005489,0.151070574,0.135573265,0.15216746,0.013837841,0.021192657,0.873758764
184,Alesis DM5,ki,0.037966298,0.495329119,0.133409434,0.144465224,0.193472353,0.035250276,0.008131763,0.839057914
185,Alesis DM5,ki,0.013389904,0.29253411,0.157713999,0.183532769,0.228102716,0.011376566,0.022824638,0.794895841
186,Alesis DM5,ki,0.047829331,0.322358907,0.612671052,0.31627639,0.34652098,0.219251348,0.01135997,0.109119467
187,Alesis DM5,ki,0.013228337,0.266709617,0.189833871,0.147878831,0.177914995,0.011238463,0.020279733,0.885533281
188,Alesis DM5,ki,0.025020862,0.416547649,0.13729912,0.097952387,0.116424642,0.149146047,0.004247463,0.86071499
189,Alesis DM5,ki,0.014926227,0.31458934,0.152670951,0.121350129,0.13726962,0.011030973,0.029141442,0.867150967
190,Alesis DM5,ki,0.021714949,0.359337508,0.175602034,0.179934043,0.179968663,0.267622911,0.003499251,0.784835341
191,Alesis DM5,ki,0.035067234,0.387799641,0.265252202,0.030624004,0.044821705,0.006595209,0.035075266,0.785032081
192,Alesis DM5,ki,0.019036501,0.309567282,0.215363639,0.200577223,0.225509966,0.156156398,0.00570035,0.715526264
193,Alesis DM5,ki,0.027668053,0.262057471,0.468134894,0.176189479,0.211707254,0.024495969,0.010142046,0.393376804
194,Alesis DM5,ki,0.019304884,0.327288699,0.191798638,0.148793672,0.186114757,0.021458644,0.011865148,0.88633517
195,Alesis DM5,ki,0.022079056,0.348409338,0.193955166,0.196574127,0.230481076,0.038716018,0.012592853,0.815013469
196,Alesis DM5,ki,0.015804381,0.438238045,0.063548597,0.073980886,0.091628488,0.015001625,0.035951941,0.947542034
197,Alesis DM5,ki,0.026461507,0.408812695,0.157123079,0.189035966,0.169725945,0.211831706,0.003831387,0.657346207
198,Alesis DM5,ki,0.014722095,0.321966938,0.14163849,0.064214178,0.072318336,0.008733438,0.032751823,0.934644597
199,Alesis DM5,ki,0.038990811,0.474869699,0.159665186,0.121756054,0.141055476,0.107545947,0.008888419,0.836075889
200,Alesis DM5,ki,0.019314471,0.357493644,0.152004086,0.216852523,0.246434802,0.01797742,0.01819409,0.75206667
201,Alesis DM5,ki,0.033738028,0.420311572,0.199130832,0.141581479,0.148850792,0.230630218,0.005396742,0.691818464
202,Alesis DM5,ki,0.050102127,0.578776829,0.107488019,0.004212171,0.009792706,0.005816635,0.06624731,0.988315859
203,Alesis DM5,ki,0.022441761,0.436085936,0.101099154,0.307366622,0.374769367,0.019724,0.016211773,0.807708086
204,Alesis DM5,ki,0.017307199,0.407972696,0.091539996,0.131114327,0.209992009,0.043097621,0.01352761,0.864661106
205,Alesis DM5,ki,0.046306879,0.44906289,0.24843279,0.209346152,0.210528094,0.143451646,0.008545344,0.244170386
206,Alesis DM5,ki,0.042194457,0.544489949,0.109655646,0.017765974,0.055997874,0.00621688,0.051025916,0.98735945
207,Alesis DM5,ki,0.014246592,0.318837195,0.142923236,0.149728769,0.270147188,0.086474523,0.007502132,0.843351292
208,Alesis DM5,ki,0.017288448,0.470740132,0.054977302,0.166161471,0.194271079,0.118601141,0.019838791,0.735626341
209,Alesis DM5,ki,0.023323343,0.403855329,0.138057697,0.100714603,0.121769786,0.009964089,0.039573426,0.876897744
210,Alesis DM5,ki,0.020709664,0.350052609,0.178537091,0.115872877,0.160028822,0.035225123,0.008376535,0.833359932
211,Alesis DM5,ki,0.038368159,0.400546786,0.273551536,0.106074256,0.150923616,0.022174425,0.020685588,0.653156008
212,Alesis DM5,ki,0.013726974,0.307718694,0.152176599,0.044979384,0.095855695,0.022028191,0.021948319,0.896901138
213,Alesis DM5,ki,0.016977779,0.318113291,0.176011857,0.075866028,0.108798629,0.008203963,0.032521629,0.925752111
214,Alesis DM5,ki,0.035471581,0.514562719,0.108031225,0.191451165,0.240554708,0.051075114,0.006079732,0.921445741
215,Alesis DM5,ki,0.019680711,0.375273448,0.13793144,0.143697129,0.184263448,0.008045498,0.041160933,0.8804748
216,Alesis DM5,sn,0.030709647,0.419622461,0.174738094,0.402585506,0.398096598,0.285203742,0.005350484,0.179838924
217,Alesis DM5,sn,0.046442093,0.583967129,0.088598894,0.266517061,0.28223284,0.132036683,0.008456637,0.551435142
218,Alesis DM5,sn,0.137466122,0.691991918,0.186083763,0.510879553,0.510076487,0.431084092,0.003589032,0.122834517
219,Alesis DM5,sn,0.054123249,0.589890391,0.105224376,0.107572464,0.079425337,0.271690462,0.003099013,0.893307469
220,Alesis DM5,sn,0.039105534,0.429014318,0.224795289,0.107967628,0.078423015,0.180828529,0.003789203,0.600628902
221,Alesis DM5,sn,0.092692433,0.512826382,0.387793822,0.238796098,0.231980594,0.163044809,0.004095188,0.32299062
222,Alesis DM5,sn,0.097401983,0.546345998,0.327099693,0.212170516,0.242551545,0.152189096,0.003963156,0.541017448
223,Alesis DM5,sn,0.158836174,0.768589446,0.131054514,0.468407713,0.444352379,0.39004072,0.00321951,0.41256794
224,Alesis DM5,sn,0.056473956,0.583846912,0.116070743,0.194647392,0.186289314,0.263826374,0.002733032,0.755519623
225,Alesis DM5,sn,0.060047271,0.584270075,0.129238332,0.302555092,0.215601246,0.320028144,0.002851076,0.616101016
226,Alesis DM5,sn,0.072180511,0.43941082,0.458660893,0.477308365,0.519261651,0.170398876,0.00731726,0.110864165
227,Alesis DM5,sn,0.056164501,0.489048235,0.235135428,0.287382313,0.223996014,0.389984837,0.002870209,0.535898196
228,Alesis DM5,sn,0.069367816,0.576271792,0.165189006,0.1971709,0.204880341,0.222735314,0.004184442,0.563314462
229,Alesis DM5,sn,0.042374822,0.583697823,0.077557945,0.278508017,0.305798677,0.232707214,0.003950428,0.588988356
230,Alesis DM5,sn,0.029418551,0.399323891,0.193206513,0.368996746,0.4164603,0.20421131,0.00726799,0.1820276
231,Alesis DM5,sn,0.033429729,0.571758589,0.061367166,0.451914394,0.485100011,0.346011765,0.003314517,0.422329083
232,Alesis DM5,sn,0.051656552,0.52257059,0.164907321,0.363112634,0.347935886,0.129148844,0.003706426,0.414668161
233,Alesis DM5,sn,0.081397371,0.685116907,0.090819532,0.556492045,0.595624118,0.505820299,0.004749213,0.274724507
234,Alesis DM5,sn,0.047716769,0.572274187,0.100387233,0.198617649,0.12706603,0.564907524,0.001827367,0.76735972
