"Sample Id","Drum Machine","Dimension 1","Dimension 2","Dimension 3","Dimension 4"
"11","Ace Tone Rhythm-Ace","-2.89522351412662","-1.61422809892579","0.732398127879359","1.10011310386865"
"12","Ace Tone Rhythm-Ace","-2.66786202604027","-1.57338805822679","0.892597629449476","1.0137929019248"
"13","Ace Tone Rhythm-Ace","-2.99493516839369","-1.41517790416983","0.682495448822509","0.986470201508962"
"14","Ace Tone Rhythm-Ace","-2.90964307772546","-1.34411449384144","1.16389487673107","1.12630316246631"
"15","Ace Tone Rhythm-Ace","-2.59029574572733","-1.44601371879538","0.91551083562594","0.913010862391203"
"16","Ace Tone Rhythm-Ace","-1.54317598887129","-1.6731622820526","0.870447163341035","0.640767987308227"
"17","Ace Tone Rhythm-Ace","-1.10946547751283","-1.70872374863652","0.787168001334935","0.520103180753349"
"21","Ace Tone Rhythm-Ace","-2.27256163322911","-0.991324772058375","1.43980304861271","1.0717645204152"
"22","Ace Tone Rhythm-Ace","-2.39541675655634","-0.887863207556125","1.42207045304662","0.923297704207948"
"23","Ace Tone Rhythm-Ace","-3.9907059083852","-2.40393821106019","0.318603309742282","-0.179612799746004"
"36","Akai MPC-60","-1.50961502736932","4.91440513112465","2.45982806140154","-1.07097217225213"
"37","Akai MPC-60","0.832338011133734","-0.39086664100457","-0.904820509103773","-0.791776543847194"
"38","Akai MPC-60","-0.847260509838758","1.20946921517866","-0.346975923299703","-0.246970529239521"
"40","Akai MPC-60","-1.56777003927608","5.77168595940128","3.00426069470972","-1.25421353730925"
"41","Akai MPC-60","0.956676889420304","0.163396678047406","-0.119304129112642","-0.659705854989628"
"42","Akai MPC-60","-1.51576582346812","2.91000490752031","1.14992936264488","0.0539144525269395"
"48","Akai XE-8","1.51641183627202","-0.365988007571457","0.908813834200481","-0.15303070403052"
"49","Akai XE-8","0.569513621237817","0.667017510346674","-1.5708739790193","-0.536049223254827"
"50","Akai XE-8","0.840832018246584","-0.491737281346357","-0.675072101621099","-0.551650972464691"
"51","Akai XE-8","0.633092416224849","0.32423211598668","-1.20339902811593","-0.707109896335878"
"56","Akai XE-8","1.08950385971766","-0.464653082785474","-0.152255196099041","-0.423877892179108"
"57","Akai XE-8","0.663752954603735","0.491888532333349","-0.968084082977149","-0.700609303063237"
"58","Akai XE-8","0.556585567795658","0.826386842478258","-1.34857632514306","-0.527530206444005"
"59","Akai XE-8","1.50544412957711","-0.184301022925514","1.1440723607936","-0.165771532936414"
"70","Akai XR-10","-2.01479907657341","0.055625502173275","0.80868007424852","0.609652207344866"
"71","Akai XR-10","-0.497009131059776","1.03891051151869","-0.225765586887287","-0.176978785112176"
"72","Akai XR-10","0.647753726676114","1.3792627647037","1.92779146465833","-0.539244413775731"
"73","Akai XR-10","-1.99278070663","1.36854257104345","0.91437591436743","-0.04067345359696"
"74","Akai XR-10","-0.60747846939697","1.17162581544289","-0.432430316602505","-0.546465175973737"
"75","Akai XR-10","0.133500529262207","0.468385592414692","-0.927554511588141","0.0977666178535707"
"76","Akai XR-10","-1.28354639621957","-1.15812704481167","0.925428218685009","0.660610591628137"
"77","Akai XR-10","0.841355967233648","-0.637116620451885","0.655533713828548","-0.576770452665961"
"78","Akai XR-10","-0.435694775989571","0.289373668220097","-0.274031694307607","-0.418989339070144"
"79","Akai XR-10","-0.884881497675456","0.254997272828174","-0.239569071638854","-0.0396944488824149"
"90","Akai XR-10","-2.07435624077549","-0.558018729668896","0.163318466546273","0.674628586905436"
"91","Akai XR-10","-1.08656857793212","0.0279361494786108","-0.517747094137839","0.0398626431631198"
"92","Akai XR-10","-0.662575743840607","0.884418639200951","-0.272240536089685","-0.0991169348132862"
"93","Akai XR-10","0.633906007764593","1.10691666820728","1.5935584110763","-0.495752989425634"
"94","Akai XR-10","-2.14654726858955","2.32956829689751","1.94384343370139","-0.232442924927979"
"95","Akai XR-10","-0.795350610871039","0.624134015917203","-1.51431083454687","-0.516757396157491"
"96","Akai XR-10","-0.0947773922347512","-0.0189310792514852","-1.82148448344297","0.164145905708468"
"97","Akai XR-10","-1.345956409284","-1.2576852665398","0.70181394503544","0.679560304389127"
"98","Akai XR-10","0.461733729892072","-1.07574615164411","-0.282962783532704","-0.489632276773747"
"99","Akai XR-10","-0.873350020612223","-0.10845543052424","-1.59767674469018","-0.563601692558935"
"102","Alesis D4 fx","-0.632151966456405","1.5343688402333","0.970810361048539","0.631743493043556"
"103","Alesis D4 fx","1.17349148092897","-0.201084356653576","-1.8691665223486","-1.11011726671319"
"104","Alesis D4 fx","-0.846833324452515","0.759912242477188","-1.93412507179209","-0.677201644555559"
"105","Alesis D4 fx","-0.728772124530047","0.396606355920461","-1.40149371838456","-0.707711878191335"
"106","Alesis D4 fx","-1.13002938850193","1.25595822125656","-2.12235404917755","-0.839067669450971"
"107","Alesis D4 fx","-1.51672446399124","0.552122222930271","-1.58920212285963","-0.929903392533585"
"108","Alesis D4 fx","-0.389543194292906","0.795197596204365","-3.47645163315343","-1.66253378358202"
"109","Alesis D4 fx","-1.69316726545297","1.39585072126681","-2.37231370155583","-1.25363093024748"
"110","Alesis D4 fx","-1.01601078066781","1.51548794976863","-1.73137314891591","-1.4084132970505"
"111","Alesis D4 fx","-1.31982164358948","1.39057378228296","-2.20311335025873","-1.0667977012797"
"112","Alesis D4 fx","-0.927547464438976","2.72424889903054","-3.77071753799311","-2.5416591276297"
"113","Alesis D4 fx","-2.2447477292555","1.21862095191002","0.122089765336508","0.126479791412999"
