1,Ace Tone Rhythm-Ace,ki,-978.0488281,126.0755005,74.11721039,56.31779099,45.06547165,39.11616516,33.11050797,29.89884377,26.44272041,22.98634529,20.24958611,18.88506508,17.12021065,0.123595074,-34.06358117,-2.451313972,0.115323305,90.70870972,0.416666657,21.17245293,-5.90562E-08,0.224299476,0.000122312,0.214628577,0.000578252,0.006552417,0.63149029,0.210342586,31.08082771,0.011120134,71.77734375,4.551340103,8106542.5,0.657480717,0.002237956
2,Ace Tone Rhythm-Ace,ki,-985.0593262,126.6851196,74.32390594,56.06472778,45.07458115,38.07722855,32.99222183,30.15320015,26.83666992,22.51333427,19.09500885,18.22162056,17.31618118,0.123548299,-34.06856844,-2.462594986,0.096425824,96.6545105,0.333333343,23.95912933,-5.592E-08,0.212459669,0.000136543,0.206201896,0.00064866,0.006745141,0.599159479,0.198711142,26.16153526,0.010429173,75.36621094,4.149675369,8064537.5,0.713571131,0.002237956
3,Ace Tone Rhythm-Ace,ki,-991.0457153,123.0533829,75.24718475,56.58609009,46.5249176,39.16762161,32.25297928,28.59495354,24.98003387,21.6797924,19.45266914,18.73953247,17.57644653,0.123532198,-34.02772443,-2.459747076,0.086875461,89.60572052,0.166666672,24.02744484,-5.58981E-08,0.212374702,0.000134642,0.206220075,0.000640762,0.006730247,0.602405548,0.199356303,26.4737854,0.010273161,73.57177734,4.19412899,8308740,0.699813604,0.002237956
4,Ace Tone Rhythm-Ace,ki,-983.1720581,124.1777954,72.11993408,55.70141983,45.33836746,39.77176285,33.34988785,30.14531708,26.81172752,23.89212036,21.13780785,19.39645958,17.21265984,0.12350186,-33.99665179,-2.454106808,0.11576739,98.28279877,0.416666657,21.1582222,-5.83036E-08,0.221427262,0.000111848,0.211887419,0.000542709,0.006456801,0.617940366,0.210843205,24.51546669,0.01080134,68.18847656,4.019256592,8382840,0.666656673,0.002237956
5,Ace Tone Rhythm-Ace,ki,-989.2931519,122.1657791,72.79814911,55.35773087,46.64171982,40.36253357,34.07327652,30.23308754,25.80361938,21.78504181,18.58840561,17.78882599,16.86771584,0.123536371,-34.16635313,-2.459747076,0.087289341,87.31542206,0.25,23.77898407,-5.4158E-08,0.205778122,0.000139932,0.199271679,0.000652349,0.006685359,0.590064228,0.199165627,19.3319416,0.009957401,71.77734375,3.626083612,7803905.5,0.673917294,0.002237956
6,Ace Tone Rhythm-Ace,ki,-996.1980591,120.2990189,77.42351532,57.44129562,44.60474777,37.70372391,31.78954887,27.51966286,24.12755013,22.00352669,20.35677719,18.73571587,16.96809196,0.123611011,-33.98474819,-2.456918001,0.103033163,86.45584869,0.166666672,23.03095436,-5.86326E-08,0.222744286,0.000135098,0.21645923,0.000641654,0.006778473,0.638905823,0.202748224,61.93684769,0.010575698,82.54394531,6.496121883,5544105.5,0.721412182,0.002237956
7,Ace Tone Rhythm-Ace,ki,-1005.348816,107.177124,68.04195404,54.17995071,45.17129517,39.11265182,33.03225327,28.89687538,25.07717896,21.94846153,19.28840065,17.96011925,16.53979301,0.120314382,-33.81015033,-2.459747076,0.093356885,83.11116791,0.166666672,23.51604462,-5.85367E-08,0.222387984,0.000138677,0.2161396,0.000658496,0.006799666,0.608428717,0.202721521,28.0556736,0.010325224,71.77734375,4.375377178,7498477.5,0.706353366,0.002400716
8,Ace Tone Rhythm-Ace,ki,-1012.903381,103.8105698,69.16082001,54.22393417,43.75199509,37.61982346,32.50078201,28.18543816,24.23603249,21.14500999,19.11670113,17.49858665,15.87531757,0.116499931,-34.79018344,-2.456917763,0.121436417,125.3064575,0.166666672,23.03188133,-4.55042E-08,0.172867909,0.00010367,0.168084145,0.000493444,0.005226521,0.634891808,0.178392872,64.50591278,0.009196552,86.1328125,6.580261707,7762807.5,0.630218208,0.002075195
9,Ace Tone Rhythm-Ace,ki,-988.8066406,124.5256577,76.57147217,58.23001099,45.31041336,38.72831345,33.80767059,29.70157433,25.63920021,22.2120533,19.88745308,18.12119484,16.63957405,0.123579413,-34.03219385,-2.459747076,0.098861933,86.2822876,0.25,23.13941002,-5.69318E-08,0.216297269,0.000136058,0.210048035,0.000645529,0.006760724,0.642970264,0.200628266,65.08143616,0.010493293,73.57177734,6.635146618,6805884.5,0.701244295,0.002237956
10,Ace Tone Rhythm-Ace,ki,-962.1003418,128.5503693,75.19138336,59.32226181,49.47702026,42.04904556,32.56952667,25.95347214,19.51992416,14.24184895,9.840415955,6.426812172,3.036437273,0.07562153,-29.35863489,-1.805589557,0.305179775,106.5348663,1,18.9672699,-6.76684E-08,0.257357538,0.00024315,0.237129405,0.001102545,0.024507836,0.56978637,0.27007097,91.77618408,0.012318755,86.1328125,7.846611977,6093445,0.525218368,0.00189209
